node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
"Eleswarapu, Venkat R.",3,1513,2.21521260065758E-05,1379,0.0017928776,1407,2,559,,
"Elliott, Graham",4,1254,0.0003567124,993,0.0002554149,2420,2,559,,
"Elliott, John A.",4,1254,0,2492,0.0063712215,684,2,559,,
"Ellis, David M.",6,986,0.0001601967,1131,0.0020929942,1313,3,401,,
"Ellis, Katrina",11,617,0.0029008471,382,0.0177115349,333,,,1,315
"Ellis, Paul D.",1,2845,0,2492,0.0002358146,2442,1,955,,
"Ellison, Glenn",9,731,0.0001838199,1114,0.0286377531,205,3,401,1,315
"Elton, Edwin J.",9,731,5.45553938978289E-05,1279,0.0107467807,520,7,134,1,315
"Elyasiani, Elyas",4,1254,0.0006074409,885,2.43971109116136E-06,3149,,,1,315
"Embrechts, Paul",2,2000,0,2492,0.0004333816,2217,2,559,,
"Emery, Douglas R.",3,1513,2.30895903814308E-08,2327,0.0013758848,1629,2,559,,
"Emery, Gary W.",2,2000,,,,,1,955,,
"Emmons, William R.",4,1254,2.74411950703989E-05,1353,0.0018501685,1388,2,559,,
"Emons, Winand",1,2845,0,2492,9.94106970486561E-06,3059,1,955,,
"Engel, Charles",9,731,0.0022161414,479,0.000234419,2461,1,955,3,26
"Engelhardt, Gary V.",2,2000,1.79510246788967E-07,2035,0.0004351987,2210,1,955,,
"Engineer, Merwan H.",1,2845,,,,,1,955,,
"Engle, Robert F.",16,411,0.0026258336,414,0.0057736915,731,5,214,1,315
"Englund, Peter",3,1513,,,,,,,1,315
"Eom, Youngho",5,1104,3.57615499548842E-06,1591,0.000910416,1942,3,401,,
"Epple, Dennis N.",2,2000,0,2492,0.0010226659,1872,1,955,,
"Epps, Thomas W.",1,2845,0,2492,0.0016121455,1484,1,955,,
"Epstein, Michael K.",3,1513,1.20359168824931E-05,1450,0.0014404604,1583,1,955,,
"Eraker, Bjørn",2,2000,7.38866892205786E-09,2478,0.0011755339,1749,1,955,,
"Erceg, Christopher J.",2,2000,1.37923972753973E-07,2096,0.0031359059,1026,1,955,,
"Erdal, Sina M.",2,2000,2.54399286138058E-07,1976,0.0023469296,1220,1,955,,
"Ergungor, Ozgur Emre",2,2000,0,2492,0.0014304318,1604,1,955,,
"Erickson, Timothy",1,2845,0,2492,0.0017567778,1420,1,955,,
"Ericsson, Neil R.",1,2845,0,2492,1.13737509025252E-05,3050,1,955,,
"Errunza, Vihang R.",19,315,0.0085487261,110,0.006532779,670,4,294,1,315
"Esho, Neil",11,617,0.0018382512,532,0.0023438108,1225,,,2,86
"Espenlaub, Susanne",2,2000,0.000000254,1981,0.0016250064,1481,1,955,,
"Espinosa-Vega, Marco A.",4,1254,0.0001108313,1199,0.0001026671,2665,2,559,1,315
"Estrada, Javier",1,2845,0,2492,0.0002358146,2442,1,955,,
"Estrella, Arturo",4,1254,3.69433446102893E-06,1585,0.0004713517,2189,,,1,315
"Esty, Benjamin C.",29,157,0.0081212009,121,0.0307661851,185,4,294,2,86
"Ettin, Edward C.",8,807,2.79643993087399E-05,1346,0.002363957,1212,4,294,,
"Ettredge, Michael L.",2,2000,1.94438655843628E-08,2354,0.0002272703,2471,1,955,,
"Eudey, Gwen",2,2000,0.0002025111,1097,6.64567992129895E-05,2774,1,955,,
"Evanoff, Douglas D.",7,885,1.40656207630797E-05,1432,0.0009956666,1888,3,401,,
"Evans, Charles L.",3,1513,8.66474300123464E-05,1228,3.95552851433027E-05,2893,2,559,,
"Evans, Jocelyn D.",6,986,0.0001825987,1115,0.0014118864,1609,3,401,,
"Evans, Lynne",6,986,0.0006056861,889,7.03358472210433E-05,2762,,,1,315
"Evans, Martin D.D.",2,2000,1.66245050746302E-06,1677,0.0006673948,2043,2,559,,
"Evans, Paul",3,1513,0.000144529,1144,0.0002216869,2494,1,955,,
"Evans, Richard B.",4,1254,4.26269360887953E-08,2261,0.001200772,1720,2,559,,
"Ezzamel, Mahmoud A.",2,2000,0.0001518371,1133,9.08122768591652E-06,3064,1,955,,
FEI GUAN,2,2000,1.29945134536685E-06,1725,0.0009609225,1923,1,955,,
"FELDMAN, DAVID",2,2000,0,2492,0.0067733579,658,2,559,,
FELICIA KUNG,3,1513,3.10698035110919E-05,1329,0.0006385036,2063,1,955,,
"FLOOD, ROBERT P.",2,2000,1.67924293683133E-08,2364,1.41345621839098E-06,3183,1,955,,
FRANK HARLEY,2,2000,8.79603443102126E-09,2458,5.82439262530524E-05,2804,1,955,,
FRANK SAMUEL,1,2845,0,2492,8.41305356973377E-05,2713,1,955,,
FRANS TEMPELAAR,2,2000,1.42089786962651E-08,2394,0.0028704317,1082,1,955,,
"Faig, Miquel",0,3519,,,,,,,1,315
"Fairchild, Lisa M.",3,1513,4.03885602946675E-05,1305,0.0027637855,1104,2,559,,
"Falkenstein, Eric G.",2,2000,7.9317779151257E-07,1783,0.0002013732,2518,1,955,,
"Fama, Eugene F.",45,45,0.0034216987,324,0.1376665101,8,17,19,3,26
"Fang, Lily",7,885,0.0001295279,1165,0.003745666,948,,,1,315
"Farnsworth, Heber K.",6,986,4.20908461315117E-05,1302,0.0049487129,811,3,401,,
"Farrell, Kathleen A.",2,2000,,,,,1,955,,
"Fase, Martin M.G.",1,2845,,,,,1,955,,
"Fatum, Rasmus",2,2000,0,2492,6.90129597618246E-06,3086,,,1,315
"Faust, Jon",3,1513,0.0001971069,1102,0.000681481,2037,2,559,,
"Favero, Carlo A.",11,617,0.0024038714,455,0.0018932477,1358,5,214,1,315
"Fee, C. Edward",2,2000,0.000000042,2266,0.0018164735,1397,1,955,,
"Fehrs, Donald H.",2,2000,2.06666541421419E-06,1656,0.0003053523,2347,1,955,,
"Feldman, Ron J.",8,807,0.0033066635,338,0.0023173388,1232,3,401,,
"Feldstein, Martin S.",1,2845,0,2492,0.001716532,1427,1,955,,
"Felli, Leonardo",4,1254,3.74525983537019E-07,1919,0.0046788328,840,2,559,,
"Fenn, George W.",14,468,0.0018465759,526,0.0119778787,476,1,955,2,86
"Fernando, Chitru S.",18,337,0.0053053769,214,0.0159347754,370,1,955,1,315
"Fernández-Ruiz, Jorge",5,1104,,,,,,,1,315
"Ferri, Giovanni",11,617,0.0063275376,176,0.0005674677,2116,2,559,2,86
"Ferri, Michael G.",1,2845,0,2492,0.0016777453,1449,1,955,,
"Ferrier, Gary D.",5,1104,3.89264996626857E-05,1311,0.0002213745,2497,2,559,,
"Ferson, Wayne E.",73,6,0.0258381331,10,0.0596292785,50,25,5,3,26
"Feyzioǧlu, Tarhan N.",2,2000,1.15447951907154E-08,2431,1.13767912717803E-09,3279,1,955,,
"Field, Laura Casares",16,411,0.0006469025,845,0.0128850704,442,4,294,1,315
"Fields, L. Paige",1,2845,0,2492,4.37639451201793E-05,2868,,,1,315
"Figlewski, Stephen",17,364,0.003550359,316,0.0044831257,853,5,214,2,86
"Filardo, Andrew J.",2,2000,0,2492,0.000718358,2026,1,955,,
"Finger, Christopher C.",1,2845,0,2492,2.35907587263936E-05,2959,1,955,,
"Finn, Mary G.",1,2845,0,2492,0.0003064677,2346,,,1,315
"Fischer, Klaus P.",2,2000,0,2492,0.0021833389,1285,1,955,,
"Fischer, Paul E.",1,2845,0,2492,0.0021059707,1308,1,955,,
"Fischer, Stanley",4,1254,2.0688272981762E-05,1386,0.0090970168,564,3,401,1,315
"Fishe, Raymond P.H.",6,986,0.0001369055,1154,0.0048934487,817,4,294,,
"Fisher, Eric O’n N.",2,2000,,,,,1,955,1,315
"Fisher, Gordon R.",2,2000,0.0001214328,1172,2.98546511911042E-05,2932,1,955,,
"Fisher, Jonas D.M.",7,885,0.002429969,439,0.000339214,2310,,,1,315
"Fisher, Larry A.",2,2000,9.19938538126226E-06,1497,0.0022390775,1264,1,955,,
"Fisher, Mark",7,885,1.66977916293823E-05,1406,0.0072538838,637,4,294,,
"Fishman, Michael J.",10,677,0.0006374632,849,0.014247521,404,7,134,,
"Fisman, Raymond J.",2,2000,1.42089786962651E-08,2394,0.0010053166,1877,1,955,,
"FitzGerald, Patrick",1,2845,0,2492,0.0002221497,2489,1,955,,
"Flanders, Stephanie",4,1254,9.11150758898E-08,2140,0.0005032246,2166,1,955,,
"Flandreau, Marc R.",2,2000,4.79383876490659E-07,1873,3.63765119353855E-06,3116,1,955,,
"Flannery, Mark J.",70,8,0.0301563029,8,0.0392496644,117,24,7,3,26
"Flavell, Richard B.",11,617,0.0012752044,647,0.0001977663,2523,,,1,315
"Fleming, Jeff",20,289,0.0051397428,221,0.0122094366,463,3,401,1,315
"Fleming, Michael J.",17,364,0.0037863983,292,0.0038746916,933,,,1,315
"Flesaker, Bjorn",4,1254,1.15363989760312E-05,1459,0.0025350303,1164,2,559,,
"Flood, Mark D.",22,238,0.0055699524,203,0.0035655364,966,,,1,315
"Fluck, Zsuzsanna",19,315,0.002476644,427,0.0259744425,227,3,401,1,315
"Focarelli, Dario",16,411,0.0011604528,707,0.0034896055,976,,,1,315
"Foerster, Stephen R.",8,807,0.0006816927,819,0.0041808407,898,2,559,1,315
"Foglia, Antonella",9,731,0.0005488589,904,0.0028323957,1095,,,1,315
"Fong, H. Gifford",3,1513,3.96919293065669E-07,1904,0.001669637,1454,1,955,,
"Fong, Waiming",7,885,0.0009268796,760,0.003052278,1048,,,2,86
"Fooladi, Iraj J.",4,1254,0.000028637,1342,0.0016634872,1461,2,559,,
"Foote, Christopher L.",1,2845,0,2492,0.0049817778,798,1,955,,
"Fore, Douglas",1,2845,,,,,1,955,,
"Foresi, Silverio",25,201,0.0034977155,318,0.0130544669,439,4,294,2,86
"Fornari, Fabio",1,2845,0,2492,1.80162010579695E-06,3176,1,955,,
"Forster, Margaret M.",1,2845,0,2492,0.0028708577,1078,1,955,,
"Forsythe, Robert",2,2000,0,2492,0.000128667,2590,,,1,315
"Foster, F. Douglas",7,885,5.22588074625141E-05,1286,0.0182927773,326,4,294,,
"Foucault, Thierry",16,411,0.0022685606,470,0.0088622802,575,2,559,1,315
"Fox, Merritt B.",3,1513,4.55307966071926E-07,1878,0.0010456804,1854,1,955,,
"Frame, W. Scott",5,1104,0.0002450137,1068,5.32235573037581E-05,2830,,,1,315
"Frank, Murray Z.",3,1513,6.44210637622255E-06,1531,0.0016544903,1469,1,955,,
"Franks, Julian R.",57,18,0.0085400077,111,0.0433691364,93,13,34,2,86
"Franses, Philip Hans",3,1513,0,2492,0.00000081,3215,,,1,315
"François, Pascal",1,2845,0,2492,0.0016056309,1494,1,955,,
"Fraser, Donald R.",10,677,0.0021349254,487,0.0008129873,1970,1,955,2,86
"Fratianni, Michele U.",4,1254,0.000000699,1797,0.0003764667,2269,1,955,,
"Freedman, Charles",1,2845,0,2492,0.000022547,2966,1,955,,
"Freeman, Scott",9,731,0.0021728623,482,0.0004841662,2180,2,559,1,315
"Frees, Edward W.(Jed)",2,2000,7.36654556273135E-07,1790,0.0015695136,1518,1,955,,
"Freixas, Xavier",13,513,0.0020481269,499,0.0014325513,1594,4,294,1,315
"Fremault Vila, Anne",2,2000,0,2492,0.0018584458,1383,1,955,,
"French, Kenneth R.",45,45,0.006687242,162,0.0911989096,20,15,23,3,26
"Fridson, Martin S.",1,2845,0,2492,0.0006447332,2059,1,955,,
"Fried, Harold O.",5,1104,4.94032951083303E-05,1289,0.0007068118,2033,,,1,315
"Friedman, Eric J.",19,315,0.0048947292,234,0.0082105995,597,,,1,315
"Friedman, James W.",1,2845,0,2492,0.0012816712,1684,1,955,,
"Friedman, Milton",1,2845,,,,,1,955,,
"Frino, Alex",3,1513,0.0002994693,1039,1.75217665970207E-05,3011,,,1,315
"Froewiss, Kenneth C.",1,2845,0,2492,0.0012060146,1717,1,955,,
"Froot, Kenneth A.",27,176,0.0066590112,164,0.0318960399,173,4,294,3,26
"Fudenberg, Drew K.",1,2845,0,2492,0.0015865963,1509,1,955,,
"Fuerst, Timothy S.",1,2845,0,2492,2.52294794835173E-05,2953,1,955,,
"Fujiwara, Kenya",2,2000,8.79603443102126E-09,2458,5.82439262530524E-05,2804,1,955,,
"Fukao, Kyoji",2,2000,8.79603443102126E-09,2458,5.82439262530524E-05,2804,1,955,,
"Fukuda, Shin'ichi",2,2000,8.79603443102126E-09,2458,5.82439262530524E-05,2804,1,955,,
"Fulghieri, Paolo",39,73,0.0083097685,119,0.0370206581,139,5,214,2,86
"Fuller, Kathleen P.",2,2000,8.52538721775906E-08,2152,0.0002710802,2384,1,955,,
"Fung, Alexander Kwok Wah",2,2000,,,,,,,1,315
"Fung, K. K.",4,1254,2.92420781569136E-06,1625,6.83918144117916E-05,2766,2,559,,
"Fung, William",9,731,0.0028901646,383,0.0054342452,752,,,1,315
"Furfine, Craig H.",2,2000,0.000000098,2115,0.0003289453,2314,1,955,,
"Furlong, Frederick T.",8,807,0.0002219421,1085,0.0005046794,2164,3,401,,
"Féllingham, John C.",4,1254,0.0001812027,1117,0.0051062049,784,2,559,,
"Füerst, Oren",2,2000,1.42089786962651E-08,2394,0.000341374,2307,1,955,,
GAIL FOSLER,1,2845,0,2492,3.94074628325989E-05,2894,1,955,,
GAMES KENYON,2,2000,2.05240803390496E-08,2342,0.0020637956,1317,1,955,,
GARY WHELAN,3,1513,1.43156256337058E-06,1703,0.0014743617,1561,1,955,,
GENE IMHOFF,2,2000,0,2492,0.0005425555,2134,1,955,,
"GENNOTTE, GERARD",1,2845,0,2492,0.0002553635,2421,1,955,,
GEOFFREY BRENNAN,1,2845,0,2492,1.05043952369325E-06,3196,1,955,,
GEORGE FOSTER,4,1254,0.000003767,1582,0.0018403158,1391,1,955,,
GEORGE KIRIKOS,2,2000,1.42377107293114E-07,2080,0.0022370808,1269,1,955,,
GIORGIO ZEN,1,2845,0,2492,1.80162010579695E-06,3176,1,955,,
GLEN KENTWELL,3,1513,3.10062358030287E-06,1601,0.0013510422,1642,1,955,,
GORDON ANDERSON,3,1513,3.05268689674496E-07,1955,0.0017197221,1423,1,955,,
GORDON DELIANEDIS,3,1513,0,2492,0.0056017576,742,2,559,,
GYORGY MOHAI,1,2845,0,2492,3.56956218435548E-05,2907,1,955,,
"Galai, Dan",4,1254,0.0012150808,685,0.0002882672,2362,1,955,2,86
"Gale, Douglas M.",8,807,0.0002143287,1090,0.0089771293,568,2,559,1,315
"Gali, Jordi",2,2000,1.0720566782554E-06,1751,0.000023558,2961,1,955,,
"Gallais-Hamonno, Georges",1,2845,0,2492,0.0002358146,2442,1,955,,
"Gallant, A. Ronald",5,1104,0.000000063,2210,0.0029011063,1065,3,401,,
"Gallmeyer, Michael F.",7,885,5.28135916516514E-05,1283,0.0047205775,836,3,401,,
"Gallo, Giampiero M.",2,2000,1.42089786962651E-08,2394,9.1312161938236E-05,2685,1,955,,
"Gambera, Michele",21,265,0.0030443473,360,0.0080320715,605,1,955,1,315
"Gammill, James F.",2,2000,0,2492,0.0023057189,1238,1,955,,
"Gan, Jie",1,2845,0,2492,0.0031130699,1037,1,955,,
"Gande, Amar",4,1254,0.0002778578,1051,0.0063725431,683,,,1,315
"Gangopadhyay, Shubhashis",2,2000,0,2492,3.58812138104052E-06,3119,,,1,315
"Gao, Bin",19,315,0.000109754,1200,0.012282034,462,,,2,86
"Garbade, Kenneth D.",5,1104,1.21913037213955E-06,1740,0.0018594836,1378,3,401,,
"Garcia, René",3,1513,1.42377107293114E-07,2080,0.0024012034,1209,2,559,,
"García, Diego",3,1513,0.000006509,1529,0.0007914474,1975,1,955,,
"García-Marco, Teresa",5,1104,0.0012144201,696,2.28463714708324E-06,3157,,,1,315
"Garden, Kaylee A.",2,2000,,,,,,,1,315
"Garella, Paolo Giorgio",11,617,0.0026364522,412,0.0047925057,831,,,1,315
"Garfinkel, Jon A.",8,807,0.0001353086,1160,0.004667268,841,4,294,,
"Garmaise, Mark J.",9,731,0.0012195347,670,0.0135525674,422,2,559,1,315
"Garrison, Roger W.",1,2845,0,2492,1.05043952369325E-06,3196,1,955,,
"Garvey, Gerald T.",17,364,0.0009590101,747,0.0062081417,695,1,955,1,315
"Gauger, Jean A.",1,2845,,,,,1,955,,
"Gauthier, Laurent",3,1513,3.96919293065669E-07,1904,0.001669637,1454,1,955,,
"Gavin, William T.",1,2845,0,2492,1.54866552232805E-07,3253,1,955,,
"Geanakoplos, John D.",2,2000,2.65220260943783E-06,1637,0.0005900575,2088,1,955,,
"Gehrig, Thomas P.",1,2845,0,2492,1.54538258661538E-05,3019,1,955,,
"Geman, Hélyette",10,677,0.0006290786,854,0.0029723151,1055,1,955,2,86
"Gemmill, Gordon",2,2000,0,2492,0.0023057189,1238,1,955,,
"Genay, Hesna",4,1254,2.89929389393803E-05,1339,0.0005070329,2162,2,559,,
"Generale, Andrea",5,1104,2.20114793898088E-05,1380,0.0004221937,2231,2,559,,
"Gentry, William M.",1,2845,0,2492,0.0010697302,1832,1,955,,
"George, Thomas J.",31,139,0.0053090171,213,0.0210403093,286,11,49,1,315
"Geppert, John M.",3,1513,1.54341862714263E-06,1687,8.5490182308668E-05,2710,1,955,,
"Gerali, Andrea",3,1513,3.73125346878506E-07,1920,0.0003500307,2290,1,955,,
"Germain, Laurent",2,2000,1.90249062207124E-07,2009,0.002638432,1141,1,955,,
"Gertler, Mark L.",4,1254,1.32035665876231E-05,1442,0.000628904,2064,2,559,,
"Gertner, Robert H.",2,2000,3.57221618301158E-06,1592,0.0017412492,1422,1,955,,
"Gervais, Simon",38,80,0.0050484867,226,0.0481123441,81,8,101,2,86
"Geske, Robert",4,1254,6.21269042883116E-05,1265,0.0023553586,1216,2,559,,
"Ghali, Khalifa H.",0,3519,,,,,,,1,315
"Ghysels, Eric",33,111,0.0069401343,150,0.0207632473,288,4,294,2,86
"Giaccotto, Carmelo",1,2845,0,2492,0.0002221497,2489,1,955,,
"Giammarino, Ron M.",1,2845,0,2492,0.0003777864,2262,1,955,,
"Gibbons, Robert S.",4,1254,7.06303717955052E-05,1249,0.0043391386,883,2,559,,
"Gibson, Michael S.",5,1104,0.0007185273,806,0.0013539222,1641,2,559,,
"Gibson, Rajna",2,2000,0,2492,0.0021833389,1285,1,955,,
"Gibson, Scott",2,2000,1.60104742095416E-07,2075,0.0044652063,858,1,955,,
"Gibson-Asner, Rajna",2,2000,2.30895903814308E-08,2327,0.000571678,2109,1,955,,
"Gil-Díaz, Francisco",1,2845,0,2492,1.19836259408539E-05,3040,1,955,,
"Gilbert, R. Alton",4,1254,3.94873121539606E-05,1309,0.0001888143,2531,2,559,,
"Gilchrist, Simon G.",1,2845,0,2492,0.0048497838,820,1,955,,
"Gilkeson, James H.",2,2000,3.69433446102893E-08,2272,7.30345797021616E-05,2752,1,955,,
"Gillan, Stuart L.",36,89,0.0052182931,216,0.0201775342,295,6,175,2,86
"Gilles, Christian",2,2000,2.80769419038198E-06,1632,0.0001581701,2563,2,559,,
"Gilliland, Erik",6,986,0.0004294434,944,0.0003597633,2286,,,1,315
"Gilson, Ronald J.",2,2000,6.64980202985207E-06,1526,0.0012031743,1719,2,559,,
"Gilson, Stuart C.",34,100,0.0043357947,263,0.0160243843,369,5,214,1,315
"Gilula, Zvi",1,2845,0,2492,0.0111836027,502,1,955,,
"Giordano, Raffaela",1,2845,,,,,,,1,315
"Giorgianni, Lorenzo",1,2845,0,2492,0.0001259415,2602,1,955,,
"Girma, Sourafel",2,2000,,,,,1,955,,
"Gispert, Carles",3,1513,2.95489060563637E-06,1611,0.0018657741,1366,1,955,,
"Giustiniani, Alessandro",1,2845,0,2492,0.00011712,2638,1,955,,
"Givoly, Dan",2,2000,1.12882441864773E-07,2105,0.0003191623,2326,1,955,,
"Glaeser, Edward",4,1254,1.57454165898407E-05,1415,0.0048069721,826,1,955,,
"Glaessner, Thomas C.",3,1513,1.65937189541216E-06,1678,0.0009817675,1914,1,955,,
"Glasserman, Paul",10,677,0.0003468559,1002,0.0064482538,677,3,401,1,315
"Glazer, Jacob",2,2000,0,2492,0.0005425555,2134,1,955,,
"Gleason, Kimberly C.",2,2000,0,2492,3.10997566964444E-05,2925,,,1,315
"Glorfeld, Louis",3,1513,,,,,,,1,315
"Glosten, Lawrence R.",22,238,0.0011769142,705,0.0229645112,258,12,41,,
"Gobbi, Giorgio",12,561,0.0024741259,428,0.0013324278,1654,2,559,1,315
"Goddard, John A.",3,1513,0.000000785,1785,3.95971665476656E-06,3106,1,955,,
"Gode, Dhananjay K.",1,2845,0,2492,0.0021059707,1308,1,955,,
"Goel, Anand Mohan",2,2000,0,2492,0.0014304318,1604,1,955,,
"Goergen, Marc",3,1513,1.86778054598542E-07,2019,0.0030964185,1041,2,559,,
"Goetzmann, William Nelson",15,447,0.0011982563,701,0.0195536234,310,7,134,1,315
"Goldberg, Lawrence G.",5,1104,1.68554009784445E-06,1676,0.0020269741,1333,2,559,1,315
"Goldberg, Linda S.",8,807,0.0061066817,181,0.0005830252,2104,3,401,,
"Goldberg, Pinelopi K.",2,2000,1.79510246788967E-07,2035,0.0004351987,2210,1,955,,
"Goldreich, David",23,218,0.0009489712,751,0.0339725961,162,1,955,1,315
"Goldstein, Michael A.",20,289,0.0028670741,385,0.0163031665,362,5,214,1,315
"Goldstein, Robert S.",46,41,0.0149850388,34,0.0422874923,100,2,559,2,86
"Gomes, Armando",14,468,0.0024297638,440,0.0294792971,197,,,1,315
"Gompers, Paul A.",39,73,0.0027681882,391,0.1186025267,10,10,65,3,26
"Gonedes, Nicholas J.",2,2000,3.00149540081543E-07,1962,0.0014317552,1595,1,955,,
"Gong, Liutang",2,2000,,,,,,,1,315
"Gong, Ning",6,986,0.0002252757,1079,0.0011705217,1759,,,1,315
"Goodacre, Alan",5,1104,,,,,,,1,315
"Goodfriend, Marvin S.",17,364,0.0087168497,107,0.000418724,2235,3,401,1,315
"Goodhart, Charles A.E.",6,986,0.0014818785,604,0.0022856309,1247,3,401,,
"Gordon, Roger H.",4,1254,4.55307966071926E-07,1878,0.0131741053,434,2,559,,
"Gordy, Michael B.",6,986,0.0012160445,672,0.0004379192,2209,2,559,1,315
"Gorton, Gary B.",43,50,0.0124779553,50,0.0350792256,149,11,49,2,86
"Gottfries, Nils",2,2000,4.25572842324411E-07,1891,0.001141563,1780,1,955,,
"Goukasian, Levon",2,2000,8.23922114399789E-06,1509,0.0002727935,2381,1,955,,
"Goyal, Vidhan K.",2,2000,0.000001408,1712,0.0011795838,1738,1,955,,
"Graham, Daniel A.",1,2845,0,2492,0.0121284249,465,1,955,,
"Graham, John R.",76,5,0.0116916476,59,0.2253568121,2,8,101,4,10
"Granger, Clive W.J.",9,731,0.0004297386,943,0.0027754582,1102,4,294,,
"Grauer, Robert R.",16,411,0.0047507798,247,0.0079658316,609,1,955,2,86
"Gray, Ian",7,885,0.0006584176,838,0.0022084886,1280,,,1,315
"Graziani, Augusto",1,2845,0,2492,0.0002342399,2462,2,559,,
"Green, Christopher J.",6,986,0.0006069484,887,3.75234493144213E-06,3110,,,1,315
"Green, R. Jeffery",1,2845,0,2492,0.0007982952,1972,1,955,,
"Green, Richard C.",35,95,0.0036778607,298,0.0415066872,106,14,29,2,86
"Green, T. Clifton",3,1513,1.08656895912616E-08,2446,0.0004499512,2201,1,955,1,315
"Greenbaum, Stuart I.",4,1254,2.78517472552919E-05,1347,0.0004631503,2196,1,955,,
"Greene, Jason T.",11,617,0.0004664591,930,0.0077139383,620,3,401,1,315
"Greene, William H.",2,2000,0,2492,0.0028434583,1089,2,559,,
"Greenspan, Alan",4,1254,2.02247686128843E-05,1387,0.0004717846,2187,1,955,,
"Greenwood, Jeremy A.",2,2000,1.37923972753973E-07,2096,0.0031359059,1026,1,955,,
"Gregory, Allan W.",4,1254,2.30772389554992E-05,1376,0.0004597336,2200,1,955,,
"Greif, Avner",1,2845,0,2492,0.0001462747,2573,1,955,,
"Grenadier, Steven R.",11,617,0.000607718,875,0.0245589407,239,3,401,1,315
"Griep, Clifford",1,2845,,,,,,,1,315
"Grier, Kevin B.",6,986,0.0012145125,690,0.000053368,2828,,,1,315
"Grier, Robin M.",2,2000,3.07861205085744E-08,2286,2.87305239779182E-06,3140,1,955,,
"Griffin, John M.",23,218,0.0013218511,631,0.0595153514,51,7,134,1,315
"Griffiths, Mark D.",8,807,0.0043477225,262,0.0008843732,1947,1,955,1,315
"Grimaud, André",2,2000,1.68450029513173E-07,2057,0.0005868013,2093,1,955,,
"Grinblatt, Mark S.",41,62,0.0053738776,211,0.0693582789,39,11,49,3,26
"Grinstein, Yaniv",2,2000,0,2492,0.0011574164,1764,1,955,,
"Gromb, Denis",26,185,0.0100994409,77,0.0361857196,141,8,101,1,315
"Gropper, Daniel M.",3,1513,5.68896341561776E-07,1842,0.0002557164,2415,1,955,,
"Gross, Martin",3,1513,7.87952454974701E-08,2178,0.0007459371,2008,1,955,,
"Grosskopf, Shawna P.",2,2000,4.25508165600653E-07,1893,2.9118197738E-05,2941,1,955,,
"Grossman, Herschel I.",2,2000,4.61791807628616E-08,2252,0.000001061,3195,1,955,,
"Grossman, Richard S.",16,411,0.0064707863,171,0.0015959733,1499,,,1,315
"Grossman, Sanford J.",10,677,0.0004618976,932,0.0047486225,834,4,294,,
"Gruber, Martin J.",9,731,0.0011872539,703,0.0089336871,573,4,294,1,315
"Grullon, Gustavo",12,561,0.0007903408,797,0.0143718303,397,3,401,1,315
"Grundy, Bruce D.",39,73,0.0070664912,146,0.035015266,150,12,41,1,315
"Gruver, Gene W.",1,2845,0,2492,7.72741436194552E-06,3072,1,955,,
"Guay, Wayne R.",33,111,0.0073836762,140,0.0391321254,118,2,559,3,26
"Guedes, José Correia",3,1513,2.64316855669285E-05,1359,0.0032513567,1004,2,559,,
"Guenther, David A.",11,617,0.002730575,396,0.0046088624,844,,,1,315
"Guinnane, Timothy W.",1,2845,0,2492,8.59623278512052E-05,2700,1,955,,
"Guiso, Luigi",17,364,0.0036882746,296,0.0088100982,577,3,401,1,315
"Gul, Faruk",2,2000,1.1170963727397E-07,2107,0.0011863818,1734,1,955,,
"Gultekin, Mustafa N.",1,2845,0,2492,0.0011393211,1782,1,955,,
"Guo, Lin",13,513,0.0012198369,669,0.0051963489,773,,,1,315
"Guo, Rejin",8,807,0.0003317897,1007,0.0058868082,712,,,1,315
"Gup, Benton E.",3,1513,5.68896341561776E-07,1842,0.0002557164,2415,1,955,,
"Gupta, Anurag",10,677,0.000191041,1108,0.0045262402,849,,,1,315
"Gupta, Atul",3,1513,1.47775991466704E-06,1689,0.0001629407,2555,1,955,,
"Gupta, Mahendra R.",2,2000,1.94438655843628E-08,2354,0.0002272703,2471,1,955,,
"Gutierrez, Roberto C.",2,2000,0,2492,0.0014197077,1607,2,559,,
"Gyourko, Joseph E.",4,1254,3.1795813635897E-06,1600,0.0045305063,848,2,559,,
"Géczy, Christopher C.",21,265,0.0025052496,422,0.0553054798,57,5,214,1,315
"Gérard, Bruno",2,2000,2.07806313432877E-07,1997,0.0003760284,2273,1,955,,
H KEN JUDD,1,2845,0,2492,0.0028708577,1078,1,955,,
"H. McInish, Thomas",7,885,0.0018482256,525,0.0005951759,2083,3,401,,
HAN TJ SMIT,3,1513,6.17481617057692E-07,1819,0.0011369676,1787,1,955,,
HANK REILING,1,2845,0,2492,0.001655797,1465,1,955,,
HANS ERICKSON,1,2845,,,,,1,955,,
HAROLD BAUMS,2,2000,0,2492,0.0021833389,1285,1,955,,
HARVEY KERRICH,1,2845,,,,,1,955,,
HENK KOSTER,2,2000,0,2492,0.0014304318,1604,1,955,,
HENRY GIBBON,4,1254,1.91205733985381E-06,1660,0.0012850311,1673,1,955,,
HERBERT POENISCH,1,2845,0,2492,8.08967155520127E-05,2733,1,955,,
"HESS, PATRICK J.",7,885,0.0003844299,981,0.0007305846,2020,,,1,315
