node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,papers,papers_rank
"Booth, Geoffrey Geoffrey",3,87,,,,,1.0,316
"Booth, James R.",2,254,,,,,1.0,316
"Booth, Laurence D.",3,87,,,,,1.0,316
"Borjas, George J.",1,669,,,,,1.0,316
"Borokhovich, Kenneth A.",2,254,,,,,1.0,316
"Bossaerts, Peter",1,669,,,,,1.0,316
"Bossone, Biagio",0,1234,,,,,2.0,96
"Bottazzi, Laura",1,669,,,,,1.0,316
"Boudoukh, Jacob",3,87,,,,,1.0,316
"Bovenberg, Arij Lans",1,669,,,,,1.0,316
"Brandt, Michael W.",4,41,,,,,3.0,32
"Brav, Alon",3,87,,,,,3.0,32
"Breach, Alasdair",3,87,,,,,1.0,316
"Brennan, Michael J.",1,669,,,,,2.0,96
"Brenner, Menachem",2,254,,,,,1.0,316
"Breuer, Peter",0,1234,,,,,1.0,316
"Brewer, Elijah",2,254,,,,,1.0,316
"Bricker, Robert J.",2,254,,,,,1.0,316
"Brickley, James A.",2,254,,,,,1.0,316
"Bris, Arturo",1,669,,,,,1.0,316
"Britten-Jones, Mark",1,669,,,,,1.0,316
"Brockman, Paul D.",1,669,,,,,1.0,316
"Brooks, Chris S.",2,254,,,,,1.0,316
"Brown, David T.",0,1234,,,,,1.0,316
"Brown, Gregory W.",2,254,,,,,3.0,32
"Brumm, Harold J.",0,1234,,,,,1.0,316
"Brunner, Allan D.",0,1234,,,,,1.0,316
"Brunnermeier, Markus K.",1,669,,,,,1.0,316
"Bryant, John L.",0,1234,,,,,1.0,316
"Bunch, David S.",1,669,,,,,1.0,316
"Buraschi, Andrea",2,254,,,,,2.0,96
"Burch, Timothy R.",0,1234,,,,,1.0,316
"Burkart, Mike",2,254,,,,,1.0,316
"Busaba, Walid Y.",3,87,,,,,2.0,96
"Busse, Jeffrey A.",1,669,,,,,1.0,316
"Cagetti, Marco",3,87,,,,,1.0,316
"Cai, Hongbin",2,254,,,,,1.0,316
"Cai, Jun",2,254,,,,,1.0,316
"Calvo, Guillermo A.",0,1234,,,,,1.0,316
"Campa, José Manuel",1,669,,,,,1.0,316
"Campbell, John Y.",4,41,,,,,3.0,32
"Campbell, Rachel A.J.",2,254,,,,,1.0,316
"Campello, Murillo",0,1234,,,,,1.0,316
"Cantillo, Miguel",1,669,,,,,1.0,316
"Cantor, Richard",0,1234,,,,,1.0,316
"Cao, Charles Q.",6,6,,,,,3.0,32
"Cao, H. Henry",4,41,,,,,2.0,96
"Caporale, Tony",1,669,,,,,1.0,316
"Caprio, Gerard Jr",2,254,,,,,1.0,316
"Carey, Mark",2,254,,,,,3.0,32
"Carhart, Mark M.",5,21,,,,,2.0,96
"Carkovic, Maria",1,669,,,,,1.0,316
"Carling, Kenneth",2,254,,,,,1.0,316
"Carow, Kenneth A.",0,1234,,,,,1.0,316
"Carpenter, Jennifer N.",4,41,,,,,3.0,32
"Carpentieri, Andrea",2,254,,,,,1.0,316
"Carr, Peter P.",2,254,,,,,1.0,316
"Carter, Mary Ellen",1,669,,,,,1.0,316
"Cason, Timothy N.",0,1234,,,,,1.0,316
"Cesari, Riccardo",1,669,,,,,1.0,316
"Cetorelli, Nicola",1,669,,,,,1.0,316
"Chacko, George C.",3,87,,,,,2.0,96
"Chakrabarti, Rajesh",0,1234,,,,,1.0,316
"Chakravarty, Sugato",0,1234,,,,,1.0,316
"Chalmers, John M.R.",4,41,,,,,2.0,96
"Chami, Ralph",1,669,,,,,1.0,316
"Chan, Kalok",3,87,,,,,3.0,32
"Chan, Louis Kuo Chi",2,254,,,,,1.0,316
"Chan, Yue-Cheong",1,669,,,,,1.0,316
"Chance, Don M.",3,87,,,,,2.0,96
"Chang, Eric C.",2,254,,,,,1.0,316
"Chapman, David A.",1,669,,,,,1.0,316
"Charemza, Wojciech W.",1,669,,,,,1.0,316
"Chaudhry, Mukesh K.",3,87,,,,,1.0,316
"Chen, Gongmeng",2,254,,,,,1.0,316
"Chen, Hsiulang",2,254,,,,,1.0,316
"Chen, Hsuanchi",1,669,,,,,1.0,316
"Chen, Joseph",3,87,0.4994350282485876,3,0.41810363434992076,3,3.0,32
"Chen, Sheng-Syan",3,87,,,,,1.0,316
"Chen, Zhiwu",2,254,,,,,1.0,316
"Cheng, Joseph W.",2,254,,,,,1.0,316
"Chernov, Mikhail",1,669,,,,,1.0,316
"Chiang, Raymond C.",1,669,,,,,1.0,316
"Chidambaran, Nemmara K.",2,254,,,,,1.0,316
"Chiesa, Gabriella",0,1234,,,,,1.0,316
"Choe, Hyuk",2,254,,,,,1.0,316
"Choi, James J.",2,254,,,,,1.0,316
"Chordia, Tarun",6,6,,,,,7.0,1
"Chow, Yingfoon",2,254,,,,,1.0,316
"Chowdhry, Bhagwan",1,669,,,,,1.0,316
"Christie, William Gary",2,254,,,,,1.0,316
"Christie-David, Rohan A.",3,87,,,,,1.0,316
"Christoffersen, Susan E.K.",1,669,,,,,1.0,316
"Chrystal, K. Alec",1,669,,,,,1.0,316
"Chui, Michael",2,254,,,,,1.0,316
"Chun, Rodney M.",0,1234,,,,,1.0,316
"Chung, Dennis",1,669,,,,,1.0,316
"Chung, Y. Peter",3,87,,,,,2.0,96
"Châtelain, Jean Bernard",2,254,,,,,1.0,316
"Ciccotello, Conrad S.",1,669,,,,,1.0,316
"Claessens, Stijn",5,21,,,,,3.0,32
"Clare, Andrew D.",2,254,,,,,1.0,316
"Clark, Jeffrey A.",1,669,,,,,1.0,316
"Clark, Peter Bentley",2,254,,,,,1.0,316
"Claus, James",1,669,,,,,1.0,316
"Clayton, Matthew J.",1,669,,,,,1.0,316
"Clubb, Colin D.B.",1,669,,,,,1.0,316
"Coe, Patrick J.",1,669,,,,,2.0,96
"Cogley, Timothy W.",0,1234,,,,,1.0,316
"Cohen, Randolph B.",2,254,,,,,1.0,316
"Cole, Rebel A.",2,254,,,,,1.0,316
"Coleman, William Oliver",0,1234,,,,,1.0,316
"Coles, Jeffrey L.",4,41,0.0655367231638418,19,0.00016503148070150266,52,2.0,96
"Collin-Dufresne, Pierre",2,254,,,,,2.0,96
"Concetta Chiuri, Maria",2,254,,,,,1.0,316
"Conrad, Jennifer S.",4,41,,,,,2.0,96
"Conroy, Robert M.",2,254,,,,,1.0,316
"Consigli, Giorgio",0,1234,,,,,1.0,316
"Constantinides, George M.",0,1234,,,,,1.0,316
"Cooley, Thomas F.",1,669,,,,,1.0,316
"Cooper, Rick A.",2,254,,,,,1.0,316
"Corbett, Jenny",1,669,,,,,1.0,316
"Core, John E.",2,254,,,,,2.0,96
"Cornell, Bradford",2,254,,,,,1.0,316
"Cornelli, Francesca",2,254,,,,,2.0,96
"Cornett, Marcia Millon",2,254,,,,,1.0,316
"Corrado, Charles J.",3,87,,,,,1.0,316
"Corvoisier, Sandrine",1,669,,,,,1.0,316
"Corwin, Shane A.",3,87,,,,,2.0,96
"Cotter, James F.",1,669,,,,,1.0,316
"Cotter, John",0,1234,,,,,1.0,316
"Coughenour, Jay F.",1,669,,,,,1.0,316
"Coutant, Sophie",2,254,,,,,1.0,316
"Coval, Joshua D.",3,87,,,,,2.0,96
"Covitz, Daniel M.",3,87,,,,,1.0,316
"Cowan, Arnold Richard",1,669,,,,,1.0,316
"Cremers, K. J. Martijn",0,1234,,,,,1.0,316
"Croitoru, Benjamin",1,669,,,,,1.0,316
"Crosby, Mark",1,669,,,,,1.0,316
"Crouhy, Michel G.",2,254,,,,,2.0,96
"Cuesta, Rafael A.",1,669,,,,,1.0,316
"Cummins, J. David",5,21,,,,,2.0,96
"Cuoco, Domenico",1,669,,,,,1.0,316
"Cybo-Ottone, Alberto",1,669,,,,,1.0,316
"Cyree, Ken B.",2,254,,,,,1.0,316
"Cysne, Rubens Penha",1,669,,,,,2.0,96
"D'Avolio, Gene",0,1234,,,,,1.0,316
"D'Mello, Ranjan",1,669,,,,,1.0,316
"D'Souza, Julia M.",1,669,,,,,1.0,316
"Da Rin, Marco",1,669,,,,,1.0,316
"Dahlquist, Magnus",1,669,,,,,1.0,316
"Dai, Qiang",1,669,,,,,2.0,96
"Daines, Robert M.",0,1234,,,,,1.0,316
"Dalmazzo, Alberto",2,254,,,,,1.0,316
"Dammon, Robert M.",2,254,,,,,1.0,316
"Dann, Larry Y.",2,254,,,,,1.0,316
"Daníelsson, Jón",2,254,,,,,2.0,96
"Daouk, Hazem",3,87,,,,,2.0,96
"Das, Ashish",2,254,,,,,1.0,316
"Das, Sanjiv Ranjan",2,254,,,,,2.0,96
"Datta, Sudip",3,87,,,,,2.0,96
"David Hillier, David",1,669,,,,,1.0,316
"David, Alexander",0,1234,,,,,1.0,316
"Davidson, Wallace N.",3,87,,,,,1.0,316
"Davies, Sally M.",2,254,,,,,1.0,316
"Davis, E. Philip",1,669,,,,,1.0,316
"Davis, James L.",2,254,,,,,1.0,316
"Dawkins, Mark C.",0,1234,,,,,1.0,316
"Day, Theodore E.",2,254,,,,,1.0,316
"De Bandt, Olivier",3,87,,,,,2.0,96
"De Frutos, María Ángeles",1,669,,,,,1.0,316
"De Jong, Abe",1,669,,,,,1.0,316
"De Nicoló, Gianni",1,669,,,,,1.0,316
"De Roon, Frans A.",2,254,,,,,1.0,316
"De Stefano, Michael",1,669,,,,,1.0,316
"De Vries, Casper G.",2,254,,,,,1.0,316
"DeAngelo, Harry",3,87,,,,,3.0,32
"DeAngelo, Linda Elizabeth",3,87,,,,,3.0,32
"DeLong, Gayle L.",0,1234,,,,,1.0,316
"DeLong, James Bradford",0,1234,,,,,1.0,316
"DeYoung, Robert E.",6,6,,,,,3.0,32
"Dechow, Patricia M.",3,87,,,,,1.0,316
"Degryse, Hans",1,669,,,,,1.0,316
"Del Negro, Marco",1,669,,,,,1.0,316
"Deli, Daniel N.",2,254,,,,,3.0,32
"Demetriades, Panicos O.",2,254,,,,,1.0,316
"Demirgüç-Kunt, Asli",5,21,,,,,3.0,32
"Dempsey, Michael J.",0,1234,,,,,1.0,316
"Denis, David J.",3,87,,,,,2.0,96
"Denis, Diane Kowalski",2,254,,,,,1.0,316
"Dennis, Patrick J.",1,669,,,,,1.0,316
"Dennis, Steven A.",1,669,,,,,1.0,316
"Desai, Hemang",3,87,,,,,1.0,316
"Detragiache, Enrica",2,254,,,,,1.0,316
"Devereux, Michael B.",1,669,,,,,1.0,316
"Dhillon, Upinder S.",2,254,,,,,1.0,316
"Diamond, Douglas W.",1,669,0.0,28,0.02745469780320988,21,1.0,316
"Dichev, Ilia D.",1,669,,,,,1.0,316
"Diebold, Francis X.",9,2,,,,,3.0,32
"Diether, Karl B.",2,254,,,,,1.0,316
"Dietsch, Michel",2,254,,,,,2.0,96
"Dinç, I. Serdar",0,1234,,,,,1.0,316
"Dittmar, Robert F.",2,254,,,,,2.0,96
"Djankov, Simeon",3,87,,,,,2.0,96
"Doherty, Neil A.",2,254,,,,,1.0,316
"Donaldson, Thomas J.",1,669,,,,,1.0,316
"Doukas, John A.",3,87,,,,,2.0,96
"Drake, Leigh M.",1,669,,,,,1.0,316
"Drudi, Francesco",1,669,,,,,1.0,316
"Duan, Jinchuan",1,669,,,,,1.0,316
"Duca, John V.",0,1234,,,,,1.0,316
"Duffee, Gregory R.",0,1234,,,,,1.0,316
"Duffie, J. Darrell",2,254,,,,,1.0,316
"Dufour, Alfonso",1,669,,,,,1.0,316
"Dumas, Bernard",3,87,,,,,2.0,96
"Dunbar, Craig G.",0,1234,,,,,1.0,316
"Dunfee, Thomas W.",1,669,,,,,1.0,316
"Dupont, Dominique Y.",0,1234,,,,,1.0,316
"Durham, J. Benson",0,1234,,,,,1.0,316
"Dutkowsky, Donald H.",1,669,,,,,1.0,316
"Dutta, Shantanu",2,254,,,,,1.0,316
"Dybvig, Philip H.",2,254,,,,,1.0,316
"Eades, Kenneth M.",2,254,,,,,1.0,316
"Easley, David A.",2,254,0.0,28,0.02431276761412749,27,1.0,316
"Easterly, William R.",1,669,,,,,1.0,316
"Ebens, Heiko",3,87,,,,,1.0,316
"Eberhart, Allan C.",1,669,0.0,28,0.00032656553853890175,48,2.0,96
"Ebrahim, Muhammed Shahid",1,669,,,,,1.0,316
"Eckbo, B. Espen",3,87,,,,,2.0,96
"Edelen, Roger M.",3,87,,,,,2.0,96
"Eichengreen, Barry J.",0,1234,,,,,1.0,316
"Eijffinger, Sylvester C.W.",2,254,,,,,1.0,316
"Einarsson, Tor",1,669,,,,,1.0,316
"Ellis, Katrina",2,254,0.0,28,0.09590998950607693,12,2.0,96
"Elton, Edwin J.",3,87,,,,,1.0,316
"Elyasiani, Elyas",1,669,,,,,1.0,316
"Engel, Charles",2,254,,,,,3.0,32
"Engle, Robert F.",2,254,,,,,2.0,96
"Englund, Peter",3,87,,,,,1.0,316
"Esho, Neil",2,254,,,,,2.0,96
"Espinosa-Vega, Marco A.",3,87,,,,,2.0,96
"Estrella, Arturo",0,1234,,,,,1.0,316
"Esty, Benjamin C.",0,1234,,,,,1.0,316
"Evanoff, Douglas D.",1,669,,,,,1.0,316
"Evans, Lynne",2,254,,,,,1.0,316
"Evans, Martin D.D.",0,1234,,,,,1.0,316
"Faccio, Mara",1,669,,,,,1.0,316
"Faig, Miquel",1,669,,,,,2.0,96
"Fama, Eugene F.",2,254,,,,,3.0,32
"Fan, Joseph",3,87,,,,,1.0,316
"Fang, Lily",1,669,,,,,1.0,316
"Farinha, Luísa A.",1,669,,,,,1.0,316
"Farrell, Kathleen A.",1,669,,,,,1.0,316
"Faugeron-Crouzet, Anne Marie",1,669,,,,,1.0,316
"Faust, Jon",1,669,,,,,1.0,316
"Favero, Carlo A.",6,6,,,,,3.0,32
"Fazylov, Otabek",2,254,,,,,1.0,316
"Fenn, George W.",1,669,,,,,2.0,96
"Ferguson, Charles",2,254,,,,,1.0,316
"Fernando, Chitru S.",2,254,,,,,1.0,316
"Fernández-Ruiz, Jorge",0,1234,,,,,1.0,316
"Ferri, Giovanni",4,41,,,,,3.0,32
"Ferson, Wayne E.",2,254,,,,,2.0,96
"Field, Laura Casares",2,254,,,,,2.0,96
"Finn, Mary G.",0,1234,,,,,1.0,316
"Fischer, Stanley",1,669,,,,,1.0,316
"Fisher, Eric O’n N.",1,669,,,,,1.0,316
"Flandreau, Marc R.",0,1234,,,,,1.0,316
"Flannery, Mark J.",6,6,,,,,3.0,32
"Flavell, Richard B.",2,254,,,,,1.0,316
"Fleming, Jeff",2,254,,,,,1.0,316
"Fleming, Michael J.",0,1234,,,,,1.0,316
"Florentsen, Bjarne",1,669,,,,,1.0,316
"Focarelli, Dario",3,87,,,,,2.0,96
"Fong, Waiming",3,87,,,,,3.0,32
"Forbes, Kristin J.",1,669,,,,,1.0,316
"Foresi, Silverio",4,41,,,,,2.0,96
"Frame, W. Scott",2,254,,,,,1.0,316
"Franks, Julian R.",2,254,,,,,2.0,96
"Franses, Philip Hans",3,87,,,,,1.0,316
"Fraser, Donald R.",2,254,,,,,2.0,96
"Freixas, Xavier",2,254,,,,,1.0,316
"French, Kenneth R.",2,254,,,,,3.0,32
"Frey, Rüdiger",1,669,,,,,1.0,316
"Friedman, Eric J.",3,87,,,,,1.0,316
"Frino, Alex",1,669,,,,,1.0,316
"Frittelli, Marco",1,669,,,,,1.0,316
"Froot, Kenneth A.",2,254,,,,,2.0,96
"Fukuta, Yuichi",1,669,,,,,1.0,316
"Fulghieri, Paolo",1,669,,,,,1.0,316
"Fullenkamp, Connel",1,669,,,,,1.0,316
"Fuller, Kathleen P.",2,254,,,,,1.0,316
"Fung, Alexander Kwok Wah",2,254,,,,,1.0,316
"Fung, William",1,669,,,,,1.0,316
"Gai, Prasanna",2,254,,,,,1.0,316
"Galai, Dan",2,254,,,,,2.0,96
"Gallant, A. Ronald",2,254,,,,,1.0,316
"Gambera, Michele",1,669,,,,,1.0,316
"Gangopadhyay, Shubhashis",1,669,,,,,1.0,316
"Garden, Kaylee A.",2,254,,,,,1.0,316
"Garella, Paolo Giorgio",2,254,,,,,1.0,316
"Garmaise, Mark J.",0,1234,,,,,1.0,316
"Geman, Hélyette",3,87,,,,,3.0,32
"Gemmill, Gordon",1,669,,,,,1.0,316
"George, Thomas J.",1,669,,,,,1.0,316
"Germain, Laurent",1,669,,,,,1.0,316
"Gertner, Robert H.",2,254,0.0,28,0.02527199218386199,23,1.0,316
"Gervais, Simon",3,87,,,,,2.0,96
"Ghysels, Eric",3,87,,,,,2.0,96
"Gibson, M. Troy",1,669,,,,,1.0,316
"Gillan, Stuart L.",3,87,,,,,2.0,96
"Gilliland, Erik",2,254,,,,,1.0,316
"Gilson, Stuart C.",2,254,,,,,1.0,316
"Giordano, Raffaela",1,669,,,,,1.0,316
"Glass, J. Colin",2,254,,,,,1.0,316
"Glasserman, Paul",1,669,,,,,1.0,316
"Gleason, Kimberly C.",2,254,,,,,1.0,316
"Glorfeld, Louis",3,87,,,,,1.0,316
"Gobbi, Giorgio",1,669,,,,,1.0,316
"Godbout, Lise",2,254,,,,,1.0,316
"Goddard, John A.",2,254,,,,,1.0,316
"Goldberg, Lawrence G.",1,669,,,,,1.0,316
"Goldreich, David",1,669,,,,,1.0,316
"Goldstein, Michael A.",1,669,,,,,1.0,316
"Goldstein, Robert S.",2,254,,,,,3.0,32
"Gomes, Armando",0,1234,,,,,1.0,316
"Gompers, Paul A.",5,21,,,,,3.0,32
"Gong, Liutang",1,669,,,,,1.0,316
"Gong, Ning",2,254,,,,,1.0,316
"Goodacre, Alan",2,254,,,,,1.0,316
"Goodfriend, Marvin S.",0,1234,,,,,1.0,316
"Gordy, Michael B.",0,1234,,,,,2.0,96
"Gorton, Gary B.",2,254,,,,,2.0,96
"Goyal, Vidhan K.",2,254,,,,,1.0,316
"Graham, John R.",4,41,0.4062146892655367,7,0.0019964818982374953,42,4.0,16
"Grande, Giuseppe",1,669,,,,,1.0,316
"Grauer, Robert R.",1,669,,,,,1.0,316
"Green, Christopher J.",2,254,,,,,1.0,316
"Green, T. Clifton",1,669,,,,,1.0,316
"Greene, Jason T.",4,41,,,,,2.0,96
"Grenadier, Steven R.",0,1234,,,,,1.0,316
"Griep, Clifford",1,669,,,,,1.0,316
"Grier, Kevin B.",1,669,,,,,1.0,316
"Griffin, John M.",2,254,0.12655367231638417,16,0.00012785167172111981,54,3.0,32
"Griffiths, Mark D.",3,87,,,,,1.0,316
"Grinblatt, Mark S.",2,254,,,,,2.0,96
"Gromb, Denis",3,87,,,,,2.0,96
"Gropp, Reint E.",1,669,,,,,1.0,316
"Gross, David B.",1,669,,,,,1.0,316
"Grossman, Herschel I.",1,669,,,,,1.0,316
"Grossman, Richard S.",0,1234,,,,,1.0,316
"Gruber, Martin J.",3,87,,,,,1.0,316
"Grullon, Gustavo",2,254,0.03333333333333333,22,0.029098241170038064,19,2.0,96
"Grundy, Bruce D.",1,669,,,,,1.0,316
"Guay, Wayne R.",2,254,,,,,2.0,96
"Guiso, Luigi",3,87,,,,,2.0,96
"Guo, Rejin",2,254,,,,,1.0,316
"Gupta, Anurag",1,669,,,,,1.0,316
"Gupta, Atul",1,669,,,,,1.0,316
"Gârleanu, Nicolae",2,254,,,,,1.0,316
"Géczy, Christopher C.",4,41,,,,,2.0,96
"Haaf, Katharina",1,669,,,,,1.0,316
"Habib, Michel A.",2,254,,,,,2.0,96
"Hadlock, Charles J.",1,669,,,,,1.0,316
"Haldane, Andrew G.",2,254,,,,,1.0,316
"Hales, Jeffrey",1,669,0.0,28,0.0037770161959748043,41,1.0,316
"Hall, Anthony D.",2,254,,,,,1.0,316
"Hamilton, James D.",1,669,,,,,1.0,316
"Hammes, Wolfgang",1,669,,,,,1.0,316
"Hancock, Diana G.",3,87,,,,,1.0,316
"Hanka, Gordon",1,669,,,,,1.0,316
"Hansen, Lars Peter",3,87,,,,,1.0,316
"Hansen, Robert S.",1,669,,,,,2.0,96
"Hardouvelis, Gikas A.",1,669,,,,,1.0,316
"Harford, Jarrad",3,87,,,,,2.0,96
"Harper, Joel T.",1,669,,,,,2.0,96
