node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
ANDREW CLASTER,1,5345,0,4646,0.0038440431,1359,1,1766,,
ANDREW DEXTER,2,3992,0,4646,0.001127276,2534,1,1766,,
ANDREW GRACIE,2,3992,0,4646,0.0046933623,1195,2,1048,,
ANDREW GUSTAR,3,2971,7.05146941133796E-07,3234,5.33264611988539E-05,4508,1,1766,,
ANDREW MARQUEZ,1,5345,0,4646,0.0013417314,2382,1,1766,,
ANDREW WASIBURD,3,2971,5.21675839125507E-07,3315,7.52044614651711E-05,4371,1,1766,,
ANDRIS NOBL,3,2971,3.15460560693807E-08,3887,0.0022963096,1790,1,1766,,
ANDY MESSIER,2,3992,4.42252436948026E-09,4459,0.0001526833,3950,1,1766,,
ANDY STURM,3,2971,5.84855872012306E-07,3277,0.0003330289,3508,1,1766,,
ANDY WONG,1,5345,0,4646,0.0041715707,1291,1,1766,,
ANJO KOETER-KANT,2,3992,1.52808962229356E-08,4128,0.0004550883,3282,1,1766,,
ANNA CALAMIA,2,3992,3.4069708636449E-07,3392,0.0005282852,3154,1,1766,,
ANNA LUSARDI,1,5345,0,4646,0.0081128491,793,1,1766,,
ANNA MEYENDORFF,2,3992,1.08351847052266E-07,3681,2.68421511160834E-05,4823,1,1766,,
ANNETTE VIS,2,3992,8.39771294066826E-09,4285,0.0013476587,2377,1,1766,,
ANTONELLO D AGOSTINO,2,3992,3.14802466496786E-07,3413,6.42315001920728E-06,5221,1,1766,,
ANTONIO DIEZ DE LOS RIOS,2,3992,7.73941764659045E-09,4292,0.000100649,4207,1,1766,,
ANTONIS PAPANTOLEON,3,2971,5.03910301810967E-07,3322,8.83254351291622E-05,4283,1,1766,,
ANTONY THOMPSON,2,3992,1.54788352931809E-08,4100,0.0001674078,3902,1,1766,,
AREEDAM CHANDA,2,3992,3.43974117626242E-09,4545,8.69227430852018E-05,4290,1,1766,,
ARKADEB CHATTERJEE,3,2971,0.0007036679,1207,5.83321641165177E-09,5679,1,1766,,
ARTO THURLIN,1,5345,0,4646,0.0001315306,4061,1,1766,,
ASHLEY HUBKA,1,5345,0,4646,0.0038440431,1359,1,1766,,
AVI WHOL,3,2971,1.79830404468513E-07,3551,0.0004587339,3262,1,1766,,
"Aase, Knut Kristian",2,3992,7.73941764659045E-09,4292,2.70266922907826E-06,5392,1,1766,,
"Abadir, Karim Maher",3,2971,6.09963464172589E-05,2300,4.67648969306294E-05,4592,2,1048,,
"Abaffy, József",4,2496,,,,,,,1,604
"Abbott, Ashok",2,3992,1.03192235287873E-08,4221,1.55646422412209E-05,4998,1,1766,,
"Abel, Andrew B.",22,537,0.0017535204,621,0.0211242966,325,11,120,,
"Abhyankar, Abhay H.",6,1986,0.0003780031,1562,0.0009706266,2668,1,1766,1,604
"Abou-Zied, Khaled",7,1829,,,,,,,1,604
"Abrahamson, Mark",2,3992,6.87948235252485E-09,4326,4.74218472363743E-05,4567,1,1766,,
"Abramitzky, Ran",3,2971,1.78991468029245E-06,3067,0.000587181,3073,2,1048,,
"Acemoglu, Daron",7,1829,4.94265234204237E-05,2351,0.0036558087,1397,4,532,,
"Acerbi, Carlo",3,2971,3.71492047036342E-08,3842,4.73352240600131E-06,5285,1,1766,,
"Acharya, Viral V.",90,17,0.0117130635,44,0.0737364569,34,21,22,5,17
"Ackert, Lucy F.",1,5345,0,4646,0.0001597583,3929,1,1766,,
"Adam, Alexandre",9,1518,0.0005506854,1348,9.16172524386402E-05,4270,,,1,604
"Adam, Klaus",11,1293,0.0004090376,1521,0.0003616471,3450,1,1766,1,604
"Adam, Tim R.",21,564,0.0001976215,1894,0.0202099912,346,1,1766,2,206
"Adam-Müller, Axel F.A.",5,2174,3.17455503491909E-05,2474,0.0030509153,1562,2,1048,,
"Adams, Mike B.",18,699,0.0012444708,819,0.0011211964,2545,,,2,206
"Adams, Renée Birgit",25,451,0.0015681873,674,0.0092836441,722,2,1048,1,604
"Adams, Robert M.",2,3992,0,4646,0.0002522082,3669,2,1048,,
"Adcock, Christopher J.",3,2971,1.6152402832017E-06,3082,0.0029023857,1606,1,1766,,
"Adkisson, J. Amanda",2,3992,3.25870216698545E-09,4571,0.0002039324,3793,1,1766,,
"Adler, Michael",3,2971,7.64039521221487E-06,2726,0.0006637693,2971,1,1766,,
"Admati, Anat R.",5,2174,6.45873248592502E-06,2768,0.005339082,1104,4,532,,
"Adolfson, Malin",3,2971,0,4646,6.1639071435985E-05,4457,1,1766,,
"Adrian, Tobias",17,761,0.0002031412,1884,0.0123146431,562,4,532,1,604
"Aerts, Marc Goov",2,3992,6.87948235252485E-09,4326,3.04372123230438E-05,4781,1,1766,,
"Afonso, Gara",1,5345,0,4646,0.0006093046,3024,1,1766,,
"Agarwal, Sumit",26,427,0.004523954,191,0.0018780649,2020,1,1766,2,206
"Agarwal, Vikas",18,699,0.0002232768,1852,0.0030459748,1563,8,217,,
"Agarwal, Vineet",4,2496,1.64409706209996E-06,3077,4.83411243448628E-05,4557,,,1,604
"Aggarwal, Rajesh K.",14,1014,0.0001700571,1991,0.0123857263,555,8,217,,
"Aggarwal, Reena",15,924,0.0001698742,1992,0.0190414334,380,4,532,1,604
"Aghion, Philippe",12,1196,2.08415107679721E-05,2541,0.0209625214,327,3,723,1,604
"Agnew, Julie Richardson",2,3992,0,4646,0.0019964707,1959,1,1766,,
"Agrawal, Anup",8,1664,0.0001556177,2023,0.0012202049,2459,3,723,,
"Aguiar, Mark",5,2174,6.44750929612907E-05,2289,0.0016486405,2144,2,1048,,
"Aguiar-Conraria, Luís",4,2496,9.28730117590854E-08,3711,7.39925769596053E-07,5560,,,1,604
"Agusman, Agusman",3,2971,,,,,,,1,604
"Ahlin, Christian R.",1,5345,0,4646,7.46628810736945E-05,4373,1,1766,,
"Ahmed, Anwer S.",1,5345,0,4646,0.0003137843,3542,1,1766,,
"Ahmed, Shaghil",2,3992,3.37320401178812E-07,3397,0.00002115,4906,1,1766,,
"Ahmed, Shaista",2,3992,0,4646,8.57117513579047E-05,4301,,,1,604
"Ahn, Seoungpil",8,1664,0.0002695624,1774,0.0042065984,1283,2,1048,1,604
"Ahn, Seung Chan",2,3992,0,4646,0.0001368386,4021,,,1,604
"Airaudo, Marco",2,3992,1.03192235287873E-08,4221,1.84658653343063E-07,5623,1,1766,,
"Aisen, Ari",3,2971,,,,,,,1,604
"Aizenman, Joshua",4,2496,0.0003512169,1668,3.6110079866957E-05,4711,2,1048,,
"Akdoĝu, Evrim",2,3992,2.06384470575745E-08,4008,0.0009649799,2674,1,1766,,
"Akerlof, George A.",2,3992,8.54763594593488E-06,2709,1.95274883839385E-05,4930,2,1048,,
"Akhigbe, Aigbe O.",2,3992,,,,,,,3,73
"Akram, Qaisar Farooq",3,2971,0.000438013,1488,0.000007126,5198,,,1,604
"Aksoy, Yunus",2,3992,1.54788352931809E-08,4100,1.50815704286267E-08,5672,1,1766,,
"Aktas, Nihat",14,1014,0.0013080741,799,0.0048586465,1176,1,1766,1,604
"Al-muharrami, Saeed M.",2,3992,0,4646,5.34088729124517E-08,5648,,,1,604
"Alavi, Arash",10,1403,0.0006266434,1293,0.0011951126,2478,,,1,604
"Albanese, Claudio",15,924,0.0012709156,810,0.0011305678,2526,2,1048,1,604
"Albuquerque, Rui",28,375,0.0008293551,1104,0.019294651,368,4,532,2,206
"Alderson, Michael J.",4,2496,0,4646,0.0004463759,3298,,,1,604
"Alegría, Carlos Manuel",3,2971,9.28730117590854E-08,3711,2.58883248235364E-06,5406,1,1766,,
"Alessandrini, Pietro",9,1518,0.0007031725,1233,5.44916136315523E-07,5572,,,1,604
"Alessie, Rob J.M.",2,3992,1.23830682345447E-08,4169,4.43777450727709E-05,4636,1,1766,,
"Alevy, Jonathan E.",8,1664,0.0005860287,1326,7.47277865442589E-06,5185,,,1,604
"Alexander, Carol O.",10,1403,0.0011056571,903,7.10814452161475E-05,4401,1,1766,4,34
"Alexander, Gordon J.",19,648,0.0004999504,1413,0.0142590522,496,3,723,4,34
"Alexander, S.",2,3992,,,,,,,1,604
"Alexandros Kostakis, Alexandros",3,2971,2.11456958790825E-06,3004,4.58977652412664E-05,4607,1,1766,,
"Alford, Andrew W.",1,5345,0,4646,0.0039401918,1327,1,1766,,
"Ali, Ashiq",6,1986,0.0001160275,2137,0.0002056055,3787,2,1048,,
"Alizadeh, Amir H.",2,3992,,,,,,,1,604
"Allayannis, George",25,451,0.0007114974,1187,0.0106071722,650,6,314,1,604
"Allen, Beth E.",4,2496,4.65138965255655E-06,2831,0.0002602967,3644,1,1766,,
"Allen, Franklin",35,267,0.0075416943,90,0.019543941,360,16,52,1,604
"Allen, Linda",41,187,0.0029409528,342,0.0169291777,427,5,421,2,206
"Allen;, David Edmund",2,3992,3.4827379409657E-08,3876,0.000017585,4954,1,1766,,
"Allsopp, Christopher J.",4,2496,0.0012277503,831,0.000003156,5365,1,1766,,
"Allsopp, Louise",1,5345,0,4646,5.13646508472748E-07,5575,1,1766,,
"Almazan, Andres",36,249,0.0031263415,318,0.0144292557,494,9,179,1,604
"Almeida, Caio",8,1664,0.000535517,1360,0.0020938257,1903,,,1,604
"Almeida, Heitor V.",81,25,0.003754645,244,0.1099006656,11,10,144,5,17
"Almgren, Robert F.",3,2971,2.11147189127493E-08,4003,0.0010443465,2607,1,1766,,
"Alpanda, Sami",4,2496,0.0010552438,958,0.000012385,5060,2,1048,,
"Alphonse, Pascal",3,2971,7.3650928715266E-08,3756,0.0002062835,3783,1,1766,,
"Alsleben, Christoph",2,3992,,,,,1,1766,,
"Alti, Aydoǧan",21,564,4.47916659236988E-05,2386,0.0277521572,232,6,314,1,604
"Altman, Edward I.",25,451,0.0065069138,104,0.0109502255,624,9,179,,
"Altunbaş, Yener",10,1403,0.0028759391,349,8.29462723054055E-05,4314,3,723,,
"Alvarez, Fernando E.",2,3992,0,4646,0.0032037713,1518,1,1766,,
"Alworth, Julian S.",3,2971,4.05523065973669E-05,2412,0.0035914662,1415,1,1766,,
"Amador, Manuel",1,5345,0,4646,0.0007588823,2862,1,1766,,
"Amato, Jeffery D.",2,3992,3.86970882329523E-09,4502,2.30484483391777E-05,4879,1,1766,,
"Ambrose, Brent William",23,503,0.0014115091,736,0.0034104589,1459,1,1766,2,206
"Amel, Dean F.",3,2971,0.0007036059,1222,0.000000024,5668,1,1766,,
"Amemiya, Takeshi",3,2971,1.06739117704813E-05,2652,0.0010854472,2575,1,1766,,
"Amenc, Noël",7,1829,0.0011297336,887,0.0001242238,4082,2,1048,,
"Amihud, Yakov",87,21,0.0223936037,8,0.0630135776,48,36,4,,
"Amin, Kaushik I.",2,3992,0,4646,0.0007182769,2914,1,1766,,
"Amir, Eli",3,2971,1.03192235287873E-08,4221,9.76661861301741E-05,4224,1,1766,,
"Amit, Raphael Raffi",34,280,0.0026881466,392,0.0125229138,550,1,1766,1,604
"Ammann, Manuel",2,3992,4.76271855174797E-09,4431,1.68080594460643E-05,4962,1,1766,,
"Ammer, John",6,1986,9.87131083900159E-05,2182,0.0034828964,1446,3,723,,
"Anand, Amber",2,3992,0,4646,0.0004941781,3203,1,1766,,
"Andersen, Torben G.",9,1518,7.41207739426945E-05,2255,0.0037673949,1381,4,532,,
"Anderson, Anne Marie",5,2174,1.31370896720979E-05,2615,0.0013315427,2394,2,1048,,
"Anderson, Christopher W.",21,564,0.0015074396,694,0.0018883047,2009,4,532,1,604
"Anderson, Evan W.",1,5345,0,4646,3.16506592959784E-05,4760,1,1766,,
"Anderson, Gary A.",3,2971,0,4646,5.03624337118122E-06,5272,1,1766,,
"Anderson, Kirsten",3,2971,1.73239975996346E-08,4080,0.0015167464,2262,1,1766,,
"Anderson, Richard G.",3,2971,1.27184429992303E-07,3630,4.41871098202447E-05,4647,1,1766,,
"Anderson, Robert M.",2,3992,0.000001486,3094,0.0004937308,3209,2,1048,,
"Anderson, Ronald W.",5,2174,8.16413291041585E-07,3212,0.0057603447,1048,3,723,,
"Andrade, Sandro C.",22,537,0.001202412,848,0.0100739569,679,,,1,604
"Andreani, Ettore",3,2971,,,,,1,1766,,
"Andres, Christian",3,2971,1.9637983439048E-06,3032,1.57355256521401E-05,4989,1,1766,,
"Andrews, Donald W.K.",3,2971,5.15961176439363E-09,4410,0.0039735258,1323,2,1048,,
"Andrews, Peter",2,3992,8.84504873896052E-09,4274,0.0001947215,3813,1,1766,,
"Andricopoulos, Ari D.",3,2971,,,,,,,1,604
"Andrés, Javier",1,5345,0,4646,0.000007224,5193,1,1766,,
"Andrés, Pablo De",16,834,0.0024763864,427,0.0001838848,3861,,,1,604
"Ang, Andrew",89,18,0.0156983746,27,0.1149022218,9,11,120,5,17
"Ang, James",5,2174,0.0001045424,2171,0.0007341024,2893,2,1048,,
"Angel, James J.",4,2496,1.79830404468513E-07,3551,0.0019007726,2004,2,1048,,
"Angelelli, Enrico",2,3992,,,,,,,1,604
"Angeletos, George Marios",8,1664,3.84952453435923E-05,2424,0.0029678612,1585,4,532,,
"Angelini, Paolo",5,2174,0.0012134437,844,0.000106238,4173,2,1048,,
"Angeloni, Ignazio",1,5345,0,4646,1.18390910629944E-05,5083,1,1766,,
"Angrist, Joshua D.",1,5345,0,4646,0.0003405041,3492,1,1766,,
"Annaert, Jan",4,2496,4.55120766841348E-06,2843,0.0002184923,3759,2,1048,,
"Antecol, Heather",3,2971,2.64860070572207E-08,3960,0.0001116454,4141,1,1766,,
"Antell, Jan",3,2971,0.0001759015,1951,0.0001473272,3971,,,1,604
"Antonelli, Cristiano",1,5345,,,,,1,1766,,
"Antoniou, Antonios",2,3992,,,,,,,1,604
"Antweiler, Werner",5,2174,0.0001287036,2097,0.0016173258,2182,1,1766,,
"Aoki, Kosuke",3,2971,1.19348283799888E-05,2631,2.90246709970002E-05,4804,2,1048,,
"Aoki, Masahiko",1,5345,0,4646,0.0004628528,3253,1,1766,,
"Apilado, Vincent P.",1,5345,,,,,,,1,604
"Arad, Ruth W.",2,3992,1.20577883624416E-08,4202,0.0015220521,2248,1,1766,,
"Aragon, George O.",14,1014,0.0003518649,1624,0.0109113173,626,,,1,604
"Ararat, Melsa",3,2971,3.15460560693807E-08,3887,0.0022963096,1790,1,1766,,
"Arbatskaya, Maria",1,5345,0,4646,0.0004255547,3321,1,1766,,
"Arellano, Manuel",3,2971,1.7884957667107E-07,3558,7.7833667792693E-05,4352,1,1766,,
"Arena, Marco",12,1196,0.0012261885,832,0.0030379724,1566,,,1,604
"Arend, Richard J.",2,3992,0.0003516379,1659,0.00000704,5207,1,1766,,
"Ariga, Kenn",2,3992,2.69197135533581E-09,4585,4.73112668166239E-05,4572,1,1766,,
"Arin, Kerim Peren",2,3992,1.23830682345447E-08,4169,7.85059900490709E-08,5640,1,1766,,
"Ariño, áfrica",3,2971,3.15460560693807E-08,3887,0.0022963096,1790,1,1766,,
"Arlen, Jennifer H.",3,2971,4.75782042350554E-06,2824,0.0003123806,3545,1,1766,,
"Armendáriz, Beatriz",3,2971,1.90721586793653E-06,3048,0.0018504119,2034,1,1766,,
"Armenter, Roc",4,2496,0.0003601477,1596,0.0004567091,3280,1,1766,1,604
"Armour, John H.",3,2971,4.75782042350554E-06,2824,0.0003123806,3545,1,1766,,
"Armstrong, Vaughn S.",2,3992,2.12281169735052E-08,4000,0.0001349529,4034,1,1766,,
"Arnold, Glen C.",2,3992,0,4646,0.0010698315,2591,1,1766,,
"Arnold, Ivo J.M.",3,2971,7.64039521221487E-06,2726,0.0006637693,2971,1,1766,,
"Arnold, Tom",2,3992,6.19153411727236E-09,4370,0.0001095229,4156,1,1766,,
"Arnott, Robert D.",3,2971,0.0002223172,1853,5.48480804194947E-06,5245,1,1766,,
"Arping, Stefan",1,5345,0,4646,0.0003683083,3430,1,1766,,
"Arquette, Gregory C.",2,3992,0,4646,6.8746392670085E-06,5215,,,1,604
"Artis, Michael J.",3,2971,9.28730117590854E-08,3711,2.27363918295133E-06,5431,1,1766,,
"Aruoba, S. Boraǧan",9,1518,0.0010556698,944,0.0040368534,1311,,,1,604
"Arzac, Enrique R.",3,2971,3.63732134037516E-07,3385,0.0031557165,1532,1,1766,,
"Asaftei, Gabriel",0,6080,,,,,,,1,604
"Asdrubali, Pierfederico",2,3992,,,,,,,1,604
"Ashcraft, Adam B.",12,1196,0.000735582,1171,0.0070867226,877,4,532,3,73
"Ashton, John K.",3,2971,0.0001759015,1951,2.09536611000031E-06,5447,,,1,604
"Asness, Clifford S.",1,5345,0,4646,0.0058478256,1000,1,1766,,
"Astic, Fabian",2,3992,2.69197135533581E-09,4585,0.0001408146,4003,1,1766,,
"Atack, Jeremy",1,5345,0,4646,7.46628810736945E-05,4373,1,1766,,
"Atanasov, Vladimir",4,2496,9.3442742863643E-06,2690,0.0010671805,2594,2,1048,,
"Athey, Susan",5,2174,1.07014922406401E-05,2651,0.0032494748,1503,4,532,,
"Atkeson, Andrew G.",2,3992,2.74464542687745E-08,3946,0.0016061573,2189,1,1766,,
"Atoian, Rouben",1,5345,0,4646,3.16506592959784E-05,4760,1,1766,,
"Attanasio, Orazio P.",2,3992,1.98129091752716E-06,3030,0.000376629,3409,2,1048,,
"Attari, Mukarram",3,2971,0,4646,0.0011260442,2542,,,1,604
"Attig, Najah",18,699,0.0029100614,346,0.0060562172,978,1,1766,1,604
"Auerbach, Alan J.",4,2496,1.51687872981042E-05,2591,0.002175298,1874,3,723,,
"Aunon-Nerin, Daniel",26,427,0.0023201084,465,0.0081326843,789,,,1,604
"Aussenegg, Wolfgang",3,2971,2.40585325699726E-07,3494,0.0001446418,3988,1,1766,,
"Ausubel, Lawrence M.",3,2971,2.6086313131601E-07,3472,0.0010999436,2561,1,1766,,
"Avellaneda, Marco M.",7,1829,0.0001526829,2029,0.0001609595,3925,3,723,,
"Avery, Robert B.",2,3992,2.69576570823434E-07,3464,0.0017736283,2068,1,1766,,
"Avouyi-Dovi, Sanvi",9,1518,0.0009055681,1047,3.29488995964343E-05,4751,,,1,604
"Avramov, Doron",28,375,0.0021177063,517,0.0343535478,169,3,723,5,17
"Axelson, Ulf",18,699,0.0004294978,1498,0.0187726009,386,6,314,1,604
"Ayers, Benjamin C.",2,3992,0,4646,0.0015771738,2205,1,1766,,
"Ayotte, Kenneth M.",14,1014,5.62697406884736E-05,2316,0.0108100127,634,7,266,,
"Ayyagari, Meghana",9,1518,5.95574130108395E-05,2305,0.0167632383,433,,,1,604
"Aït-Sahalia, Yacine",19,648,0.0010019251,992,0.008349523,776,8,217,1,604
"Aşçıoğlu, Aslı",10,1403,0.004044217,216,0.0003478472,3484,2,1048,1,604
"Aǧca, Şenay",15,924,0.0012916704,806,0.0023116651,1782,2,1048,1,604
"BANZ, ROLF W.",2,3992,2.9483495796535E-09,4577,0.0002547379,3657,1,1766,,
BECKY BRUNSON,2,3992,0,4646,0.0011101041,2554,1,1766,,
BEN DE PRISCO,2,3992,4.76271855174797E-09,4431,2.49619252527225E-05,4862,1,1766,,
BENT KROMAND,3,2971,3.15460560693807E-08,3887,0.0022963096,1790,1,1766,,
BERNARD MADOFF,1,5345,0,4646,0.0058478256,1000,1,1766,,
"BHATTACHARYA, SUDIPTO",9,1518,7.56109138873478E-05,2250,0.0026821344,1678,5,421,,
BILAL ERTUK,2,3992,5.62866737933851E-09,4399,8.24798275561106E-05,4325,1,1766,,
BILL AHEARN,3,2971,4.29779437980605E-06,2850,0.0002122135,3768,1,1766,,
BILL RICHENSTEIN,1,5345,0,4646,1.16846941344182E-06,5527,1,1766,,
BOB DEERE,1,5345,0,4646,0.0058478256,1000,1,1766,,
BOB ELSASSER,2,3992,0.000000063,3775,0.0001913498,3835,1,1766,,
"BORCHERDING, THOMAS E.",3,2971,2.64860070572207E-08,3960,0.0001116454,4141,1,1766,,
BORIS HOFFMAN,3,2971,3.226209443152E-06,2922,1.06178455966026E-05,5112,1,1766,,
BPS MURTHI,2,3992,0,4646,0.0004941781,3203,1,1766,,
BRAD ASNESS,1,5345,0,4646,0.0058478256,1000,1,1766,,
BRAD EFFRON,3,2971,1.06739117704813E-05,2652,0.0010854472,2575,1,1766,,
BRAD MCPHAIL,4,2496,4.6037096919315E-05,2374,0.0020867198,1908,1,1766,,
BRIAN HEALY,3,2971,0,4646,0.0023060606,1786,2,1048,,
BRUCE FOERSTER,4,2496,3.56722623542911E-06,2890,0.0018725747,2023,2,1048,,
BRUNO DUPIRE,4,2496,6.85748485516775E-06,2746,0.0034877799,1443,4,532,,
BRUNO HUSSON,3,2971,2.6086313131601E-07,3472,0.0010999436,2561,1,1766,,
BRYAN LINCOLN,2,3992,3.55544156128216E-08,3869,0.0015456102,2221,1,1766,,
BRYAN TAYLOR,3,2971,2.75179294100994E-08,3939,2.5264726535423E-06,5415,1,1766,,
"Bacchetta, Philippe",8,1664,0.0006720068,1260,0.00517537,1129,1,1766,1,604
"Bacidore, Jeffrey M.",3,2971,0,4646,0.001384479,2356,2,1048,,
"Back, Kerry",28,375,0.0014468794,720,0.014469921,493,14,74,1,604
"Backman, Michael",2,3992,9.46317934464956E-09,4265,0.0005940355,3057,1,1766,,
"Backus, David K.",10,1403,0.0006907386,1249,0.006245768,962,4,532,,
"Backé, Peter",1,5345,,,,,,,1,604
"Bacmann, Jean François",3,2971,0.0002056811,1877,0.000003553,5337,1,1766,,
"Bae, Gil",4,2496,1.58538251796415E-05,2573,0.0007471935,2881,,,1,604
"Bae, Youngsoo",2,3992,0,4646,1.58524684064075E-05,4986,,,1,604
"Baele, Lieven",10,1403,0.0008860753,1059,0.0011371434,2520,2,1048,1,604
"Bagella, Michele",9,1518,8.94929293707146E-05,2203,0.0005819333,3092,,,1,604
"Bailey, Warren",30,341,0.002335678,459,0.0221305491,306,9,179,1,604
"Bailliu, Jeannine",3,2971,2.8377864704165E-07,3453,0.0003359791,3497,2,1048,,
"Baird, Douglas G.",6,1986,0.000007864,2721,0.0050086264,1152,2,1048,,
"Bajari, Patrick",5,2174,0.0024535246,440,0.0006334009,2999,3,723,,
"Bajo-Rubio, Oscar",1,5345,0,4646,0.000007224,5193,1,1766,,
"Baker, George P.",3,2971,1.8762224597795E-09,4637,0.0021397448,1888,2,1048,,
"Baker, Malcolm P.",72,37,0.0103834289,55,0.1077934526,12,16,52,3,73
"Bakke, Tor Erik",2,3992,0,4646,0.0004811387,3222,1,1766,,
"Baks, Klaas P.",3,2971,1.23744392939331E-06,3125,0.0010819269,2584,1,1766,,
"Bakshi, Gurdip S.",64,57,0.0109349583,52,0.0266670973,244,9,179,2,206
"Balachandran, Bala V.",2,3992,1.10632938569156E-07,3667,0.0002675867,3621,1,1766,,
"Balachandran, Balasingham",13,1099,0.0003838203,1555,0.0001217526,4097,1,1766,1,604
"Balakrishnan, Ramji",3,2971,4.29779437980605E-06,2850,0.0002122135,3768,1,1766,,
"Balduzzi, Pierluigi",8,1664,1.77662721293375E-05,2565,0.0047601026,1186,4,532,,
"Baldwin, Carliss Y.",5,2174,5.42809045939429E-07,3290,0.0033752099,1467,3,723,,
"Balfoussia, Hiona",3,2971,0.000000031,3908,2.36255826635671E-06,5427,,,1,604
"Bali, Turan G.",65,53,0.0050483312,162,0.0464052244,102,1,1766,7,7
"Baliga, Sandeep",2,3992,1.10632938569156E-07,3667,0.0002675867,3621,1,1766,,
"Ball, Clifford A.",12,1196,0.0004962284,1416,0.0061455553,969,4,532,,
"Ball, Laurence M.",4,2496,3.68621910761108E-05,2440,1.70121655885002E-06,5471,2,1048,,
"Ball, Ray",8,1664,2.07261668317092E-05,2542,0.0069657748,883,4,532,,
"Ballestra, Luca Vincenzo",2,3992,,,,,,,1,604
"Balvers, Ronald J.",8,1664,0.0005879599,1324,0.0003528461,3460,1,1766,1,604
"Balyeat, R. Brian",4,2496,9.98067874759087E-07,3157,0.0002730744,3611,2,1048,,
"Bamberg, Günter",3,2971,,,,,1,1766,,
"Bandi, Federico M.",9,1518,0.000377664,1564,0.0018254274,2042,3,723,1,604
"Banerjee, Abhijit V.",6,1986,4.06564132439096E-06,2862,0.0019627326,1986,4,532,,
"Banerjee, Anindya",3,2971,9.28730117590854E-08,3711,2.27363918295133E-06,5431,1,1766,,
"Banerjee, Prithviraj S.",11,1293,0.0021775899,498,0.0025163653,1725,,,1,604
"Banerjee, Shantanu",5,2174,2.8154756785543E-06,2953,0.0049608738,1162,,,1,604
"Banerjee, Suman",11,1293,0.0001994139,1890,0.0042125584,1282,3,723,1,604
"Banerji, Sanjay",16,834,0.0004125699,1515,0.0054797289,1087,,,1,604
"Bankman, Joseph",2,3992,6.92673154450647E-08,3767,0.0013412098,2384,1,1766,,
"Bansal, Naresh",3,2971,,,,,1,1766,,
"Bansal, Ravi",17,761,0.0001574293,2021,0.0199471225,354,9,179,,
"Bao, Jack",3,2971,1.11486258976344E-07,3661,0.00059623,3052,1,1766,,
"Baptista, Alexandre M.",8,1664,0.000016139,2571,0.0043152668,1258,3,723,3,73
"Bar-Isaac, Heski",5,2174,1.132518561742E-05,2646,0.0011355143,2522,3,723,,
"Bar-Yosef, Sasson",10,1403,0.0001527504,2027,0.0011059007,2558,,,1,604
"Barandiarán, Edgardo",2,3992,0.00000049,3331,0.0005916207,3063,1,1766,,
"Barber, Brad M.",37,239,0.001361445,775,0.0330431433,183,10,144,2,206
"Barberis, Nicholas C.",40,197,0.0016363688,653,0.0479872893,97,21,22,,
