node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
"Agbetsiafa, Douglas K.",2,3039,0.0001040799,1862,5.29542464194366E-06,4476,1,1438,,
"Agell, Jonas",3,2359,4.33756642223902E-08,3207,9.47431299797742E-08,4783,1,1438,,
"Aggarwal, Rajesh K.",20,443,0.001215208,850,0.0271837117,190,10,107,,
"Aggarwal, Reena",12,902,0.0004839661,1314,0.0097753867,565,5,322,1,444
"Aghion, Philippe",5,1782,0.0011032106,899,0.0009488495,2112,3,589,,
"Agnew, Julie Richardson",2,3039,1.36975781754916E-08,3433,0.0009175751,2137,1,1438,,
"Agrawal, Anup",5,1782,1.59598123285038E-05,2147,0.0004164639,2708,2,870,,
"Agrawal, Deepak",3,2359,0,3826,0.002498453,1467,,,1,444
"Aguiar, Mark",7,1450,0.0001348045,1803,0.0026061103,1427,4,424,,
"Ahmed, Anwer S.",1,4299,0,3826,0.0003206201,2879,1,1438,,
"Ahn, Dong Hyun",2,3039,1.9278072987729E-08,3355,0.0005761082,2449,1,1438,,
"Ahn, HeeJoon",3,2359,0,3826,6.8604019229905E-06,4432,,,1,444
"Ahn, Seoungpil",11,987,0.0004308185,1374,0.0061656696,814,2,870,2,138
"Aisen, Ari",3,2359,0.0002082032,1676,0.00000067,4705,,,1,444
"Aitken, Michael J.",3,2359,0.0007582364,1115,5.93619786361742E-06,4465,1,1438,,
"Aivazian, Varouj A.",2,3039,0,3826,1.36714946792134E-06,4635,,,1,444
"Aizenman, Joshua",4,2021,0.0016357451,677,0.0001346664,3425,2,870,,
"Akdoĝu, Evrim",3,2359,7.83490660914453E-07,2664,0.0062196808,806,1,1438,,
"Akhigbe, Aigbe O.",1,4299,,,,,,,1,444
"Al-muharrami, Saeed M.",2,3039,,,,,,,1,444
"Alawode, Abayomi A.",3,2359,3.76626658050722E-05,2018,0.0016008381,1772,1,1438,,
"Albanese, Claudio",12,902,0.0009362672,984,0.0008094108,2213,1,1438,1,444
"Albuquerque, Rui",7,1450,0.000007967,2268,0.0086715448,620,6,251,,
"Alderson, Michael J.",6,1600,2.24197692905043E-05,2101,0.0016835005,1744,1,1438,1,444
"Alencar, Leonardo S.",2,3039,1.46161475276161E-05,2157,3.11585258901002E-05,4032,1,1438,,
"Alesina, Alberto F.",2,3039,0,3826,0.0031729045,1232,2,870,,
"Alessie, Rob J.M.",2,3039,8.67513284447803E-09,3535,1.12184954141373E-05,4351,1,1438,,
"Alexander, Carol O.",9,1188,0.0024976849,434,0.0001534424,3359,1,1438,1,444
"Alexander, Gordon J.",6,1600,0.0001617123,1757,0.0012216449,1945,2,870,1,444
"Alexander, S.",2,3039,,,,,,,1,444
"Alford, Andrew W.",5,1782,0.000146019,1777,0.0054727679,873,3,589,,
"Ali, Ashiq",2,3039,5.10301932028119E-09,3740,8.20748189119166E-05,3648,1,1438,,
"Allayannis, George",17,576,0.0021182074,515,0.0056236755,859,2,870,1,444
"Allen, Franklin",43,96,0.008195629,90,0.0139297351,406,11,86,3,44
"Allen, Jeffrey W.",1,4299,0,3826,0.0003327566,2848,1,1438,,
"Allen, Linda",10,1094,0.0002384482,1613,0.0022055912,1548,2,870,2,138
"Allen, William A.",3,2359,2.36594532122128E-08,3316,8.71518300897554E-06,4391,1,1438,,
"Allen, William T.",4,2021,3.1801140152687E-06,2407,0.0044060863,1003,2,870,,
"Almazan, Andres",28,232,0.0052280993,167,0.0131850583,435,10,107,1,444
"Almeida, Heitor V.",57,43,0.006137162,127,0.0971353285,19,3,589,5,10
"Alphonse, Pascal",2,3039,6.67317911113695E-09,3614,9.33415383293835E-05,3583,1,1438,,
"Alston, Lee J.",2,3039,5.35613954554306E-07,2756,3.13268698107677E-05,4019,1,1438,,
"Alti, Aydoǧan",21,407,0.0012520018,830,0.0412756504,118,2,870,2,138
"Altig, David E.",1,4299,0,3826,0.0004989024,2572,1,1438,,
"Altman, Edward I.",17,576,0.0032881799,319,0.0076051385,678,5,322,1,444
"Alvarez, Fernando E.",4,2021,3.5034611620029E-07,2845,0.0057467672,846,2,870,,
"Amador, Manuel",3,2359,2.02826501512783E-05,2118,0.0013112457,1902,2,870,,
"Amato, Jeffery D.",3,2359,4.03761151279804E-05,2009,6.9466077637148E-05,3733,,,1,444
"Ambrose, Brent William",22,364,0.0018951842,578,0.0011811998,1960,,,2,138
"Amel, Dean F.",13,823,0.0017531422,630,0.000668212,2350,3,589,1,444
"Amenc, Noël",4,2021,6.76308192275397E-06,2286,0.0002282346,3132,1,1438,,
"Ameriks, John",3,2359,1.93945808431258E-05,2121,0.0003257528,2857,1,1438,,
"Amihud, Yakov",44,87,0.0092620932,65,0.039107186,128,19,25,2,138
"Amilon, Henrik",2,3039,8.67513284447803E-09,3535,6.59237256258911E-06,4443,1,1438,,
"Amir, Eli",3,2359,1.44585547407967E-08,3403,0.000122789,3480,1,1438,,
"Amit, Raphael Raffi",31,190,0.0042365922,216,0.0146337895,386,,,1,444
"Ammann, Manuel",2,3039,6.67317911113695E-09,3614,2.4396228086854E-05,4145,1,1438,,
"Ammer, John",1,4299,0,3826,0.0004295177,2695,1,1438,,
"Amoako-Adu, Ben",1,4299,0,3826,0.0007069267,2307,1,1438,,
"Amromin, Gene",3,2359,3.16741838653793E-06,2408,0.0005391851,2495,1,1438,,
"Anand, Amber",2,3039,1.08439160555975E-08,3450,0.0003795683,2737,1,1438,,
"Anari, Ali",22,364,0.0016073906,681,0.0007555836,2262,,,1,444
"Andersen, Leif B.G.",1,4299,0,3826,4.55732890074199E-06,4520,1,1438,,
"Andersen, Torben G.",9,1188,0.0014438497,741,0.0058089636,841,5,322,,
"Andersen, Torben M.",1,4299,,,,,,,1,444
"Anderson, Anne Marie",3,2359,3.54340712562695E-06,2401,0.0002041237,3220,1,1438,,
"Anderson, Axel",2,3039,0.00000001,3489,0.000164272,3332,1,1438,,
"Anderson, Christopher W.",26,278,0.0055864965,149,0.0030002982,1288,3,589,2,138
"Anderson, Elizabeth Scott",2,3039,8.67513284447803E-09,3535,2.33453438175653E-07,4742,1,1438,,
"Anderson, Evan W.",6,1600,0.0012762959,808,0.0017598164,1711,1,1438,1,444
"Anderson, Heather M.",4,2021,0.0001989814,1698,6.88689019442865E-06,4429,1,1438,,
"Anderson, Kirsten",3,2359,7.10239982853315E-07,2684,0.0005954709,2419,1,1438,,
"Anderson, Richard G.",1,4299,0,3826,0.0008333237,2193,1,1438,,
"Anderson, Robert M.",1,4299,0,3826,9.38382259629047E-05,3578,1,1438,,
"Andersson, Magnus",10,1094,0.0017595535,626,0.0001343471,3427,,,1,444
"Andrade, Gregor",6,1600,5.50408571352619E-06,2320,0.0015313222,1793,2,870,,
"Andreani, Ettore",3,2359,,,,,1,1438,,
"Andreasen, Jesper",2,3039,3.22199840755993E-07,2861,0.000246629,3067,1,1438,,
"Andrews, Peter",6,1600,3.66917901832513E-05,2022,0.0002304168,3121,3,589,,
"Andrés, Javier",4,2021,4.06821508996166E-06,2360,7.94996588880754E-05,3665,,,1,444
"Ang, Andrew",71,23,0.0090222365,71,0.0837878038,29,11,86,4,19
"Angel, James J.",10,1094,0.0001563584,1762,0.0011427419,1977,2,870,1,444
"Angelini, Paolo",2,3039,0,3826,0.0036579292,1122,1,1438,,
"Anglin, Paul M.",3,2359,3.71791407620487E-08,3231,9.41191079737817E-07,4682,1,1438,,
"Angrist, Joshua D.",1,4299,0,3826,0.0002867929,2972,1,1438,,
"Annaert, Jan",2,3039,,,,,,,1,444
"Ansari, Asim",1,4299,0,3826,0.0013632531,1857,1,1438,,
"Antoniou, Antonios",1,4299,,,,,1,1438,,
"Antweiler, Werner",8,1324,0.0006120504,1207,0.0027031773,1381,,,1,444
"Aoki, Kosuke",21,407,0.0049021207,183,0.0005157154,2529,2,870,1,444
"Apel, Mikael",8,1324,0.0005546022,1256,1.93057244454172E-06,4593,,,1,444
"Apilado, Vincent P.",1,4299,,,,,,,1,444
"Aragó, Vicent",3,2359,,,,,1,1438,,
"Arellano, Manuel",3,2359,2.24871065526282E-06,2448,0.000213687,3181,1,1438,,
"Arikan, Asli M.",3,2359,7.83490660914453E-07,2664,0.0062196808,806,1,1438,,
"Arlen, Jennifer H.",2,3039,1.10579256158482E-07,3064,0.0003786243,2743,1,1438,,
"Armstrong, Vaughn S.",2,3039,2.17469807442256E-07,2920,0.0001569303,3350,1,1438,,
"Arnold, Tom",7,1450,0.0002202515,1632,0.0005657359,2459,3,589,,
"Arnott, Richard J.",7,1450,0.0037432729,266,0.0007094566,2304,3,589,,
"Arora, Navneet",1,4299,0,3826,0.0018245602,1690,1,1438,,
"Arping, Stefan",20,443,0.0041760066,222,0.0018336699,1688,,,1,444
"Arslanalp, Serkan",12,902,0.0001274383,1822,0.0040556818,1055,,,1,444
"Artis, Michael J.",3,2359,1.22947764140105E-06,2556,0.000006019,4458,1,1438,,
"Aruǧaslan, Onur",8,1324,5.11011409111963E-05,1975,0.0002322391,3114,,,1,444
"Arzac, Enrique R.",3,2359,1.16422121729438E-07,3057,0.0030105248,1283,1,1438,,
"Ashcraft, Adam B.",13,823,0.0009999181,951,0.0058362948,838,4,424,1,444
"Ashenfelter, Orley C.",2,3039,2.47860938413658E-08,3306,0.0005944105,2422,1,1438,,
"Asness, Clifford S.",5,1782,1.30683258516153E-05,2183,0.0048775795,938,2,870,,
"Asparouhova, Elena",3,2359,2.92865244749885E-07,2882,0.0001911599,3259,1,1438,,
"Asquith, Daniel",4,2021,1.58895929108185E-07,2994,0.00232995,1507,1,1438,,
"Assarsson, Bengt",3,2359,4.33756642223902E-08,3207,9.47431299797742E-08,4783,1,1438,,
"Assoé, Kodjovi",5,1782,0.0006839551,1154,0.0001601855,3343,2,870,,
"Aste, Tomaso",3,2359,0,3826,1.12447802936648E-06,4673,,,1,444
"Atanasov, Vladimir",20,443,0.0026238015,410,0.0034625784,1168,2,870,1,444
"Atanasova, Christina V.",2,3039,,,,,,,1,444
"Athanassakos, George",5,1782,0.0004771724,1318,4.70410911957024E-05,3885,,,1,444
"Atiase, Rowland K.",2,3039,1.44585547407967E-08,3403,2.89159048134434E-06,4571,1,1438,,
"Atkeson, Andrew G.",2,3039,4.81951824693224E-09,3766,0.0007182018,2296,1,1438,,
"Atoian, Rouben",1,4299,0,3826,2.83245106811275E-05,4062,1,1438,,
"Attanasio, Orazio P.",4,2021,4.56525796908918E-05,1991,0.0021616952,1565,2,870,,
"Attari, Mukarram",8,1324,0.0001489,1769,0.0025555923,1440,1,1438,2,138
"Attig, Najah",16,637,0.0014792852,716,0.0048000775,947,,,1,444
"Au, Andrea S.",10,1094,0.0001913622,1712,0.0049194746,924,,,1,444
"Audrino, Francesco",1,4299,0,3826,1.82428466105346E-05,4230,,,1,444
"Auerbach, Alan J.",5,1782,3.23782627989851E-05,2038,0.002210931,1547,3,589,,
"Auernheimer, Leonardo",1,4299,0,3826,2.3787697070691E-07,4733,1,1438,,
"Ausubel, Lawrence M.",2,3039,6.19652346034145E-09,3673,0.000147922,3366,1,1438,,
"Avellaneda, Marco M.",7,1450,0.0001713977,1740,0.0005813301,2444,3,589,,
"Avery, Robert B.",11,987,0.0024396667,456,0.0116631876,494,5,322,1,444
"Avramov, Doron",38,121,0.0040201882,238,0.0593310487,66,3,589,5,10
"Axelson, Ulf",13,823,4.68592897780902E-05,1988,0.017536708,312,7,194,,
"Ayadi, Mohamed A.",7,1450,0.0004646522,1332,0.0004852677,2597,,,1,444
"Ayers, Benjamin C.",2,3039,2.63107377808382E-08,3289,0.0022020303,1551,1,1438,,
"Ayotte, Kenneth M.",4,2021,2.24452254593517E-06,2451,0.0046784497,958,2,870,,
"Ayuso, Juan",9,1188,0.000830274,1080,0.0005019914,2567,,,1,444
"Azoulay, Pierre",1,4299,0,3826,0.000151337,3363,1,1438,,
"Aït-Sahalia, Yacine",16,637,0.002642649,403,0.0056564681,857,3,589,3,44
B CHAN,1,4299,0,3826,6.40362481816705E-05,3774,1,1438,,
B HOUVARDAS,1,4299,0,3826,5.68744785271478E-06,4469,1,1438,,
BARRY JOHNSTON,2,3039,1.30477503085129E-07,3031,0.0001381249,3396,1,1438,,
BASIL PETROU,2,3039,2.10681797651609E-07,2930,4.4892101408491E-05,3907,1,1438,,
BEN ROSS,2,3039,0,3826,0.002871818,1331,1,1438,,
BERT SCHOONBEEK,3,2359,,,,,1,1438,,
"BHATTACHARYA, SUDIPTO",13,823,0.0027667202,383,0.0045899567,978,7,194,,
"BICKSLER, JAMES L.",3,2359,1.13482644650853E-06,2581,0.0003009098,2935,1,1438,,
BILL HOOD,2,3039,7.22927737039836E-09,3601,3.3326789941072E-05,3989,1,1438,,
BIRGIT UHLENBROCK,1,4299,0,3826,2.04898943464474E-05,4206,1,1438,,
BJOERN CHRISTENSEN,2,3039,3.59581126846312E-06,2398,3.12515001068727E-05,4029,1,1438,,
BONNIE CLARK MOSKOWITZ,2,3039,6.87876695243965E-08,3132,0.0045981672,976,1,1438,,
BPS MURTHI,2,3039,1.08439160555975E-08,3450,0.0003795683,2737,1,1438,,
BRIAN SLINGERLAND,2,3039,8.67513284447803E-09,3535,0.0004181378,2704,1,1438,,
BRITT TUNICK,2,3039,3.09826173017072E-09,3817,0.0011399889,1981,1,1438,,
BRYAN LINCOLN,2,3039,0.000000025,3300,0.0011290087,1988,1,1438,,
BRYAN TAYLOR,3,2359,4.575329322421E-07,2792,5.11161553016332E-06,4480,1,1438,,
"Bacchetta, Philippe",4,2021,0.0001729456,1738,0.0007946195,2231,2,870,,
"Bacidore, Jeffrey M.",9,1188,0.0006094083,1213,0.0028400228,1336,2,870,1,444
"Back, Kerry",16,637,0.0003211492,1542,0.0048293377,943,10,107,,
"Backman, Michael",2,3039,5.10301932028119E-09,3740,0.0002832642,2981,1,1438,,
"Backus, David K.",4,2021,0,3826,0.0112087272,510,2,870,,
"Bae, Youngsoo",2,3039,0,3826,5.45881790971174E-05,3837,,,1,444
"Baek, Jaeseung",11,987,0.0003601367,1506,0.0033685738,1187,,,1,444
"Baer, Herbert L.",2,3039,9.62244984015751E-08,3091,0.0003785637,2749,1,1438,,
"Bagella, Michele",9,1188,0.0002346232,1619,0.0004390294,2683,,,1,444
"Baglioni, Angelo",1,4299,0,3826,0.0003047956,2919,1,1438,,
"Bai, Jushan",3,2359,2.48846029165987E-05,2083,0.0025869617,1435,2,870,,
"Bailey, Warren",35,153,0.003865013,249,0.0338533862,154,11,86,1,444
"Baird, Douglas G.",9,1188,2.87296670972233E-05,2062,0.0110392472,522,4,424,,
"Baker, George P.",6,1600,2.22602917314399E-05,2103,0.001952669,1649,4,424,,
"Baker, Malcolm P.",73,19,0.0029155066,363,0.161920323,4,10,107,4,19
"Baks, Klaas P.",2,3039,4.46900782897353E-08,3205,0.0015735716,1778,1,1438,,
"Bakshi, Gurdip S.",24,326,0.0039364961,241,0.0133586832,428,4,424,1,444
"Balakrishnan, Narayanaswamy",1,4299,,,,,,,1,444
"Balduzzi, Pierluigi",12,902,0.0004538712,1345,0.0064859085,774,5,322,,
"Baldwin, Carliss Y.",4,2021,1.98870281223305E-06,2476,0.0032750881,1214,2,870,,
"Bali, Turan G.",31,190,0.0042556034,214,0.0045834731,979,,,2,138
"Baliga, Sandeep",23,349,0.0034195569,293,0.0013839492,1850,,,1,444
"Ball, Clifford A.",10,1094,0.0003950105,1474,0.002258531,1529,4,424,,
"Ball, Laurence M.",4,2021,0.0020522467,542,4.16243254570127E-05,3931,2,870,,
"Ball, Ray",3,2359,2.13538427706811E-05,2110,0.0024964561,1470,2,870,,
"Balyeat, R. Brian",1,4299,,,,,1,1438,,
"Bamber, Linda Smith",2,3039,1.44585547407967E-08,3403,2.89159048134434E-06,4571,1,1438,,
"Banasik, John",1,4299,,,,,,,1,444
"Bandi, Federico M.",7,1450,0.0008763221,1009,0.0015734998,1780,3,589,1,444
"Banerjee, Abhijit V.",9,1188,0.007192863,105,0.0069840751,717,3,589,,
"Banerjee, Anindya",3,2359,1.22947764140105E-06,2556,0.000006019,4458,1,1438,,
"Banerjee, Priyodorshi",2,3039,0.0004164931,1433,0.0001014067,3560,,,1,444
"Banerjee, Suman",7,1450,3.81455487231991E-05,2017,0.0018169122,1695,2,870,1,444
"Banerji, Sanjay",6,1600,0.0001480176,1771,0.0020796184,1600,,,1,444
"Bange, Mary M.",12,902,0.0002926471,1568,0.0043345838,1012,1,1438,1,444
"Bankman, Joseph",2,3039,5.75045247755977E-08,3161,0.0021083355,1588,1,1438,,
"Bansal, Ravi",29,218,0.0008472294,1025,0.030151009,168,6,251,2,138
"Baptista, Alexandre M.",7,1450,8.82452976815925E-05,1897,0.0025093619,1458,3,589,1,444
"Barajas, Adolfo",2,3039,0,3826,0.000480298,2602,1,1438,,
"Barandiarán, Edgardo",2,3039,9.92792810362349E-07,2631,0.00046589,2629,1,1438,,
"Barber, Brad M.",13,823,0.000212651,1650,0.0092648916,591,6,251,,
"Barberis, Nicholas C.",46,78,0.0040724189,233,0.0724481031,40,17,33,1,444
"Barclay, Michael J.",17,576,9.29692361061052E-05,1888,0.0149079462,379,12,70,1,444
"Bardenhewer, Martin M.",1,4299,0,3826,7.64740554888119E-05,3681,1,1438,,
"Bareket, Moshe",1,4299,0,3826,0.0018245602,1690,1,1438,,
"Barigozzi, Francesca",2,3039,,,,,1,1438,,
"Barkoulas, John T.",1,4299,0,3826,1.39440774449068E-05,4301,,,1,444
"Barkume, Anthony J.",2,3039,4.46721314822773E-07,2803,0.0004674362,2624,1,1438,,
"Barlevy, Gadi",3,2359,0.0002156629,1646,9.17064279737628E-06,4389,1,1438,,
"Barnes, Colleen",7,1450,1.41064723221311E-05,2170,0.0003337948,2847,,,1,444
"Barnes, Michelle L.",14,756,0.000576713,1232,0.0019587972,1648,,,1,444
"Barnett, William A.",2,3039,0.0001328567,1805,1.95618683780824E-06,4592,1,1438,,
"Barone-Adesi, Giovanni",9,1188,0.0016840852,645,0.0003717469,2759,4,424,2,138
"Barr, David G.",1,4299,,,,,1,1438,,
"Barrett, W. Brian",3,2359,6.83716882430677E-06,2285,0.0005528856,2477,1,1438,,
"Barro, Robert T.",7,1450,0.0010335145,938,0.0109101851,528,4,424,,
"Barron, Orie E.",1,4299,0,3826,0.0009830091,2080,,,1,444
"Barry, Christopher B.",11,987,0.0005470577,1263,0.0013184991,1898,5,322,,
"Barsky, Robert B.",5,1782,0.0003988328,1468,0.000212389,3192,3,589,,
"Barth, James R.",18,532,0.0015587422,697,0.0113309482,505,1,1438,1,444
"Bartholomew, Philip F.",2,3039,7.88648440407094E-09,3582,2.30294717561285E-05,4163,1,1438,,
"Bartolini, Leonardo",1,4299,0,3826,0.0001808533,3278,1,1438,,
"Bartov, Eli L.I.",2,3039,5.78342189631869E-09,3703,0.0001060542,3543,1,1438,,
"Bartram, So¨hnke M.",2,3039,2.89171094815934E-09,3820,0.0006019769,2407,1,1438,,
"Baruch, Shmuel",8,1324,0.0001232662,1834,0.0027551756,1360,4,424,,
"Basak, Suleyman",11,987,5.07534876134933E-05,1976,0.0064227933,777,2,870,2,138
"Bassett, Gilbert W.",3,2359,1.44585547407967E-08,3403,0.000122789,3480,1,1438,,
"Bassett, William F.",2,3039,0,3826,0.0036579292,1122,1,1438,,
"Basu, Kunal",2,3039,3.73615939528254E-07,2831,0.0004532509,2663,1,1438,,
"Basu, Sudipta",3,2359,5.51518626538083E-08,3177,0.0004479502,2666,1,1438,,
"Basu, Susanto",5,1782,0.0003988328,1468,0.000212389,3192,3,589,,
"Bates, David S.",20,443,0.0010466526,927,0.0079440206,660,4,424,1,444
"Bates, Thomas W.",22,364,0.0009570658,974,0.0067806301,748,1,1438,2,138
"Batini, Nicoletta",2,3039,5.88824641818946E-07,2727,3.73957481378764E-06,4548,1,1438,,
"Battaglini, Marco",2,3039,0.000000022,3323,0.0005022278,2557,1,1438,,
"Battalio, Raymond C.",2,3039,5.11790312663201E-08,3188,0.000228633,3127,1,1438,,
"Battalio, Robert H.",37,132,0.0052883041,164,0.0139748222,405,9,122,3,44
"Bauer, Gregory H.",4,2021,3.15625444396947E-07,2870,0.0063226532,792,3,589,,
"Bauer, Keldon J.",4,2021,1.778402233118E-06,2503,0.0001514722,3362,,,1,444
"Bauer, Larry L.",4,2021,0.000001131,2593,0.00036531,2769,1,1438,,
"Bauer, Paul W.",5,1782,1.07778198053539E-05,2224,0.0001542632,3355,,,1,444
"Bauer, Rob M.M.J.",11,987,0.0002081514,1679,0.0005266946,2519,,,1,444
"Bauer, Wolfgang",4,2021,0.000202523,1690,0.00639364,781,,,1,444
"Baum, Christopher F.",7,1450,0.0021276279,513,0.0002837939,2980,3,589,1,444
"Baumann, Renato",2,3039,1.46161475276161E-05,2157,3.11585258901002E-05,4032,1,1438,,
"Baumann, Ursel",8,1324,0.0010967809,904,0.0003171698,2894,,,1,444
"Baxter, B. J.C.",2,3039,7.53114149656976E-06,2279,5.83418525440767E-05,3806,1,1438,,
"Bayoumi, Tamim A.",1,4299,0,3826,3.28758053889001E-05,3993,1,1438,,
"Bean, Charles R.",3,2359,1.03915032137081E-07,3079,0.000024634,4136,1,1438,,
"Beatty, Anne L.",5,1782,3.58055101899774E-05,2025,0.0034707609,1166,,,1,444
"Beatty, Randolph P.",6,1600,5.30687336728672E-07,2768,0.0092380316,594,2,870,,
"Beaulieu, Nancy D.",1,4299,0,3826,0.0002173381,3171,1,1438,,
"Beaver, William H.",6,1600,0.0003038391,1556,0.0009312726,2127,2,870,,
"Bebchuk, Lucian A.",26,278,0.0027276975,388,0.0117306712,491,7,194,1,444
"Beber, Alessandro",2,3039,9.53594519446486E-08,3093,0.0018505565,1685,1,1438,,
"Beccalli, Elena",5,1782,0.0012492191,838,0.0002642652,3020,,,1,444
"Becchetti, Leonardo",9,1188,0.0002346232,1619,0.0004390294,2682,,,1,444
"Becher, David A.",11,987,0.0003405152,1517,0.0026721979,1389,2,870,1,444
"Becht, Marco",5,1782,0.000020223,2120,0.0002617746,3024,2,870,,
"Beck, Thorsten",48,69,0.0088350785,73,0.0545486128,78,8,148,8,2
