node,x,y
AARON LEBOVITZ,131.96,157.86
ABHAY SHAH,46.886,217.68
ADAM NUNES,235.0,41.756
"AJINKYA, BIPIN B.",-123.63,-149.97
AKIHIRO KANAYA,-259.57,20.578
AKIRA ARIYOSHI,-260.24,-54.89
ALBERT HERMALIN,294.23,238.1
ALEX URBINA,-171.23,-54.142
ALEXANDRE AGANINE,-32.513,226.41
ALFONSO GUERRA,34.743,-378.37
ALI MUTLU,438.17,-13.787
ALLAN CAMPBELL,86.165,-155.6
ALLAN EVERHART,297.18,121.09
AMAR MOITON,43.785,693.83
AMY CHAN,230.13,-146.67
ANDRAS LOEFFLER,262.19,-167.88
ANDREAS GINTSCHEL,172.63,-181.15
ANDREI DRAGANESCU,435.5,211.09
ANDREI KHINCHUK,140.37,-189.29
ANDY LUTZ,9.0365,89.287
ANDY STURM,-110.47,-256.47
ANDY WONG,-64.277,101.32
ANITA KELLY,164.4,146.12
ANJI REDISH,-324.64,187.13
ANNE FROBERG,-181.93,98.52
ANU ARRO,-171.09,36.744
ARCHISMAN CHAKRABORTY,140.53,193.17
ART GOLDSMITH,-215.47,22.921
ART SNOW,209.29,294.39
ASHOK VOHRA,320.81,-35.231
ASHRAF GHANI,-54.562,370.57
AV SEKHAR,-175.58,-27.357
"Abadie, Alberto",313.02,-116.4
"Abarbanell, Jeffery S.",244.18,48.428
"Abel, Andrew B.",119.24,-166.09
"Aboody, David",205.58,-87.009
"Abreu, Dilip",75.968,-117.46
"Abrevaya, Jason",-6.5278,-71.497
"Abu-Mostafa, Yaser S.",315.74,-92.539
"Acemoglu, Daron",-36.928,40.254
"Acerbi, Carlo",-190.19,46.425
"Acharya, Viral V.",59.579,-8.2977
"Acito, Franklin",127.12,204.98
"Ackermann, Carl",258.94,-79.182
"Ackert, Lucy F.",179.95,148.24
"Adam, Tim R.",37.535,34.4
"Adams, Renée Birgit",211.37,129.16
"Adams, Robert M.",-256.06,45.483
"Adler, Barry E.",-2.2944,-220.01
"Admati, Anat R.",85.44,-129.98
"Affleck-Graves, John F.",91.918,130.78
"Agarwal, Vikas",293.32,20.829
"Aggarwal, Rajesh K.",80.875,62.71
"Aggarwal, Reena",138.58,46.985
"Aghion, Philippe",6.3776,189.22
"Aglietta, Michel",-71.685,-144.08
"Agrawal, Anup",25.896,50.494
"Agrawal, Deepak",154.05,169.38
"Aguerrevere, Felipe L.",150.68,-107.31
"Agénor, Pierre Richard",-248.82,-277.3
