node,x,y
"Abad, Pilar",11.463,280.19
"Abhyankar, Abhay H.",731.6,-2462.3
"Abou-Zied, Khaled",2038.2,904.01
"Acemoglu, Daron",-1252.7,-168.62
"Acharya, Viral V.",-56.539,1401.6
"Adam, Alexandre",2193.9,-180.04
"Adam, Tim R.",-2696.0,1458.0
"Adams, Brian J.",-1419.0,-1861.8
"Adams, John C.",-248.35,-558.58
"Adams, Mike B.",-777.6,1041.4
"Adams, Renée Birgit",-1240.1,-584.67
"Admati, Anat R.",2096.6,-2482.3
"Adrian, Tobias",694.09,-1271.6
"Agarwal, Sumit",2687.4,-111.68
"Agarwal, Vikas",-357.34,-425.29
"Agarwal, Vineet",209.4,2588.3
"Aggarwal, Rajesh K.",-1630.1,-1611.4
"Aggarwal, Reena",34.013,-474.85
"Aghion, Philippe",380.71,492.93
"Aguerrevere, Felipe L.",2812.0,898.0
"Agusman, Agusman",952.84,-1721.9
"Agénor, Pierre Richard",-1349.4,-2322.3
"Ahmed, Shaista",-328.06,2340.0
"Ahn, Dong Hyun",728.77,1056.8
"Ahn, Seoungpil",-1699.9,588.21
"Ahn, SungYoon",2657.6,457.68
"Ai, Hengjie",-2728.0,-1062.0
"Akdeniz, Levent",2234.9,-1380.0
"Akhigbe, Aigbe O.",2281.6,-2562.3
"Akram, Qaisar Farooq",1414.8,481.13
"Aktas, Nihat",1496.1,148.35
"Alavi, Arash",2446.3,-1782.4
"Albertazzi, Ugo",-55.395,2417.7
"Albuquerque, Rui",-975.25,514.26
"Alessandri, Piergiorgio",-1307.3,1417.8
"Alessandrini, Pietro",-1414.7,999.71
"Alexander, Carol O.",-1335.9,-1601.0
"Alexander, Cindy R.",685.22,-942.58
"Alexander, Gordon J.",1065.6,-2222.3
"Ali, Ashiq",-115.15,-730.28
"Aliaga-Díaz, Roger",2568.6,1477.7
"Alizadeh, Amir H.",2176.3,1017.6
"Allayannis, George",2219.7,-960.51
"Almazan, Andres",1363.0,-521.52
"Almeida, Caio",1860.6,-2122.3
"Almeida, Heitor V.",-257.03,31.215
"Alpanda, Sami",-2489.4,-2082.3
"Alsakka, Rasha",565.4,-2531.7
"Altavilla, Carlo",1785.4,2588.3
"Amihud, Yakov",441.88,-1781.8
"Amit, Raphael Raffi",-535.4,-2402.3
"Ammann, Manuel",1402.3,2537.6
"Ammer, John",720.15,1463.4
"Amromin, Gene",2469.4,-2551.7
"An, Yunbi",-2274.7,-2122.4
"Andersen, Torben G.",1905.6,703.93
"Anderson, Bing",909.85,-45.028
"Anderson, Evan W.",-451.21,846.13
"Anderson, Ronald C.",2269.9,-0.039515
"Andrade, Sandro C.",495.99,-428.68
"Andreou, Panayiotis C.",697.94,-1900.0
"Andries, Natalia",1088.4,-2651.7
"Andrikopoulos, Andreas",-643.0,2718.0
"Andrés, Pablo De",1793.4,-2391.7
"Ang, Andrew",764.85,-239.21
