node,x,y
"Abreu, Dilip",1908.6,1343.7
"Acerbi, Carlo",-1827.6,-940.68
"Acharya, Viral V.",193.47,874.11
"Ackert, Lucy F.",-1691.4,-254.32
"Adam, Tim R.",64.0,528.0
"Aggarwal, Rajesh K.",128.95,-707.52
"Aggarwal, Reena",928.5,668.82
"Agrawal, Deepak",-791.75,-1169.7
"Aguerrevere, Felipe L.",-61.0,1939.0
"Ahmed, Parvez",-1277.0,-2005.0
"Ahn, Dong Hyun",246.63,-459.58
"Ahn, HeeJoon",533.94,1729.0
"Aitken, Michael J.",-1357.7,1598.6
"Aizenman, Joshua",-739.6,-1467.7
"Akhigbe, Aigbe O.",1255.1,-158.99
"Alam, Ila M Semenick",-1794.0,-1869.0
"Alexander, Gordon J.",1089.6,1418.9
"Alexandrou, George",1690.3,493.55
"Ali, Ashiq",1390.7,1643.5
"Alizadeh, Sassan",-442.29,292.48
"Allayannis, George",617.08,-172.57
"Allen, Franklin",-495.6,-1688.7
"Almazan, Andres",-1687.4,-1291.3
"Alti, Aydoǧan",-1927.0,460.0
"Altinkiliç, Oya",-1604.4,-67.32
"Altman, Edward I.",764.99,423.37
"Altunbaş, Yener",-100.63,-1130.2
"Alvarez, Fernando E.",-1561.6,-1620.7
"Amable, Bruno",-1345.3,844.49
"Ambrose, Brent William",401.6,-1427.3
"Amihud, Yakov",-1393.3,1065.5
"Ammann, Manuel",-620.27,1558.5
"Amoako-Adu, Ben",759.6,-1546.3
"Andersen, Leif B.G.",1285.6,-1597.3
"Andersen, Torben G.",-488.19,391.24
"Anderson, Dwight C.",1410.8,-892.5
"Anderson, Ronald C.",-836.99,1094.6
"Andreasen, Jesper",1214.4,-1586.7
"Andricopoulos, Ari D.",-449.39,-1171.0
"Ang, Andrew",-86.164,-189.53
"Ang, James",-1031.9,-1110.8
"Angelini, Paolo",1324.4,-15.611
"Angeloni, Ignazio",-263.84,-423.81
"Anshuman, V. Ravi",898.03,-779.47
"Arestis, Philip",221.94,1627.0
"Aruoba, S. Boraǧan",-1311.4,-1716.3
"Atanasova, Christina V.",-187.21,869.23
"Avard, Stephen L.",-1366.1,419.96
"Avramov, Doron",-1901.0,1259.0
"Ayers, Benjamin C.",998.94,-1348.0
"Aït-Sahalia, Yacine",-311.89,239.3
"Bacidore, Jeffrey M.",-1454.4,-288.32
"Backus, David K.",-573.36,855.2
"Badrinath, Swaminathan G.",358.28,-249.74
"Bailey, Warren",-1107.8,632.35
"Baker, Malcolm P.",-905.2,913.34
"Baks, Klaas P.",1149.1,-871.14
"Bakshi, Gurdip S.",-540.5,558.67
"Balachandran, Bala V.",1475.3,528.0
"Balbás, Alejandro",1634.9,113.96
"Bali, Turan G.",-1927.0,-186.0
"Balke, Nathan S.",-1645.6,878.32
"Ball, Clifford A.",978.83,-707.48
"Ball, Laurence M.",1017.6,-1205.4
"Bandi, Federico M.",353.0,52.0
"Bangia, Anil",-322.84,403.77
"Bansal, Ravi",871.4,300.32
"Baranoff, Etti G.",1838.4,1796.3
"Barber, Brad M.",555.86,630.27
"Barberis, Nicholas C.",867.39,-647.52
"Barclay, Michael J.",739.94,-1297.0
"Barnhill, Theodore M.",-946.04,-462.03
"Barrios, Víctor E.",786.6,-1716.3
"Barron, John M.",1888.4,-1399.7
"Barry, Christopher B.",-1391.6,-1450.7
"Bartholdy, Jan",-1115.0,1286.8
"Bartolini, Leonardo",-310.27,-872.51
"Basak, Suleyman",1025.6,-1580.3
"Bass, Richard F.",1247.6,1632.7
"Bates, Thomas W.",32.253,109.2
"Batini, Nicoletta",817.6,1768.7
"Battalio, Robert H.",-741.77,-313.95
"Bayless, Mark E.",-1746.6,300.32
"Bear, Larry Alan",1482.4,-1603.7
"Becchetti, Leonardo",-1639.4,-339.32
"Beck, Thorsten",-274.87,758.22
"Beetsma, Roel M.W.J.",1705.6,272.68
"Bekaert, Geert",-56.988,-112.93
"Belay, Halefom",1682.4,1099.3
"Bell, Leonie",-358.39,1146.2
"Beltratti, Andrea E.",1842.6,-84.32
"Benartzi, Shlomo",328.4,-1756.7
"Bencivenga, Valerie R.",-705.48,25.853
"Benhabib, Jess",-1413.3,-498.51
"Bennett, James A.",592.24,125.9
"Bennett, Paul",1734.9,-243.04
"Benston, George J.",1425.3,970.0
"Benveniste, Lawrence M.",-147.73,1129.1
"Benzoni, Luca",-567.0,390.65
"Bergen, Mark E.",416.33,1530.6
"Berger, Allen N.",755.05,-260.06
"Bergstresser, Daniel",-1003.3,-83.544
"Berk, Jan Marc",1931.6,1581.7
"Berkman, Henk",-1394.3,1660.5
"Berkowitz, Jeremy",-1567.4,1122.7
"Berlin, Mitchell",857.97,-165.59
"Bernardo, Antonio E.",-995.87,-685.8
"Bertola, Giuseppe",-273.67,-934.45
"Bessembinder, Hendrik",23.677,82.662
"Bharadwaj, Anu",-991.34,-156.15
"Bharath, Sreedhar T.",731.04,476.89
"Bhattacharya, Utpal",288.6,1785.7
"Biais, Bruno",1234.4,630.6
"Bikker, Jacob A.",1889.6,-798.32
"Billett, Matthew T.",589.4,-1773.7
"Bischoff, Charles W.",1753.6,1088.7
"Bizjak, John M.",-831.85,1020.9
"Black, Harold A.",1488.3,-220.45
"Black, Sandra E.",682.35,-637.96
"Blair, Bevan J.",1408.3,-743.45
"Blake, Christopher R.",-659.33,-1143.9
"Blanco, Juan M.",715.4,-1705.7
"Blass, Asher A.",-469.4,1836.7
"Bliss, Richard T.",-144.4,-1716.3
"Bliss, Robert R.",1852.6,1700.7
"Bloomfield, Robert J.",1601.4,1796.3
"Blum, Jürg M.",-1925.0,1327.0
"Boatright, John R.",-621.0,2007.0
"Bodenhorn, Howard N.",-110.0,18.0
"Bodnar, Gordon M.",-586.59,953.16
