node,x,y
AARON LEBOVITZ,179.15,-183.5
ABHAY SHAH,340.81,104.37
ADAM NUNES,263.55,-102.98
"AJINKYA, BIPIN B.",311.58,207.39
AKIHIRO KANAYA,75.18,322.4
AKIRA ARIYOSHI,135.47,319.2
ALBERT HERMALIN,444.5,51.353
ALEX URBINA,-40.872,184.68
ALEXANDRE AGANINE,365.36,83.734
ALFONSO GUERRA,-102.06,-298.91
ALI MUTLU,236.62,-327.24
ALLAN CAMPBELL,267.83,117.77
ALLAN EVERHART,106.29,220.02
AMAR MOITON,-72.231,648.1
AMY CHAN,146.98,-189.96
ANDRAS LOEFFLER,-8.6116,-195.91
ANDREAS GINTSCHEL,337.53,-7.2469
ANDREI DRAGANESCU,474.98,-233.3
ANDREI KHINCHUK,29.561,-173.39
ANDY LUTZ,42.738,-124.07
ANDY STURM,-28.461,304.39
ANDY WONG,-57.729,80.896
ANITA KELLY,-46.693,-76.537
ANJI REDISH,-295.87,-118.91
ANNE FROBERG,-74.767,207.93
ANU ARRO,-13.437,206.44
ARCHISMAN CHAKRABORTY,-27.106,132.92
ART GOLDSMITH,134.41,296.45
ART SNOW,456.45,-87.891
ASHOK VOHRA,343.0,116.32
ASHRAF GHANI,49.99,406.68
AV SEKHAR,-31.043,193.45
"Abadie, Alberto",-106.46,-14.728
"Abarbanell, Jeffery S.",230.1,-116.16
"Abel, Andrew B.",135.14,-156.55
"Aboody, David",68.069,-120.5
"Abreu, Dilip",13.179,-62.434
"Abrevaya, Jason",39.863,29.364
"Abu-Mostafa, Yaser S.",-45.24,-148.67
"Acemoglu, Daron",194.52,79.99
"Acerbi, Carlo",16.565,254.6
"Acharya, Viral V.",58.199,7.9156
"Acito, Franklin",346.68,-18.357
"Ackermann, Carl",236.34,-153.31
"Ackert, Lucy F.",311.03,28.864
"Adam, Tim R.",132.44,53.713
"Adams, Renée Birgit",299.01,96.988
"Adams, Robert M.",50.105,323.17
"Adler, Barry E.",258.31,214.14
"Admati, Anat R.",24.857,-71.571
"Affleck-Graves, John F.",275.62,3.1356
"Agarwal, Vikas",-59.37,-62.815
"Aggarwal, Rajesh K.",181.3,72.246
"Aggarwal, Reena",169.58,44.514
"Aghion, Philippe",12.992,175.46
"Aglietta, Michel",-71.228,-40.174
"Agrawal, Anup",255.02,78.263
"Agrawal, Deepak",-65.37,-97.114
"Aguerrevere, Felipe L.",130.62,-105.16
"Agénor, Pierre Richard",-200.14,-227.22
"Ahmed, Anwer S.",303.22,215.18
"Ahmed, Parvez",800.64,-573.39
"Ahn, Dong Hyun",111.06,-25.499
"Ahn, HeeJoon",78.517,75.41
"Ailawadi, Kusum L.",241.39,137.48
"Aitken, Michael J.",456.32,-229.69
"Aizcorbe, Ana M.",41.955,192.55
"Aizenman, Joshua",890.4,842.32
"Akhavein, Jalal D.",122.25,167.34
"Akhigbe, Aigbe O.",136.2,225.36
"Alam, Ila M Semenick",73.34,203.64
"Albuquerque, Rui",203.25,-162.06
"Alesina, Alberto F.",139.63,-218.37
"Alexander, Gordon J.",61.055,63.707
"Alexandrou, George",374.93,246.89
"Ali, Ashiq",-33.709,-153.15
"Ali, Mukhtar M.",296.27,-122.74
"Alizadeh, Sassan",115.7,-148.04
"Allayannis, George",164.35,25.758
"Allen, Franklin",118.89,-34.902
"Allen, Jeffrey W.",314.57,-93.734
"Allen, Linda",145.22,142.11
"Allen, William A.",91.52,213.22
"Almazan, Andres",151.01,44.491
"Almeida, Heitor V.",286.35,-159.1
"Alti, Aydoǧan",186.17,-125.12
"Altig, David E.",-85.164,-190.99
"Altinkiliç, Oya",196.28,17.381
"Altissimo, Filippo",-74.436,-22.001
"Altman, Edward I.",70.833,76.703
"Altshuler, Rosanne",236.89,83.717
"Altunbaş, Yener",225.72,-224.71
"Alvarez, Fernando E.",52.656,-160.48
"Amable, Bruno",136.63,215.37
"Ambrose, Brent William",275.97,14.576
"Amemiya, Takeshi",252.36,-166.64
"Amihud, Yakov",118.05,25.578
"Ammann, Manuel",-2.5297,602.06
"Ammer, John",-111.65,-47.563
"Amoako-Adu, Ben",-385.4,-840.32
"Anand, Bharat N.",119.89,227.89
"Anandarajan, Asokan A.",144.79,251.38
"Andersen, Leif B.G.",6.473,-158.09
"Andersen, Torben G.",102.69,-84.328
"Anderson, Christopher W.",294.48,34.543
"Anderson, Dwight C.",307.98,401.29
"Anderson, Evan W.",-34.596,-270.81
"Anderson, Gary A.",761.17,-267.97
"Anderson, Kirsten",269.05,-83.699
"Anderson, Richard G.",264.57,172.97
"Anderson, Ronald C.",227.21,32.869
"Anderson, Ronald W.",196.67,126.6
"Andreasen, Jesper",104.09,-169.17
"Andrews, Peter",-116.82,240.53
"Andricopoulos, Ari D.",-74.667,-125.39
"Ang, Andrew",117.84,-93.113
"Ang, James",195.17,86.458
"Angel, James J.",193.75,88.121
"Angelini, Paolo",-14.877,90.623
"Angeloni, Ignazio",-55.619,-60.8
"Annaert, Jan",37.624,-272.88
"Anolli, Mario",8.604,205.76
"Anshuman, V. Ravi",34.431,-30.398
"Anthony, Joseph H.",365.46,196.67
"Aoki, Masahiko",158.92,222.64
"Appleyard, Melissa M.",-124.18,-47.096
"Arachi, Giampaolo",119.82,242.29
"Aragon, George O.",2.2628,428.45
"Aranson, Peter H.",-174.61,-39.849
"Arestis, Philip",-612.67,-730.45
"Argandoña, Antonio",573.33,518.21
"Arikan, Asli M.",190.58,-85.367
"Arnold, Tom",317.68,-127.03
"Arnott, Robert D.",-9.6849,-194.98
"Arora, Ashish",126.28,226.55
"Arora, Navneet",-80.583,32.365
"Arping, Stefan",124.32,-407.25
"Aruoba, S. Boraǧan",78.027,-313.58
"Arzac, Enrique R.",279.25,-189.92
"Asad, Talal",61.338,408.59
"Ashcraft, Adam B.",373.34,-32.393
"Asness, Clifford S.",184.79,-77.067
"Atanasova, Christina V.",286.44,30.942
"Athey, Susan",190.23,-196.04
"Attanasio, Orazio P.",92.326,-291.36
"Attari, Mukarram",-87.04,44.279
"Auerbach, Alan J.",255.1,59.186
"Austria, Myrna S.",317.63,321.33
"Ausubel, Lawrence M.",-58.206,-156.82
"Avard, Stephen L.",401.07,-8.809
"Avellaneda, Marco M.",45.834,-154.93
"Avery, Robert B.",58.986,162.13
"Avkiran, Necmi Kemal",-107.4,-774.32
"Avouyi-Dovi, Sanvi",-130.45,74.248
"Avramov, Doron",119.44,-80.795
"Axelson, Ulf",14.425,-9.4343
"Aydoǧdu, Murat",333.26,101.88
"Ayers, Benjamin C.",294.02,103.73
"Ayyagari, Meghana",151.12,-189.58
"Aït-Sahalia, Yacine",43.68,-81.092
"BAIMAN, STANLEY",327.35,-97.017
BEATRICE RUBINI,-95.03,77.797
BENGT LUCKE,-42.638,297.12
BENNY GOODMAN,210.56,101.71
BERNARD COMPAIJEN,-292.33,136.35
BERNARD MIRAT,-58.346,81.539
BERNARDO PAASCHE,-130.81,-274.88
BERT SCHOONBEEK,166.92,-408.46
BERTH SMOLUK,233.03,340.05
BERTRAND VILLENEUVE,-62.82,73.974
BHARATH KUMAR,-133.29,-91.761
"BHATTACHARYA, SUDIPTO",-19.105,17.106
BILL ATKINSON,115.53,97.121
BILL HORACE,-162.45,-169.3
BILL JACKSON,150.75,333.31
"BOEHMER, ROBERT G.",467.51,-13.202
BRANSON KWOK,346.29,-135.16
BRIAN MCTIGUE,-103.47,-115.34
"BROOKS, LEROY D.",367.16,-302.1
BRUCE FOERSTER,198.37,123.26
BRUNO HUSSON,188.43,163.57
BUD GIBSON,265.3,-68.747
"Babbel, David F.",-78.915,2.9007
"Bacchetta, Philippe",34.488,-285.54
"Bacidore, Jeffrey M.",168.33,68.292
"Back, Kerry",77.212,-123.09
"Backus, David K.",80.659,-91.099
"Bacmann, Jean François",-102.35,-13.46
"Badrinath, Swaminathan G.",212.83,6.1854
"Bae, Sangkun",-578.2,-307.91
"Bagwell, Kyle W.",341.99,-18.801
"Bai, Jushan",161.57,-219.22
"Bailey, Warren",98.223,25.84
"Baker, George P.",273.53,16.822
"Baker, Malcolm P.",99.088,-40.276
"Baks, Klaas P.",87.682,-41.527
"Bakshi, Gurdip S.",110.95,-68.162
"Balachandran, Bala V.",182.91,5.5369
"Balbás, Alejandro",760.01,-167.95
"Balduzzi, Pierluigi",112.59,-147.32
"Baldwin, Carliss Y.",-37.221,41.806
"Bali, Turan G.",-92.0,964.0
"Balke, Nathan S.",-273.04,-56.587
"Ball, Clifford A.",98.505,-47.41
"Ball, Laurence M.",-89.57,-44.881
"Ball, Ray",28.111,-96.992
"Baltagi, Badi H.",243.67,203.45
"Bamber, E. Michael",467.67,9.3918
"Bamber, Linda Smith",329.58,-39.251
"Bamberg, Günter",-87.759,-192.43
"Bandi, Federico M.",67.108,-116.41
