node,x,y
AARON LEBOVITZ,36.977,-205.89
ABHAY SHAH,160.44,40.507
ADAM NUNES,-93.963,-174.55
AGOSTINO FUSCONI,-175.43,391.65
"AJINKYA, BIPIN B.",151.83,79.432
AKIHIRO KANAYA,-185.87,288.93
AKIRA ARIYOSHI,-139.58,308.96
AKIRA IEDA,15.746,240.39
ALEX URBINA,-27.324,225.74
ALEXANDER CAPPELLO,-167.41,-233.48
ALEXANDRE AGANINE,150.79,128.67
ALLAN BROWN,-313.34,207.18
ALLAN CAMPBELL,-219.49,-2.7089
AMAR MOITON,-608.23,-569.9
AMY CHAN,144.04,-67.837
ANDRE STERN,67.34,-232.24
ANDREAS GINTSCHEL,-215.09,-141.66
ANDREI DRAGANESCU,323.34,-217.04
ANDREI KHINCHUK,127.26,-54.861
ANDREW HAUSER,182.22,176.09
ANDY LUTZ,-87.034,-182.64
ANDY STURM,-238.56,226.65
ANDY WONG,83.322,104.0
ANITA KELLY,67.357,-191.49
ANJI REDISH,-368.17,202.84
ANNA SANZ DE GALDEANO,-6.4152,306.64
ANNE VALETTE,-301.5,222.6
ANU ARRO,-77.024,225.89
ARCHISMAN CHAKRABORTY,51.355,-252.17
ARI WEINBERGER,130.5,-78.773
ART DENZAU,-240.73,-187.01
ART GOLDSMITH,-254.2,166.72
ASHOK VOHRA,-70.094,-256.14
ASHRAF GHANI,346.77,43.212
AV SEKHAR,-21.839,225.1
"Abadie, Alberto",-284.39,-3.3493
"Abadir, Karim Maher",204.25,57.46
"Abarbanell, Jeffery S.",-40.69,-207.76
"Abel, Andrew B.",109.13,26.749
"Aboody, David",19.065,-158.04
"Abrams, Burton A.",-248.9,289.14
"Abreu, Dilip",68.1,-7.9392
"Abrevaya, Jason",-154.21,135.15
"Acemoglu, Daron",-144.32,63.483
"Acerbi, Carlo",-178.69,247.27
"Acharya, Viral V.",-27.736,29.244
"Acito, Franklin",-275.68,37.937
"Ackermann, Carl",93.01,-106.31
"Ackert, Lucy F.",-252.31,-62.407
"Adam, Tim R.",-40.038,-3.8596
"Adams, Renée Birgit",-229.69,-96.455
"Adams, Robert M.",-153.24,254.97
"Admati, Anat R.",67.811,-14.48
"Affleck-Graves, John F.",-5.7868,126.72
"Agarwal, Vikas",15.083,-86.804
"Aggarwal, Rajesh K.",-107.04,-75.437
"Aggarwal, Reena",-99.258,-75.402
