node,x,y
"(James) Huang Z., Zhijian",914.25,-756.43
A BEN TAL,1024.6,226.22
A LANGVARDT,-175.76,256.29
"A. Sullivan, Michael A.",-270.49,231.32
ABIMANYU YOOPI,-98.581,394.28
ABRAHAM THOMAS,-105.03,-103.37
ADAM GILESKI,127.18,261.15
ADAM LUBIN,18.847,229.23
ADOLFO CORRALES,-91.438,276.43
AGUEDA MADOZ,51.619,-292.14
AHMAD FUAD RAHMANY,-201.25,354.38
AHMED NAGI,-108.04,-281.17
AINO LEVONMAA,192.39,-40.638
AKIKO FUJIMOTO,-81.207,208.12
ALAN RICHERT,-159.97,179.57
ALAN SHAFFRAN,-4.2785,-147.03
ALBERTO NICCOLI,369.99,282.81
ALEX REYFMAN,-56.273,-172.06
ALEXANDRA WEST,-183.8,189.37
ALFREDO FERREIRA,-533.6,-781.68
ALLEN SEWARD,588.92,331.56
ALPO KUPARINEN,308.51,232.35
AMANDA MCCLAIN,-0.49482,294.39
AMR ADDAS,68.16,205.21
AMY PETRIELLO,-405.01,231.61
ANASTASIOS PLATANIOTIS,-108.86,276.7
ANDERSON SILVA,151.87,61.114
ANDRE KURMAN,160.48,-187.3
ANDRE WENT,-226.48,-135.62
ANDREAS SAVVA,-6.5135,289.77
ANDREAS SCHOENENBERGER,272.13,-37.641
ANDREI SARYCHEV,-97.054,-271.88
ANDREW CAFFREY,16.415,220.68
ANDREW DEXTER,-21.211,-180.47
ANDREW DUBINSKY,-234.13,101.2
ANDREW GRACIE,118.81,-3.2094
ANDREW GUSTAR,-207.82,277.33
ANDREW HARMSTONE,-132.93,624.13
ANDRIS NOBL,-124.23,183.57
ANDY STURM,128.57,-85.663
ANDY WONG,76.579,206.95
ANJO KOETER-KANT,-116.49,-122.63
ANN BRADENTON,-48.109,249.83
ANNA CALAMIA,97.37,-144.13
ANNA LUSARDI,218.85,173.12
ANNA MEYENDORFF,-63.156,371.84
ANNA RENDINA,257.34,-32.427
ANNE BAGUETTE,62.354,-400.41
ANNETTE VIS,179.03,-32.764
ANTONELLO D AGOSTINO,315.43,13.454
ANTONIO DIEZ DE LOS RIOS,-64.668,-234.84
ANTONIS PAPANTOLEON,-115.53,-213.18
AOFIE HANLEY,-356.39,-20.294
APOORVA KOTICHA,112.95,-68.42
AREEDAM CHANDA,189.43,214.77
ARKADEB CHATTERJEE,388.99,80.168
ARTO THURLIN,221.2,231.98
ARUN NARAYANASAMY,-263.98,144.37
ASHLEY POLLET,152.98,173.79
"ASQUITH, PAUL",22.523,190.42
AVI NACHMANY,-192.3,141.92
AVI WHOL,-129.71,-109.5
"Aabo, Tom",84.101,-282.63
"Aase, Knut Kristian",355.58,121.28
"Abadir, Karim Maher",-176.33,-78.906
"Abbott, Ashok",105.41,-190.02
"Abel, Andrew B.",-10.739,-12.677
"Abhyankar, Abhay H.",-125.77,-88.112
"Abou-Zied, Khaled",304.0,413.05
"Abrahamson, Mark",-279.94,8.1316
"Abramitzky, Ran",220.31,103.62
"Acemoglu, Daron",53.478,108.37
"Acerbi, Carlo",141.98,366.72
"Acharya, Viral V.",-5.3835,47.281
"Ackert, Lucy F.",106.88,27.397
"Adam, Alexandre",-267.83,-35.078
"Adam, Klaus",-230.57,238.06
"Adam, Tim R.",-94.42,77.936
"Adam-Müller, Axel F.A.",-145.95,72.126
"Adams, Brian J.",-111.64,-245.31
"Adams, John C.",-210.72,192.51
"Adams, Mike B.",-118.81,207.83
"Adams, Renée Birgit",-12.668,105.98
"Adams, Robert M.",-335.0,71.694
"Adcock, Christopher J.",81.499,-79.685
"Adkisson, J. Amanda",-165.99,-101.9
"Adler, Michael",131.93,11.389
"Admati, Anat R.",68.373,24.81
"Adolfson, Malin",4.2344,-208.78
"Adrian, Tobias",2.9409,-15.818
"Afonso, Gara",208.24,36.909
"Agarwal, Sumit",780.35,729.41
"Agarwal, Vikas",2.5941,64.994
"Agarwal, Vineet",-280.06,-152.16
"Agell, Jonas",-46.703,-290.06
"Aggarwal, Rajesh K.",-10.062,149.66
"Aggarwal, Reena",-61.745,120.17
"Aghion, Philippe",35.888,108.96
"Agrawal, Anup",-76.878,160.21
"Aguerrevere, Felipe L.",33.331,80.337
"Aguiar, Mark",-27.694,-138.81
"Aguiar-Conraria, Luís",127.41,-460.96
"Agénor, Pierre Richard",-709.65,266.6
"Ahearne, Alan G.",134.36,-288.04
"Ahlin, Christian R.",-282.37,189.92
"Ahmed, Shaghil",277.79,-65.349
"Ahn, Dong Hyun",112.7,35.164
"Ahn, HeeJoon",16.829,348.5
"Ahn, Seoungpil",-71.41,233.38
"Ahn, Seung Chan",-147.37,-327.55
"Ahn, SungYoon",-402.69,-230.48
"Airaudo, Marco",-339.88,-248.68
"Aizenman, Joshua",230.79,-51.779
"Akdoĝu, Evrim",131.67,169.96
"Akerlof, George A.",135.86,18.18
"Akhigbe, Aigbe O.",-11.034,-173.82
"Akram, Qaisar Farooq",133.05,-121.36
"Aksoy, Yunus",-29.568,-504.82
"Aktas, Nihat",1.0839,-55.425
"Alavi, Arash",-95.95,187.56
"Albanese, Claudio",-164.47,-187.12
"Albuquerque, Rui",16.325,-24.771
"Alegría, Carlos Manuel",253.65,52.293
"Alessandrini, Pietro",310.2,219.41
"Alevy, Jonathan E.",-474.5,-520.8
"Alexander, Carol O.",-103.69,-174.62
"Alexander, Cindy R.",113.85,182.1
"Alexander, Gordon J.",55.08,47.362
"Alexandros Kostakis, Alexandros",-183.9,-186.59
"Ali, Ashiq",-14.507,158.21
"Allayannis, George",-93.187,125.45
"Allen, Arthur C.",-172.16,173.23
"Allen, Beth E.",152.64,83.736
"Allen, Franklin",2.9347,49.964
"Allen, J. M.S.",127.76,-161.41
"Allen, Linda",-29.971,-0.7772
"Allen, William T.",-137.76,39.69
"Allen;, David Edmund",144.56,293.92
"Allsopp, Christopher J.",-27.938,-328.54
"Allsopp, Louise",299.81,-284.97
"Almazan, Andres",-70.683,85.193
"Almeida, Caio",-24.981,-102.06
"Almeida, Heitor V.",-29.771,48.948
"Almgren, Robert F.",59.482,160.75
"Alpanda, Sami",-260.4,-99.759
"Alphonse, Pascal",212.6,8.2427
"Alsleben, Christoph",764.32,-672.12
"Altavilla, Carlo",-97.983,-299.68
"Alti, Aydoǧan",-90.218,98.101
"Altman, Edward I.",-82.27,-10.629
"Altunbaş, Yener",210.4,67.374
"Alvarez, Fernando E.",-216.27,112.12
"Alworth, Julian S.",-170.17,10.014
"Amato, Jeffery D.",53.276,-156.37
"Ambrose, Brent William",-211.93,85.618
"Amemiya, Takeshi",56.151,-111.38
"Amenc, Noël",-372.3,-24.822
"Amihud, Yakov",-17.878,38.908
"Amin, Kaushik I.",99.136,-117.52
"Amit, Raphael Raffi",-17.505,153.88
"Ammer, John",-52.904,-34.859
"Amromin, Gene",-128.77,173.91
"Andersen, Leif B.G.",-5.4696,-151.15
"Andersen, Torben G.",-15.981,-67.848
"Anderson, Anne Marie",162.76,82.853
"Anderson, Bing",-111.83,-223.67
"Anderson, Christopher W.",-76.308,146.29
"Anderson, Evan W.",34.514,-94.406
"Anderson, Gary A.",154.36,-229.11
"Anderson, Heather M.",-213.03,-242.85
"Anderson, Kirsten",-174.37,-26.609
"Anderson, Richard G.",-282.55,-121.32
"Anderson, Robert M.",192.98,122.43
"Anderson, Ronald C.",-218.1,50.684
"Anderson, Ronald W.",-29.69,-81.665
"Andrade, Gregor",161.77,58.316
"Andrade, Sandro C.",25.328,-0.94828
"Andreff, Wladimir",-20.876,290.64
"Andres, Christian",103.61,-240.71
"Andrews, Donald W.K.",140.57,-102.52
"Andrews, Peter",186.96,142.4
"Andrés, Javier",312.9,-151.11
"Andrés, Pablo De",175.88,165.62
"Ang, Andrew",3.3409,-20.973
"Ang, James",130.21,-63.89
"Angel, James J.",108.99,69.037
"Angeletos, George Marios",86.355,-66.317
"Angelini, Paolo",-255.47,69.926
"Angeloni, Ignazio",-373.79,36.19
"Angerer, Xiaohong",-93.729,106.33
"Annaert, Jan",164.73,99.332
"Ansotegui, Carmen",279.82,-80.467
"Antecol, Heather",2.0673,316.33
"Antell, Jan",-23.393,-823.78
"Antonelli, Cristiano",855.56,-131.0
"Antràs, Pol",128.22,-66.31
"Antunes, António A.",-334.19,-17.735
"Antweiler, Werner",-150.32,63.024
"Antão, Paula",-340.57,55.148
"Aoki, Kosuke",194.58,-240.64
"Aoki, Masahiko",-222.01,139.18
"Apilado, Vincent P.",347.36,-300.61
"Arad, Ruth W.",98.461,-102.02
"Aragon, George O.",-128.23,67.62
"Aramonte, Sirio",160.24,194.61
