node,x,y
A BASAK,-65.367,110.36
A GAYTAN,242.37,34.514
"A. Sullivan, Michael A.",-217.92,-198.78
ADAM GILESKI,-277.08,-132.8
AGOSTINO FUSCONI,387.06,-100.88
AKIKO MITSUI,-13.039,88.779
AKIRA IEDA,243.53,-98.901
ALAIN BUTERY,843.73,701.76
ALAN PETERSEN,-326.82,-164.89
ALEXANDER CAPPELLO,-120.83,134.36
ALFRED PLOTKIN,-184.04,58.121
ALFREDO LARREA-FALCONY,85.036,-102.61
ALLAN BROWN,278.18,-267.59
AM TARANTOLA,383.97,-116.83
AMIT ARORA,-2.9491,-274.3
ANDRE STERN,-218.18,-20.602
ANDREA PEDERZOLLI,-218.38,-14.103
ANDREAS GINTSCHEL,-234.69,66.799
ANDREI EVTIMOV,-161.15,-287.84
ANDREI ZAVIDONOV,-223.34,192.04
ANDREW CLASTER,118.54,-198.08
ANDREW HAUSER,241.91,145.81
ANDREW MARQUEZ,154.53,41.607
ANDREW WASIBURD,-158.05,-256.39
ANDY MESSIER,239.74,-111.44
ANNA LUSARDI,-7.0358,141.74
ANNA MEYENDORFF,182.64,-134.28
ANNA SANZ DE GALDEANO,284.37,94.504
ANNA TRAVIS,-29.373,245.84
ANNE VALETTE,181.17,-350.62
ANTHONY MARCIANO,-22.47,-263.71
ANTHONY NEOH,152.74,-28.916
ANTONY THOMPSON,234.26,-286.9
AR RADHAKRISHNAN,5.7476,183.97
ARI WEINBERGER,-148.24,-28.85
ART DENZAU,-106.54,-293.2
ASHLEY HUBKA,128.87,-188.07
"ASQUITH, PAUL",-95.767,-15.982
ATINDRA BARUA,163.88,-86.386
"Aadland, David M.",30.397,266.53
"Abadir, Karim Maher",-39.655,237.95
"Abarbanell, Jeffery S.",104.74,128.07
"Abate, James A.",9.3556,597.93
"Abel, Andrew B.",-49.788,99.701
"Abramitzky, Ran",-303.4,57.551
"Abrams, Burton A.",126.06,-340.16
"Abreu, Dilip",-9.2335,111.06
"Acemoglu, Daron",257.87,-6.4287
"Acerbi, Carlo",-250.63,-354.59
"Acharya, Viral V.",16.797,-35.432
"Ackermann, Carl",-8.1702,-416.5
"Ackert, Lucy F.",-149.15,-279.17
"Adam, Klaus",142.94,150.2
"Adam, Tim R.",6.8755,-92.699
"Adams, Mike B.",-343.47,-56.589
"Adams, Renée Birgit",23.117,-133.68
"Adams, Robert M.",246.66,-118.93
"Admati, Anat R.",-110.36,36.99
"Adolfson, Malin",309.49,-57.195
"Aerts, Marc Goov",261.46,-264.52
"Affleck-Graves, John F.",-186.48,-9.4624
"Agarwal, Sumit",102.22,-187.6
"Agarwal, Vikas",-84.83,-9.7092
"Agbetsiafa, Douglas K.",-278.13,174.85
"Agell, Jonas",19.7,436.94
"Aggarwal, Rajesh K.",-63.831,-93.58
"Aggarwal, Reena",36.728,-158.47
"Aghion, Philippe",98.456,-227.61
"Agnew, Julie Richardson",-130.96,-200.37
"Agrawal, Anup",-54.399,-281.96
"Agrawal, Deepak",-199.46,39.914
"Aguiar, Mark",47.114,121.72
"Ahmed, Anwer S.",-298.85,-82.25
"Ahn, Dong Hyun",-192.67,99.987
"Ahn, HeeJoon",-357.09,-117.24
"Ahn, Seoungpil",-89.207,-157.52
"Aisen, Ari",8.1215,384.51
"Aitken, Michael J.",210.48,168.9
"Aivazian, Varouj A.",-307.46,238.9
"Aizenman, Joshua",208.3,10.174
"Akdoĝu, Evrim",-63.738,-149.13
"Akhigbe, Aigbe O.",501.6,1017.7
"Al-muharrami, Saeed M.",620.73,879.49
"Alawode, Abayomi A.",142.36,-201.06
"Albanese, Claudio",-130.53,118.07
"Albuquerque, Rui",-56.82,81.091
"Alderson, Michael J.",-138.83,-116.17
"Alencar, Leonardo S.",226.41,-288.7
"Alesina, Alberto F.",89.702,114.48
"Alessie, Rob J.M.",361.55,33.366
"Alexander, Carol O.",-5.833,225.39
"Alexander, Gordon J.",-33.408,-165.25
"Alexander, S.",-381.06,939.96
