node,x,y
ABBOTT KELLER,-135.95,105.89
ABE FRIEDMAN,163.52,125.67
ABEL ELIZALDE,148.28,-179.31
ABIMANYU YOOPI,197.02,76.166
ADAM ZARETSKY,145.58,-213.91
ADOLF HENGSTSCHLAGER,108.41,33.896
ADOLFO CORRALES,-15.451,226.22
ADRIAN VAN RIXTEL,112.0,214.27
ADRIANNA LOHNES,183.92,49.132
AGUEDA MADOZ,-91.28,376.99
AHARONI GIL,-335.25,0.056499
AHMAD FUAD RAHMANY,61.441,234.04
AIDYN BIBOLOV,-92.784,332.46
AINO LEVONMAA,-170.07,-216.03
AL KLEMKOVSKI,-179.69,128.6
AL LEMON,-46.536,-200.42
ALAN DOUGLAS HARRIS,-185.95,214.1
ALEJANDRO DIAZ DE LEON,-22.43,-338.87
ALEJANDRO GIL ORTIZ,109.56,165.7
ALEX HANRAHAN,153.01,58.012
ALEX REYFMAN,-183.85,-200.21
ALEXANDRE BRUNEL,-326.99,51.757
ALFRED MURATA,-141.14,-217.75
ALICIA WILLIAMS,-175.85,237.9
ALLAN MORTENSEN,-182.48,-105.8
ALLEN MCDOWELL,93.215,-16.472
ALLISON KEANE,-114.59,-221.89
AMANDA CARMIGNANI,-35.655,-308.71
AMANDA MCCLAIN,-276.21,-106.7
AMEDEO DE CESARI,73.911,55.286
AMR ADDAS,-81.347,167.09
AMY CHENG,115.94,424.18
AMY CREW-CUTTS,-255.12,78.688
AMY SLIPOWITZ,257.56,-610.07
ANASTASIOS PLATANIOTIS,68.543,220.88
ANDERSON SILVA,-217.01,-56.869
ANDRE KURMAN,-142.93,-284.25
ANDREA REED,-211.08,-0.85619
ANDREAS SAVVA,-107.63,234.98
ANDREW CAFFREY,-116.8,-145.47
ANDREW DUBINSKY,-113.09,183.98
ANDREW FRANKEL,-113.05,105.63
ANDREW GRACIE,-153.73,243.17
ANDREW HARMSTONE,414.39,601.46
ANDREW LEVENTIS,-57.783,165.3
ANDREW TUCH,67.629,204.01
ANDY STURM,135.28,-116.88
ANIL KAYSHUP,-256.71,86.506
ANN BRADENTON,112.25,31.785
ANNA BORDON,120.49,-78.757
ANNA LUSARDI,-265.57,78.924
ANNA RENDINA,228.26,31.246
ANNA TRAVIS,41.494,-129.43
ANNE BAGUETTE,533.21,298.22
ANTI RIPATTI,-237.42,-241.42
ANU GURUNG,93.62,-43.179
AOFIE HANLEY,-346.64,-124.01
APOORVA KOTICHA,-114.03,-163.34
APOSTOLOS KOURTIES,10.527,235.74
ARI JACOBS,-166.29,150.25
ARNAUD DE SERVIGNY,-90.227,-194.54
ART BUSHONVILLE,-42.941,-178.06
ARTHUR BERD,51.737,-202.0
ARUN NARAYANASAMY,-5.6858,-250.26
ARY NAIM,29.391,250.6
ASHLEY POLLET,74.162,-134.76
ASHWINI AGARWAL,-10.445,-135.77
"ASQUITH, PAUL",-174.67,-59.521
AUGIO KONG,-220.86,-114.78
AUGUSTA MARIA ALJOVIN,159.59,-49.997
AVI NACHMANY,-81.045,179.4
AXEL SPAMANN,21.927,229.28
AYESHA AFTAB,-223.08,103.56
AZIZ AIMOV,-235.0,63.294
"Aabo, Tom",-190.57,-58.333
"Aaken, Anne Van",-61.88,252.32
"Aaronson, Daniel",-408.37,-80.417
"Abad, Pilar",-80.507,-316.15
"Abadie, Alberto",44.178,78.515
"Abadir, Karim Maher",-159.32,-192.07
"Abarbanell, Jeffery S.",-262.88,-120.17
"Abe, Naohito",-452.11,8.4005
"Abel, Andrew B.",-111.8,-25.101
"Abhyankar, Abhay H.",535.23,832.24
"Abrahamson, Mark",133.55,187.58
"Abreu, Dilip",113.0,-73.685
"Abreu, Margarida",-120.17,228.24
"Abrevaya, Jason",59.441,54.654
"Abugri, Benjamin A.",310.63,7.135
"Acemoglu, Daron",-216.52,-23.69
"Acerbi, Carlo",-426.05,55.779
"Acharya, Viral V.",-69.12,13.989
"Ackert, Lucy F.",-144.77,-116.69
"Adam, Tim R.",-137.08,-50.091
"Adam-Müller, Axel F.A.",-193.72,36.891
"Adams, Brian J.",106.03,169.67
"Adams, John C.",94.432,40.272
