node,x,y
"(James) Huang Z., Zhijian",894.6,2259.7
"Abaffy, József",2132.8,-1152.5
"Abhyankar, Abhay H.",-1579.6,-84.788
"Abou-Zied, Khaled",2431.6,150.68
"Acemoglu, Daron",994.53,606.21
"Acharya, Viral V.",545.41,257.09
"Adam, Alexandre",-546.67,-1958.4
"Adam, Tim R.",293.07,-171.92
"Adams, Brian J.",1760.1,1716.3
"Adams, John C.",-27.272,88.492
"Adams, Mike B.",-842.52,-685.99
"Adams, Renée Birgit",-370.6,-2308.7
"Admati, Anat R.",-1706.4,-2376.3
"Adrian, Tobias",1222.7,-1220.3
"Agarwal, Vikas",57.396,-21.085
"Agarwal, Vineet",2541.6,-970.32
"Aggarwal, Rajesh K.",-44.395,-2338.3
"Aggarwal, Reena",315.17,321.71
"Aghion, Philippe",187.54,-444.17
"Aguerrevere, Felipe L.",2144.0,-2509.0
"Aguiar-Conraria, Luís",-39.395,2487.7
"Agusman, Agusman",-1195.4,-1606.0
"Ahmed, Shaista",-1862.1,326.96
"Ahn, Dong Hyun",-424.49,-783.45
"Ahn, Seung Chan",-1956.4,-2357.3
"Ahn, SungYoon",1049.6,2487.7
"Akhigbe, Aigbe O.",-960.06,2132.0
"Akram, Qaisar Farooq",-1206.9,1421.9
"Aktas, Nihat",1739.9,-798.6
"Alavi, Arash",-1884.7,1290.6
"Albuquerque, Rui",-919.64,72.443
"Alessandrini, Pietro",-294.06,-1991.0
"Alevy, Jonathan E.",-1730.7,2145.6
"Alexander, Carol O.",1604.2,-1087.1
"Alexander, Gordon J.",524.55,1095.8
"Ali, Ashiq",-44.345,82.863
"Alizadeh, Amir H.",-1441.7,1917.6
"Allayannis, George",2131.7,1257.5
"Allen, Linda",-426.65,587.04
"Almazan, Andres",2179.9,-1668.0
"Almeida, Caio",2043.6,-2034.3
"Almeida, Heitor V.",613.95,292.67
"Alpanda, Sami",-2244.4,-1236.3
"Altavilla, Carlo",32.605,2411.7
"Amihud, Yakov",-311.12,1766.2
"Amit, Raphael Raffi",-1356.4,-2357.3
"Amromin, Gene",2444.4,-427.68
"Anderson, Bing",-426.82,198.9
"Anderson, Evan W.",-440.48,-146.57
"Anderson, Ronald C.",1802.9,1999.0
"Andrade, Sandro C.",849.01,1168.8
"Andricopoulos, Ari D.",-673.65,-1749.0
"Andrikopoulos, Andreas",1921.0,-2490.0
"Andrés, Pablo De",2429.4,-1833.7
"Ang, Andrew",-779.49,1162.2
"Angelelli, Enrico",-1910.1,-1497.0
"Angerer, Xiaohong",668.4,-2232.7
"Annaert, Jan",-1910.7,682.55
"Antell, Jan",-2382.6,-351.68
"Antoniou, Antonios",390.94,-1934.0
"Apilado, Vincent P.",-146.6,-2251.7
"Aragon, George O.",-2448.0,-1749.0
"Arena, Marco",-1745.0,-1369.0
"Armenter, Roc",-2501.0,-96.0
"Armesto, Michelle T.",1419.6,-1272.4
"Arquette, Gregory C.",-1851.3,-148.51
"Aruoba, S. Boraǧan",1392.0,-2528.0
"Asaftei, Gabriel",-635.0,2621.0
"Ascari, Guido",-2312.4,568.68
"Asdrubali, Pierfederico",-1787.6,2365.3
"Asem, Ebenezer",-2476.0,2374.0
"Ashcraft, Adam B.",-2429.0,1747.0
"Ashton, John K.",1132.4,2422.3
"Atanassov, Julian",555.89,-475.49
"Auer, Raphael A.",-2263.6,-1757.7
"Aunon-Nerin, Daniel",1985.4,2441.3
"Autore, Don M.",-1302.7,1193.9
"Avouyi-Dovi, Sanvi",2498.6,1347.7
"Avramov, Doron",1335.7,526.77
"Axelson, Ulf",-302.11,-1107.2
"Ayyagari, Meghana",484.9,549.99
"Aït-Sahalia, Yacine",1772.0,1006.9
"Aşçıoğlu, Aslı",-1515.3,1476.8
"Aǧca, Şenay",-1863.4,1796.9
"Baba, Naohiko",30.968,303.61
"Babenko, Ilona",2421.4,2156.3
"Bacchetta, Philippe",2454.4,-1377.7
"Back, Kerry",237.4,27.959
"Backé, Peter",-2293.4,2069.7
"Bae, Gil",1079.6,1735.3
"Baele, Lieven",-73.582,-1772.3
"Bailey, Warren",-235.29,640.34
"Baker, Edward",512.35,-1711.0
"Baker, Malcolm P.",209.23,-328.89
"Bakshi, Gurdip S.",1760.3,2240.6
"Balachandran, Balasingham",2043.3,-1597.4
"Balfoussia, Hiona",2324.6,-1.3196
"Bali, Turan G.",-349.38,558.55
"Baliga, Sandeep",-327.81,-1179.3
"Ballestra, Luca Vincenzo",1468.7,2036.5
"Balvers, Ronald J.",-1701.3,1006.5
"Banerjee, Prithviraj S.",1628.9,360.4
"Banerjee, Shantanu",435.53,-220.05
"Banerjee, Snehal",287.92,-132.65
"Banerji, Sanjay",2144.3,-1730.4
"Bansal, Ravi",-325.86,-870.28
"Baptista, Alexandre M.",539.66,1170.2
"Bar-Yosef, Sasson",-417.84,-1578.9
"Baranchuk, Nina",1969.6,2354.7
"Barber, Brad M.",-323.33,407.52
"Barberis, Nicholas C.",80.427,-563.14
"Barbosa, Andreza",1677.0,-1055.3
"Barclay, Michael J.",131.33,-1920.4
"Bargeron, Leonce L.",196.86,281.49
"Barone-Adesi, Giovanni",-644.53,-1456.2
"Barron, John M.",-1851.1,-1915.0
"Barros, Carlos P.",-1771.7,-1.4472
"Barry, Christopher B.",-1602.4,-237.99
"Barth, James R.",-641.19,-425.46
"Bartolini, Leonardo",-1240.7,2126.6
"Bartram, So¨hnke M.",994.48,1036.9
"Barucci, Emilio",884.4,2422.3
"Baruch, Shmuel",268.75,57.935
"Basak, Suleyman",1781.8,1354.6
"Basistha, Arabinda",-2049.6,1149.3
"Bassett, Gilbert W.",-2113.7,-1692.4
"Basu, Devraj",-1606.1,-152.6
"Basu, Nilanjan",-1984.7,-77.447
"Bates, Thomas W.",234.69,171.88
"Bates, Timothy M.",710.6,-2167.3
"Battalio, Robert H.",-490.63,1009.9
"Bauer, Gregory H.",-918.57,141.37
"Bauer, Keldon J.",-1230.7,1993.6
"Bauer, Rob M.M.J.",2019.7,-1250.5
"Bebchuk, Lucian A.",-1893.3,-471.51
"Beber, Alessandro",-84.454,-349.65
"Beccalli, Elena",2667.0,-2433.0
"Becerra, Manuel",-2323.6,731.32
"Becher, David A.",255.05,123.46
"Becht, Marco",-51.733,1284.8
"Beck, Thorsten",461.51,533.51
"Becker, Bo",906.0,18.0
"Becker, Ralf",-940.16,-1729.6
"Bedendo, Mascia",2287.6,2411.7
"Beechey, Meredith J.",-248.12,-1245.4
"Behr, Patrick",-1766.4,656.93
"Beijnen, Christine",-2307.4,-438.32
"Beine, Michel",-625.98,1663.2
"Bekaert, Geert",-783.19,1085.3
"Bell, Adrian R.",62.47,-1239.1
"Bellini, Fabio",-2163.6,-2194.7
"Ben Omrane, Walid",1754.7,-658.4
"Ben-Abdallah, Ramzi",-1648.7,-2053.4
"Ben-Ameur, Hatem",-1685.3,-1991.5
"Benati, Luca",835.0,-2604.0
"Beneish, Messod Daniel",1933.6,-66.986
"Benfratello, Luigi",-780.67,-1882.4
"Benigno, Pierpaolo",-2201.0,2545.0
"Benmelech, Efraim",291.66,-1427.1
"Bennedsen, Morten",-1590.7,-1711.4
"Benson, Karen Leigh",2221.6,283.68
"Benth, Fred Espen",1864.9,-950.79
"Benzoni, Luca",883.23,135.64
"Berardi, Michele",-613.0,-723.0
"Berger, Allen N.",338.33,473.4
"Berger, David W.",-279.26,-1388.2
"Bergin, Paul R.",2545.6,2411.7
"Bergman, Nittai K.",262.14,-1498.0
"Bergstresser, Daniel",-182.42,814.14
"Berk, Jonathan B.",587.73,1287.1
"Berkelaar, Arjan B.",1519.4,994.77
"Berkman, Henk",1155.1,11.253
"Berlemann, Michael",2358.6,1461.7
"Bernal, Oscar",-672.64,1712.1
"Bernardo, Antonio E.",2138.7,174.49
"Bernhardt, Dan",2030.6,428.61
"Berrada, Tony",99.734,-2067.5
"Bertocchi, Marida",2069.3,-1096.8
"Bertocco, Giancarlo",2609.0,1082.0
"Bertrand, Marianne",873.36,474.85
"Bessembinder, Hendrik",124.17,146.74
"Betton, Sandra",-55.674,-2053.4
"Bhamra, Harjoat S.",-9.8419,-921.44
"Bharath, Sreedhar T.",470.13,305.21
"Bhattacharya, Utpal",-2331.6,-161.68
"Bhojraj, Sanjeev",449.61,-114.96
"Bianchi, Michele Leonardo",369.88,-1198.6
"Białkowski, Jȩdrzej",901.61,1588.0
"Bierbrauer, Michael",253.55,-1280.6
"Bilbiie, Florin O.",-1049.3,-1934.5
"Billett, Matthew T.",1342.6,1151.2
"Billingsley, Randall S.",-1245.7,1241.7
"Bindseil, Ulrich",116.73,1058.2
"Birge, John R.",-2426.6,-579.68
"Bizjak, John M.",242.18,57.261
"Blake, Christopher R.",2064.7,1561.5
"Blanchard, Olivier Jean",-2179.4,2145.7
"Blanchet-Scalliet, Christophette",223.12,-1633.8
"Bloomfield, Robert J.",346.35,-61.634
"Blum, Jürg M.",2097.0,-2585.0
"Board, Simon A.",-2456.0,1006.0
"Bodnaruk, Andriy",928.08,-397.83
"Boehme, Rodney D.",-622.13,261.22
"Boehmer, Ekkehart",-612.61,1112.1
"Bohl, Martin T.",1245.7,-2010.5
"Boháček, Radim",-1959.4,-2129.3
"Bollen, Nicolas P.B.",1313.5,-286.79
"Bollerslev, Tim",-1183.5,235.91
"Bolt, Wilko",-2378.6,-427.68
"Bolton, Patrick",512.27,-1033.7
"Bonaccorsi di Patti, Emilia",-311.6,-2118.7
"Bond, Philip",-299.98,1009.9
"Bonfim, Diana",2648.0,1158.0
"Bongaerts, Dion",-205.4,-2414.3
"Bonin, John P.",-2387.6,-1909.7
"Boone, Audra L.",-659.39,-1156.2
"Boot, Arnoud W. A.",-175.05,-659.52
"Bortolotti, Bernardo",-684.92,878.45
"Borzekowski, Ron",-1897.7,264.55
"Bos, Jaap W.B.",297.92,758.5
"Bottazzi, Laura",-632.74,-23.292
"Boubaker, Sabri",-1318.6,-2270.7
"Boubakri, Narjess",1516.1,-811.94
"Boudoukh, Jacob",404.14,39.986
"Bougheas, Spiros",-2040.1,1277.0
"Boulatov, Alex",-531.64,321.77
"Bourgeon, Jean Marc",2062.9,-1896.0
"Bouwman, Christa H.S.",260.38,504.06
"Boyle, Phelim P.",-68.232,-899.2
"Boz, Emine",-2550.0,-1673.0
"Bradford, William D.",639.4,-2156.7
"Bradley, Daniel J.",-676.33,442.07
"Brandt, Michael W.",-29.097,-336.74
"Branger, Nicole",-806.27,2207.5
"Brau, James C.",1498.5,-362.44
"Braun, Matías",-263.3,-1500.7
"Brav, Alon",127.0,1652.2
"Brav, Omer",224.0,-2604.0
"Bremer, Marc",241.33,2012.6
"Breton, Michèle",-1613.1,-1991.0
"Breuer, Wolfgang",1935.8,-1796.7
"Brick, Ivan E.",940.5,408.01
"Bris, Arturo",-124.48,470.26
"Brissimis, Sophocles N.",1770.9,569.21
"Broadie, Mark N.",891.38,1373.2
"Brockman, Paul D.",-113.88,966.91
"Brooks, Chris S.",-2.3174,-1197.7
"Brophy, David J.",-27.433,-625.39
"Brown, Christine Ann D.",2313.6,-2357.3
"Brown, Craig R.",-1396.4,1570.5
"Brown, Gregory W.",1038.9,1105.8
"Brown, James R.",-327.27,2131.5
"Brown, Jeffrey",-1590.1,-805.92
"Brown, Martin",1117.5,-1059.1
