node,x,y
"(James) Huang Z., Zhijian",2175.4,-883.68
"ASQUITH, PAUL",1375.3,585.57
"Abaffy, József",-1325.2,1792.5
"Abhyankar, Abhay H.",-1629.1,22.96
"Acharya, Viral V.",61.017,635.07
"Ackert, Lucy F.",-922.4,-2205.3
"Adam, Klaus",-2203.6,1396.3
"Adam, Tim R.",729.68,66.431
"Adams, Mike B.",-2216.4,-1825.3
"Adams, Renée Birgit",-83.952,733.0
"Agarwal, Sumit",1556.3,-1540.0
"Aggarwal, Reena",34.082,422.6
"Aguiar-Conraria, Luís",2369.4,-1491.7
"Ahn, HeeJoon",-877.99,-669.44
"Ahn, Seoungpil",672.33,-1882.4
"Ahn, Seung Chan",2296.4,9.3196
"Aisen, Ari",-334.4,2297.7
"Aivazian, Varouj A.",1592.3,488.55
"Akhigbe, Aigbe O.",-529.75,-1268.8
"Al-muharrami, Saeed M.",-1343.7,441.21
"Albanese, Claudio",2407.6,2069.7
"Alderson, Michael J.",139.99,-1529.2
"Alevy, Jonathan E.",819.73,1998.5
"Alexander, Carol O.",292.4,-2042.7
"Alexander, Gordon J.",-1166.5,-726.0
"Alexander, S.",-1125.2,-1428.5
"Allen, Franklin",-970.29,-11.273
"Allen, Linda",342.78,-360.86
"Almeida, Heitor V.",-13.667,696.96
"Alti, Aydoǧan",442.0,569.0
"Ambrose, Brent William",1543.6,-1454.0
"Amit, Raphael Raffi",-1983.4,-1768.3
"Anari, Ali",-562.37,-440.15
"Anderson, Christopher W.",2004.4,1377.3
"Anderson, Evan W.",357.49,179.51
"Andersson, Magnus",-1921.4,-1483.3
"Andricopoulos, Ari D.",1796.3,341.0
"Ang, Andrew",772.68,651.6
"Annaert, Jan",-1791.7,378.55
"Antell, Jan",-2115.4,-419.32
"Antoniou, Antonios",2043.9,1296.0
"Apel, Mikael",-280.71,-1388.0
"Apilado, Vincent P.",-1514.6,-1871.7
"Aragon, George O.",-2296.0,-875.0
"Arping, Stefan",-1077.0,-2433.0
"Arslanalp, Serkan",1932.6,-2243.3
"Ashcraft, Adam B.",573.0,-2376.0
"Aste, Tomaso",1920.3,-1787.4
"Atanasov, Vladimir",803.0,-343.0
"Athanassakos, George",-993.6,-2194.7
"Attari, Mukarram",971.17,-971.5
"Attig, Najah",1947.6,1681.0
"Au, Andrea S.",1445.4,557.89
"Audrino, Francesco",783.4,2156.3
"Avouyi-Dovi, Sanvi",2286.4,1662.3
"Avramov, Doron",457.52,84.395
"Axelson, Ulf",2527.0,1956.0
"Ayadi, Mohamed A.",1539.7,1099.9
"Aït-Sahalia, Yacine",1400.3,-558.85
"Bacidore, Jeffrey M.",-440.23,962.68
"Back, Kerry",956.29,-665.74
"Bae, Youngsoo",-1426.0,-1007.8
"Baele, Lieven",1014.8,-1643.2
"Bagella, Michele",564.6,-788.6
"Bailey, Warren",880.64,-408.18
"Baker, Malcolm P.",-26.393,120.69
"Bakshi, Gurdip S.",-336.33,-265.01
"Balakrishnan, Narayanaswamy",-377.4,-1901.3
"Balfoussia, Hiona",2172.6,-1445.3
"Bali, Turan G.",258.19,-348.95
"Ballestra, Luca Vincenzo",-1696.7,-1065.4
"Balvers, Ronald J.",-2084.4,-343.32
"Bandi, Federico M.",2227.4,256.32
"Banerjee, Prithviraj S.",1609.7,-1706.5
"Banerjee, Priyodorshi",-2268.0,987.0
"Banerjee, Suman",956.6,-897.57
"Banerji, Sanjay",1281.6,1910.9
"Bansal, Ravi",806.28,416.0
"Baptista, Alexandre M.",-1128.0,-795.24
"Barber, Brad M.",-1868.3,2017.5
"Barberis, Nicholas C.",-165.18,164.93
"Barkoulas, John T.",-239.4,2069.7
"Barnes, Michelle L.",-2103.6,-1206.7
"Barone-Adesi, Giovanni",854.6,2145.7
"Barros, Carlos P.",392.24,1736.4
"Bartram, So¨hnke M.",914.51,1047.9
"Baruch, Shmuel",927.1,-573.07
"Basak, Suleyman",-901.27,-288.37
"Bassett, Gilbert W.",185.33,2050.6
"Basu, Devraj",-1664.7,-39.447
"Bates, David S.",-2366.0,1082.0
"Bates, Thomas W.",859.7,-629.71
"Battalio, Robert H.",-383.3,980.18
"Bauer, Keldon J.",2431.6,-2281.3
"Bauer, Rob M.M.J.",-898.95,1133.6
"Baum, Christopher F.",-310.6,2080.3
"Baumann, Ursel",951.02,1659.9
"Beatty, Anne L.",1872.9,2113.0
"Bebchuk, Lucian A.",-2045.6,1301.3
"Beccalli, Elena",2496.0,-2433.0
"Becchetti, Leonardo",613.74,-762.51
"Beck, Thorsten",-97.968,400.65
"Becker, Bo",-728.0,-666.0
"Becker, Ralf",2167.9,-262.04
"Beetsma, Roel M.W.J.",2050.4,-408.68
"Beirlant, Jan",1974.6,2335.7
"Bekaert, Geert",783.28,579.35
"Belaire-Franch, Jorge",-1755.6,123.32
"Bell, Adrian R.",-1768.7,-799.45
"Belongia, Michael T.",-486.4,2221.7
"Beltratti, Andrea E.",-508.0,-2357.0
"Ben Omrane, Walid",-1759.6,2251.3
"Benet, Bruce A.",-1311.7,1917.6
"Benigno, Pierpaolo",2216.6,-1369.3
"Benzoni, Luca",1753.4,-43.292
"Bergendahl, Göran",133.74,-862.15
"Berger, Allen N.",18.144,260.59
"Bergman, Nittai K.",927.64,1796.6
"Bergstresser, Daniel",-145.81,833.34
"Berk, Jonathan B.",-1825.6,2099.3
"Berkman, Henk",-1927.3,-1915.5
"Berkowitz, Michael K.",1461.0,436.9
"Berlemann, Michael",-1968.6,66.32
"Bernanke, Ben S.",852.4,2232.3
"Bernardo, Antonio E.",1834.7,1523.5
"Bernhardt, Dan",26.07,811.04
"Berrada, Tony",-1467.7,232.21
"Berry, Tammy L.",-756.19,-464.78
"Bertocchi, Marida",-1336.9,1843.2
"Bertrand, Marianne",1174.2,-676.11
"Bessembinder, Hendrik",-804.43,690.21
"Betker, Brian L.",68.895,-1539.6
"Bettis, J. Carr",813.97,-495.65
"Bhagat, Sanjai",652.52,-160.16
"Bhanot, Karan",1114.2,-1009.3
"Bharath, Sreedhar T.",48.46,546.71
"Bianco, Magda",-250.37,1104.2
