node,positions
MEIR STATMAN,"(1304.2, 4859.1)"
MELISSA F LEWIS,"(3905.8, 874.63)"
MELVYN TEO,"(4278.6, 1854.1)"
MENACHEM BRENNER,"(736.55, 2540.4)"
MENGXIN ZHAO,"(2980.3, 258.0)"
MESSOD D BENEISH,"(3955.1, 838.0)"
MI-AE KIM,"(2080.7, 3834.6)"
MIA HINNERICH,"(119.29, 3798.0)"
MICAH S OFFICER,"(2756.4, 1872.8)"
MICHAEL A GOLDSTEIN,"(1828.4, 4940.4)"
MICHAEL AH DEMPSTER,"(5175.0, 4359.9)"
MICHAEL B ADAMS,"(3964.6, 1597.5)"
MICHAEL B DEVEREUX,"(1174.9, 4403.6)"
MICHAEL B GORDY,"(4055.8, 3554.5)"
MICHAEL BERLEMANN,"(788.54, 708.64)"
MICHAEL BIERBRAUER,"(1555.2, 1542.8)"
MICHAEL COLLINS,"(3148.9, 5078.0)"
MICHAEL D BORDO,"(3732.9, 628.64)"
MICHAEL D MCKENZIE,"(1668.5, 508.64)"
MICHAEL E FOSTER,"(3646.5, 4382.4)"
MICHAEL E FUERST,"(3829.2, 218.0)"
MICHAEL E STATEN,"(5099.8, 3638.0)"
MICHAEL EHRMANN,"(5038.8, 548.64)"
MICHAEL F GALLMEYER,"(2367.6, 3079.5)"
MICHAEL F THEOBALD,"(1762.4, 4298.8)"
MICHAEL FAULKENDER,"(3014.4, 4766.2)"
MICHAEL G HERTZEL,"(2750.9, 1925.0)"
MICHAEL HALLING,"(3386.8, 2410.8)"
MICHAEL J ALDERSON,"(609.39, 4398.0)"
MICHAEL J BRENNAN,"(5502.0, 1068.6)"
MICHAEL J COOPER,"(2788.0, 2516.5)"
MICHAEL J DUEKER,"(2151.8, 1083.6)"
MICHAEL J FISHMAN,"(2239.4, 3048.1)"
MICHAEL J FLEMING,"(5297.2, 3118.0)"
MICHAEL J SCHILL,"(2829.2, 2531.9)"
MICHAEL K BERKOWITZ,"(1828.1, 3698.0)"
MICHAEL K FUNG,"(1586.4, 5558.0)"
MICHAEL K SALEMI,"(175.54, 1318.0)"
MICHAEL KOETTER,"(3633.8, 2752.4)"
MICHAEL L LEMMON,"(4121.3, 2482.6)"
MICHAEL OSTROVSKY,"(5146.6, 3308.6)"
MICHAEL R KING,"(5619.5, 2758.0)"
MICHAEL R ROBERTS,"(4045.3, 2538.4)"
MICHAEL R WICKENS,"(1662.7, 5168.6)"
MICHAEL S HAIGH,"(3189.7, 5000.4)"
MICHAEL S JOHANNES,"(4523.5, 4838.0)"
MICHAEL S LONG,"(265.14, 1488.6)"
MICHAEL S PAGANO,"(3972.3, 1326.1)"
MICHAEL S PIWOWAR,"(2003.7, 5018.0)"
MICHAEL S WEISBACH,"(2391.9, 4589.9)"
MICHAEL SAGER,"(354.4, 2758.0)"
MICHAEL T BELONGIA,"(4198.3, 458.0)"
MICHAEL T KILEY,"(2367.7, 5578.0)"
MICHAEL T MELVIN,"(5340.3, 4218.0)"
MICHAEL W BRANDT,"(3279.8, 778.0)"
MICHAEL W MCCRACKEN,"(4746.6, 478.0)"
MICHAEL WEDOW,"(3725.2, 2881.3)"
MICHAEL WOODFORD,"(2844.6, 5498.0)"
MICHAEL ZABARANKIN,"(3621.9, 1738.0)"
MICHEL A HABIB,"(2367.4, 1146.2)"
MICHEL NORMANDIN,"(5122.7, 1248.6)"
MICHELE BAGELLA,"(3421.0, 2013.3)"
MICHELE LEONARDO BIANCHI,"(1569.4, 1378.0)"
MICHELE MORETTO,"(2895.5, 588.64)"
MICHELINE RENAULT,"(3998.8, 3672.6)"
MICHELLE L BARNES,"(3740.7, 5448.6)"
MICHELLE LOWRY,"(5415.7, 538.0)"
MIGUEL A FERREIRA,"(2214.0, 2137.3)"
MIGUEL A LEON-LEDESMA,"(3224.4, 3438.0)"
MIGUEL CASARES,"(147.09, 298.0)"
MIGUEL SOUSA LOBO,"(3202.7, 1058.0)"
MIHIR A DESAI,"(2492.6, 3174.9)"
MIKA PAJARINEN,"(3444.7, 1858.0)"
MIKA VAIHEKOSKI,"(294.9, 4198.0)"
MIKE BURKART,"(2458.0, 208.64)"
MIKHAIL CHERNOV,"(4474.2, 4874.6)"
MILES LIVINGSTON,"(4780.6, 986.14)"
MILTON HARRIS,"(579.94, 168.64)"
MIN QI,"(1542.1, 1918.0)"
MIN WEI,"(2985.6, 2130.4)"
MING DONG,"(2479.9, 2811.2)"
MING-HUA LIU,"(3292.7, 1375.0)"
MINGSHENG LI,"(947.85, 1558.0)"
MINH CHAU,"(4517.0, 963.63)"
MINSEOK YANG,"(1101.4, 4658.0)"
MIQUEL FAIG,"(911.11, 1906.2)"
MISSAKA WARUSAWITHARANA,"(5186.2, 3038.0)"
MITCHELL A PETERSEN,"(2990.5, 4698.0)"
MITCHELL CRAIG WARACHKA,"(4159.7, 3303.0)"
MOHAMED HOUKARI,"(2990.8, 798.0)"
MONICA PAIELLA,"(4085.8, 58.0)"
MONICA YANEZ,"(1418.2, 4318.0)"
MONIKA PIAZZESI,"(2767.0, 1078.0)"
MORRIS KNAPP,"(5364.8, 4740.4)"
MORTEN BENNEDSEN,"(4702.7, 879.93)"
MORTEN SORENSEN,"(4536.2, 78.0)"
MOSHE A MILEVSKY,"(1418.8, 5328.6)"
MOTOHIRO YOGO,"(1845.7, 1828.3)"
MP NARAYANAN,"(1642.2, 4746.2)"
MUKARRAM ATTARI,"(1490.2, 3258.0)"
MUKESH K CHAUDHRY,"(5329.2, 4678.0)"
MUNGO WILSON,"(401.55, 538.0)"
MURILLO CAMPELLO,"(3463.1, 3857.3)"
MURRAY CARLSON,"(2423.8, 2906.6)"
MYRON B SLOVIN,"(3249.8, 4578.0)"
NADA MORA,"(2585.6, 1798.0)"
NADIA MASSOUD,"(3368.2, 3553.8)"
NADINE GATZERT,"(2547.1, 5308.6)"
NAJAH ATTIG,"(4997.7, 2718.0)"
NANDA K RANGAN,"(3592.0, 3137.9)"
NANDINI GUPTA,"(1026.8, 3398.0)"
NAOMI LAMOREAUX,"(2980.1, 938.0)"
NARASIMHAN JEGADEESH,"(2402.8, 4518.0)"
NARAYAN Y NAIK,"(4261.8, 1779.3)"
NARAYANA R KOCHERLAKOTA,"(3923.6, 3128.6)"
NARJESS BOUBAKRI,"(2923.7, 658.0)"
NATALIA REISEL,"(2963.8, 4113.1)"
NATALIE Y OH,"(969.09, 3188.4)"
NATALYA VOLCHKOVA,"(2432.9, 3312.8)"
NATASHA BURNS,"(3260.1, 1950.8)"
NATHAN V STUART,"(3991.7, 887.35)"
NAVEEN D DANIEL,"(4051.0, 2302.6)"
NAVEEN KHANNA,"(1407.1, 3377.7)"
NCP EDIRISINGHE,"(4685.8, 5448.6)"
NEAL M STOUGHTON,"(3531.2, 2393.8)"
NEIL D PEARSON,"(4006.1, 2189.2)"
NELLIE LIANG,"(970.29, 805.77)"
NELSON C MARK,"(630.69, 1918.0)"
NENG WANG,"(2101.4, 3336.1)"
NENGJIU JU,"(3293.7, 3008.0)"
NIALL O SULLIVAN,"(4408.0, 3158.0)"
NIANYUN (KELLY) CAI,"(4448.6, 2481.3)"
NICHOLAS MOLLER,"(2047.9, 5378.0)"
NICHOLAS SARANTIS,"(5640.7, 3598.0)"
NICOLA CETORELLI,"(3131.8, 2686.0)"
NICOLAE B GARLEANU,"(2098.1, 4428.2)"
NICOLE BRANGER,"(4491.5, 4998.0)"
NIGEL W DUCK,"(330.5, 5018.0)"
NIHAT AKTAS,"(2049.5, 4564.6)"
NIKLAS J WESTELIUS,"(5000.7, 468.64)"
NIKLAS WAGNER,"(624.49, 1259.9)"
NIKOLAOS I PAPANIKOLAOU,"(4811.9, 3059.9)"
NIKOLAS TOPALOGLOU,"(1858.3, 1472.4)"
NIKOS K NOMIKOS,"(826.28, 2258.0)"
NIKUNJ KAPADIA,"(1991.4, 4318.0)"
NING TANG,"(5098.2, 1427.4)"
NING ZHU,"(2854.8, 2749.0)"
NIR JAIMOVICH,"(430.5, 5178.0)"
NISAN LANGBERG,"(3867.7, 58.0)"
NISHAD KAPADIA,"(4313.4, 2938.6)"
NISHANT DASS,"(2208.9, 1950.3)"
NITTAI K BERGMAN,"(4735.1, 2786.2)"
NOBUYOSHI YAMORI,"(1857.0, 378.0)"
NORBERT J JOBST,"(1945.6, 1517.9)"
NORIO HIBIKI,"(68.244, 5018.0)"
NORMAN LOAYZA,"(4473.9, 4618.0)"
NORMAN R SWANSON,"(4150.5, 298.0)"
NORMAN SCHUERHOFF,"(1432.1, 3077.6)"
NORMAN STRONG,"(4473.6, 5478.0)"
NORVALD INSTEFJORD,"(1787.9, 138.0)"
NUNO FERNANDES,"(2300.1, 2133.5)"
ODED PALMON,"(1189.9, 1505.1)"
OHAD KADAN,"(5450.2, 5188.6)"
OISTEIN ROISLAND,"(2831.6, 5578.0)"
OLEG KORENOK,"(4079.3, 308.64)"
OLEG ZAMULIN,"(5557.3, 468.64)"
OLENA HAVRYLCHYK,"(5604.6, 2378.0)"
OLIVER HULSEWIG,"(1651.6, 919.93)"
OLIVER X CHEN,"(397.99, 628.64)"
OLIVER ZHEN LI,"(5351.2, 238.0)"
OLIVIER DE JONGHE,"(4038.8, 1038.0)"
OLIVIER J BLANCHARD,"(950.35, 5398.0)"
OLIVIER SCAILLET,"(5489.4, 5098.0)"
OLIVIER VIGNERON,"(4585.9, 1758.0)"
OLUBUNMI FALEYE,"(194.89, 2878.0)"
OMRANE GUEDHAMI,"(840.09, 5248.6)"
ORANEE TAWATNUNTACHAI,"(2993.2, 3148.6)"
ORLIN DIMITROV,"(2732.6, 2356.9)"
ORLY SADE,"(3971.5, 2419.3)"
OTTO RANDL,"(3449.2, 2353.1)"
OWEN A LAMONT,"(4354.4, 1418.0)"
OYVIND EITRHEIM,"(4090.3, 388.64)"
OYVIND NORLI,"(470.69, 4598.0)"
OZGUR B KAN,"(5632.5, 5498.0)"
P JEAN-JACQUES HERINGS,"(3961.8, 760.41)"
PA FORSYTH,"(787.58, 998.0)"
PABLO DE ANDRES,"(5251.0, 2788.6)"
PABLO VILLAPLANA,"(1089.1, 2738.2)"
PADMA KADIYALA,"(2846.9, 2646.1)"
PALANI-RAJAN KADAPAKKAM,"(4960.4, 1748.6)"
PANKAJ K JAIN,"(3462.2, 1158.0)"
PANOS K POULIASIS,"(861.9, 2320.4)"
PAOLA SAPIENZA,"(2494.7, 3337.6)"
PAOLO FULGHIERI,"(529.04, 468.64)"
PAOLO MAURO,"(2341.6, 5418.0)"
PAOLO PASQUARIELLO,"(1748.5, 5248.6)"
PAOLO VANINI,"(4391.3, 2013.3)"
PAOLO VERZELLA,"(5107.7, 5368.6)"
PASCAL J MAENHOUT,"(3421.2, 3312.7)"
PASCAL ST-AMOUR,"(5193.9, 1238.0)"
PASQUALE DELLA CORTE,"(1958.9, 1158.0)"
PATRICIA L CHELLEY-STEELEY,"(4182.3, 5038.0)"
PATRICIA M DANZON,"(1221.4, 3478.0)"
PATRICK BEHR,"(1111.5, 3738.0)"
PATRICK BOLTON,"(2832.9, 3270.0)"
PATRICK CHERIDITO,"(1302.1, 4054.3)"
PATRICK DE FONTNOUVELLE,"(2934.5, 1214.6)"
PATRICK HONOHAN,"(194.89, 658.0)"
PATRICK J KEHOE,"(3506.2, 578.0)"
PATRICK J LARKIN,"(3529.7, 4558.0)"
PATRICK VAN CAYSEELE,"(5090.0, 2458.0)"
PATRIK SANDAS,"(1341.5, 2999.1)"
PAUL A GOMPERS,"(1866.7, 2438.0)"
PAUL A GROUT,"(2058.3, 5458.0)"
PAUL A LAUX,"(2252.1, 2204.1)"
PAUL A SMITH,"(837.87, 779.91)"
PAUL BROCKMAN,"(5333.4, 4880.4)"
PAUL C TETLOCK,"(984.49, 979.93)"
PAUL DRYBURGH,"(4516.7, 3192.9)"
PAUL EHLING,"(578.45, 698.0)"
PAUL EMBRECHTS,"(529.04, 5019.9)"
PAUL FENN,"(4819.1, 5092.3)"
PAUL GLASSERMAN,"(663.0, 2398.0)"
PAUL H SCHULTZ,"(3144.5, 4218.0)"
PAUL J IRVINE,"(411.49, 2599.9)"
PAUL JM KLUMPES,"(4858.3, 5058.0)"
PAUL MIZEN,"(590.69, 2678.0)"
PAUL OYER,"(1419.8, 5488.6)"
PAUL POVEL,"(2061.9, 2872.8)"
PAUL S CALEM,"(4042.3, 3601.9)"
PAUL SENGMULLER,"(2949.7, 1611.5)"
PAULA LOPES,"(89.544, 2238.0)"
PAULINE HARDEE,"(4046.4, 228.64)"
PAULINE M SHUM,"(867.09, 1963.5)"
PAULO M GAMA,"(2167.3, 2209.0)"
PAVEL A STOIMENOV,"(5459.0, 1578.0)"
PEDRO MATOS,"(2169.7, 2066.6)"
PEDRO SANTA-CLARA,"(4286.9, 3738.0)"
PEGARET PICHLER,"(849.04, 4419.9)"
PER A MYKLAND,"(348.55, 2458.0)"
PER OSTBERG,"(5669.5, 3758.0)"
PER STROMBERG,"(3207.6, 638.0)"
PETER B HENRY,"(958.64, 3523.5)"
PETER BACKE,"(4953.1, 138.0)"
PETER CHANG,"(4270.3, 5167.4)"
PETER CHEN,"(1247.6, 2181.1)"
PETER CSOKA,"(3889.5, 759.93)"
PETER D SPENCER,"(5647.1, 3678.0)"
PETER DE GOEIJ,"(1592.5, 3770.1)"
PETER F CHRISTOFFERSEN,"(4602.2, 3814.6)"
PETER FELDHUTTER,"(4383.4, 178.0)"
PETER H RITCHKEN,"(5330.2, 638.0)"
PETER HECHT,"(1669.5, 1638.3)"
PETER HOWITT,"(295.39, 2688.6)"
PETER KIEN PHAM,"(1778.3, 3414.5)"
PETER L ROUSSEAU,"(2246.0, 218.0)"
PETER LENK,"(5523.7, 248.64)"
PETER LOCHTE JORGENSEN,"(5507.4, 2298.0)"
PETER M DEMARZO,"(2326.8, 3059.4)"
PETER MACKAY,"(4430.7, 2294.8)"
PETER N IRELAND,"(4127.1, 468.64)"
PETER NIGRO,"(3846.4, 3509.8)"
PETER NORMAN SORENSEN,"(1187.4, 5028.6)"
PETER P CARR,"(3228.4, 2895.4)"
PETER R LOCKE,"(5537.3, 608.64)"
PETER TUFANO,"(3032.4, 2511.2)"
PETER W DUCK,"(1827.7, 1084.0)"
PETKO S KALEV,"(924.48, 3245.8)"
PETRI SAHLSTROM,"(1525.4, 1095.3)"
PHELIM P BOYLE,"(3075.6, 3753.4)"
PHILIP E STRAHAN,"(3049.4, 2702.4)"
PHILIP HARDWICK,"(3940.6, 1543.8)"
PHILIP K GRAY,"(1705.8, 4166.8)"
PHILIP MOLYNEUX,"(3966.1, 1199.6)"
PHILIP PROTTER,"(4207.8, 3278.0)"
PHILIPP HARTMANN,"(4681.7, 2178.0)"
PHILIPP JOSTARNDT,"(775.2, 918.0)"
PHILIPPE AGHION,"(2393.4, 2502.5)"
PHILIPPE BACCHETTA,"(5263.3, 1728.6)"
PHILIPPE JORION,"(842.6, 4746.2)"
PHILIPPE ROUS,"(814.09, 2654.6)"
PIERFEDERICO ASDRUBALI,"(744.65, 2818.0)"
PIERPAOLO BENIGNO,"(1505.9, 4252.9)"
PIERRE COLLIN-DUFRESNE,"(4655.1, 2598.0)"
PIERRE GIOT,"(3138.1, 4298.0)"
PIERRE L SIKLOS,"(2305.0, 5198.0)"
PIERRE MELLA-BARRAL,"(2391.5, 1078.0)"
PIERRE PICARD,"(774.75, 1620.4)"
PIERRE-OLIVIER WEILL,"(4449.2, 838.0)"
PIET SERCU,"(5539.8, 4228.6)"
PIETER KLAASSEN,"(2549.0, 5468.6)"
PIETRO ALESSANDRINI,"(1036.8, 1360.4)"
PIETRO GARIBALDI,"(711.0, 5478.0)"
PIETRO VERONESI,"(1511.4, 2689.6)"
PIM VAN VLIET,"(3137.0, 3037.4)"
PING HE,"(2665.5, 3258.0)"
PING WANG,"(1566.5, 4967.4)"
POONAM GUPTA,"(3738.3, 3302.8)"
PORNSIT JIRAPORN,"(1035.1, 4498.0)"
PRACHI DEUSKAR,"(2518.2, 2082.1)"
PRAVEEN KUMAR,"(4178.0, 4532.6)"
PRITHVIRAJ S BANERJEE,"(1194.4, 3198.0)"
Q FAROOQ AKRAM,"(4161.6, 378.0)"
QI CHEN,"(2773.5, 1689.0)"
QIAN SUN,"(2900.3, 3060.4)"
QIANG DAI,"(4192.8, 1938.0)"
QIANG ZHANG,"(2832.1, 2118.0)"
QIAO YU,"(2828.1, 3059.9)"
QINGHAI WANG,"(4419.1, 2277.9)"
QIONGBING WU,"(1638.0, 3502.4)"
QUY-TOAN DO,"(5499.7, 2078.0)"
R ANTON BRAUN,"(323.19, 4528.6)"
R TODD SMITH,"(2886.9, 4502.0)"
R TYRRELL ROCKAFELLAR,"(3584.8, 1793.0)"
RADHAKRISHNAN GOPALAN,"(2491.9, 3839.6)"
RADIM BOHACEK,"(1361.9, 1198.0)"
RAFAEL ELDOR,"(829.09, 2058.0)"
RAFAEL LA PORTA,"(1293.4, 3871.3)"
RAFAEL LOPEZ DEL PASO,"(3263.1, 3632.7)"
RAGHAVENDRA RAU,"(2896.5, 2622.2)"
RAGHURAM G RAJAN,"(3619.2, 3443.1)"
RAINER JANKOWITSCH,"(1491.2, 1772.0)"
RAINER PULLIRSCH,"(1433.6, 1724.9)"
RAJARISHI NAHATA,"(174.89, 5338.0)"
RAJDEEP PATGIRI,"(2178.0, 1912.3)"
RAJDEEP SENGUPTA,"(5616.8, 2458.0)"
RAJDEEP SINGH,"(1999.2, 2868.5)"
RAJEEV DHAWAN,"(3530.5, 158.0)"
RAJEEV SINGHAL,"(704.49, 1839.9)"
RAJESH P NARAYANAN,"(3600.4, 3223.0)"
RAJNA GIBSON,"(2606.6, 1295.3)"
RALF BECKER,"(4027.1, 5260.4)"
RALITSA PETKOVA,"(3472.7, 4001.1)"
RALPH A WALKLING,"(1433.3, 538.0)"
RALPH DE HAAS,"(5415.9, 3618.0)"
RALPH SJ KOIJEN,"(3243.2, 839.93)"
RAMAN UPPAL,"(3005.0, 3693.6)"
RAMANA SONTI,"(1463.2, 3410.3)"
RAN WEI,"(1256.4, 1942.0)"
RANDALL A HERON,"(1325.2, 2752.2)"
RANDALL MORCK,"(2816.0, 3881.7)"
RANDALL S KROSZNER,"(3484.8, 3434.1)"
RANDALL THOMAS,"(2888.2, 1808.0)"
RANGARAJAN K SUNDARAM,"(5031.9, 4468.6)"
RANJAN D'MELLO,"(3600.8, 4568.4)"
RAOUL MINETTI,"(4769.3, 3206.2)"
RAPHAEL AMIT,"(5090.0, 378.0)"
RASMUS FATUM,"(3272.0, 3552.6)"
RAVI JAGANNATHAN,"(397.5, 5098.0)"
RAYMOND FISMAN,"(2877.8, 4838.0)"
RE-JIN GUO,"(422.24, 1338.0)"
REBECCA HELLERSTEIN,"(232.44, 3478.0)"
REBECCA ZARUTSKIE,"(222.69, 4658.0)"
REBEL A COLE,"(1642.2, 3446.1)"
REENA AGGARWAL,"(3553.9, 3560.4)"
REINT GROPP,"(5233.3, 4538.0)"
REN-RAW CHEN,"(1132.5, 1494.0)"
RENATA MANSINI,"(4207.1, 680.41)"
RENE FERLAND,"(4396.7, 5288.6)"
RENE GARCIA,"(5169.5, 5179.9)"
RENE M STULZ,"(4288.4, 2381.3)"
RENEE B ADAMS,"(4619.6, 5358.0)"
REUVEN LEHAVY,"(1154.8, 2818.0)"
REX THOMPSON,"(3888.1, 4035.6)"
REZA MAHANI,"(3288.6, 3932.6)"
REZAUL KABIR,"(1735.4, 2923.7)"
RICARDO DE OLIVEIRA CAVALCANTI,"(4047.7, 1749.1)"
RICARDO J CABALLERO,"(4531.1, 1888.7)"
RICCARDO CALCAGNO,"(1691.2, 3098.0)"
RICCARDO COLACITO,"(4362.8, 1027.4)"
RICHARD C GREEN,"(1481.1, 3028.6)"
RICHARD CK BURDEKIN,"(3832.4, 4617.2)"
RICHARD D PHILLIPS,"(4658.0, 4246.1)"
RICHARD DENNIS,"(845.14, 408.64)"
RICHARD FRIBERG,"(5257.8, 3378.0)"
RICHARD J HERRING,"(2580.6, 2893.8)"
RICHARD J ROSEN,"(3718.5, 3557.1)"
RICHARD J SULLIVAN,"(3262.9, 518.0)"
RICHARD J SWEENEY,"(3796.7, 3654.2)"
RICHARD K LYONS,"(5364.2, 3198.0)"
RICHARD L SMITH,"(4972.2, 4538.0)"
RICHARD ROLL,"(2656.0, 2947.8)"
RICHARD S WARR,"(5048.5, 4220.4)"
RICHARD SIMPER,"(846.14, 4218.0)"
RICHARD STANTON,"(453.59, 388.64)"
RICHARD STARTZ,"(696.05, 3180.4)"
RICHARD TAFFLER,"(4391.0, 348.64)"
RICHMOND D MATHEWS,"(1735.7, 2290.8)"
RIDA ZAIDI,"(3638.8, 3523.8)"
RIENTS GALEMA,"(2563.0, 5018.0)"
RITA L DECCLESIA,"(1513.3, 338.0)"
ROBERT A CONNOLLY,"(2244.6, 4979.9)"
ROBERT A JARROW,"(4235.2, 3342.0)"
ROBERT A KORAJCZYK,"(1928.5, 4173.4)"
ROBERT A MILLER,"(1349.7, 2943.7)"
ROBERT A VAN NESS,"(2283.1, 1453.6)"
ROBERT A WOOD,"(3449.5, 1244.0)"
ROBERT BH HAUSWALD,"(3864.3, 3293.1)"
ROBERT C MERTON,"(4453.6, 4548.1)"
ROBERT CULL,"(2930.8, 974.63)"
ROBERT DEYOUNG,"(3793.0, 3534.1)"
ROBERT E CARPENTER,"(4186.6, 4698.0)"
ROBERT E CHATFIELD,"(3264.6, 4718.2)"
ROBERT E CUMBY,"(1362.4, 4181.7)"
ROBERT F DITTMAR,"(2421.6, 4071.7)"
ROBERT F ENGLE,"(3926.6, 3866.1)"
ROBERT F WHITELAW,"(3906.0, 2616.2)"
ROBERT G KING,"(2653.7, 3478.4)"
ROBERT G TOMPKINS,"(1442.0, 348.64)"
ROBERT H BATTALIO,"(3352.3, 2217.6)"
ROBERT H JENNINGS,"(3279.1, 2238.5)"
ROBERT J HODRICK,"(3072.4, 2229.0)"
ROBERT J TETLOW,"(4332.5, 5398.0)"
ROBERT KOSOWSKI,"(4331.5, 1812.5)"
ROBERT L KIESCHNICK,"(2285.7, 1529.3)"
ROBERT L KIMMEL,"(1246.5, 4007.4)"
ROBERT LENSINK,"(629.55, 2180.4)"
ROBERT MARQUEZ,"(3793.9, 3350.5)"
ROBERT NOVY-MARX,"(5602.7, 3518.0)"
ROBERT R REED,"(559.29, 4008.6)"
ROBERT S GOLDSTEIN,"(4624.0, 2558.0)"
ROBERT S HUDSON,"(5571.2, 4798.0)"
ROBERT SAVICKAS,"(3887.7, 2757.2)"
ROBERT STINE,"(1604.8, 2129.1)"
ROBERT T DAIGLER,"(3452.1, 5080.4)"
ROBERT VAN ORDER,"(3418.8, 78.0)"
ROBERT W FAFF,"(1716.9, 4240.9)"
ROBERTO C GUTIERREZ,"(4731.1, 408.64)"
ROBERTO M BILLI,"(4667.1, 248.64)"
ROBERTO RIGOBON,"(3834.0, 1950.2)"
ROBERTO TAMBORINI,"(2966.8, 578.0)"
ROBIN GREENWOOD,"(2597.5, 5538.0)"
ROBIN K CHOU,"(4894.1, 3894.6)"
ROC ARMENTER,"(119.94, 4858.0)"
ROCCO R HUANG,"(2683.2, 4558.0)"
ROCHESTER H CAHAN,"(4732.5, 4478.0)"
RODNEY D BOEHME,"(4217.8, 4583.5)"
RODNEY W STRACHAN,"(602.38, 4258.0)"
ROGER K LOH,"(229.54, 3948.6)"
ROGER M STEIN,"(610.0, 1478.0)"
ROHAN WILLIAMSON,"(4356.5, 2441.3)"
ROLAND NILSSON,"(467.09, 78.0)"
ROMAIN RANCIERE,"(4497.7, 4687.4)"
ROMAN INDERST,"(848.4, 4140.4)"
RON BORZEKOWSKI,"(5039.8, 698.0)"
RON KANIEL,"(2411.8, 3025.6)"
RONALD A RATTI,"(3152.7, 5280.4)"
RONALD GIAMMARINO,"(2335.1, 2885.0)"
RONALD J BALVERS,"(4494.4, 418.0)"
RONALD W MASULIS,"(2834.9, 2339.7)"
RONEL ELUL,"(3465.0, 1078.0)"
RONG CHEN,"(375.06, 4800.4)"
RONG WANG,"(3058.3, 4823.6)"
RONGLI YUAN,"(3856.7, 1518.0)"
RONI MICHAELY,"(3979.4, 2517.0)"
RONNIE SADKA,"(2013.8, 4149.9)"
ROSITA P CHANG,"(5048.8, 1464.0)"
ROSS LEVINE,"(3570.3, 3339.5)"
ROSSEN VALKANOV,"(2252.8, 2522.0)"
ROY KOUWENBERG,"(3534.9, 4481.7)"
RUBENS PENHA CYSNE,"(1528.5, 138.0)"
RUBY P KISHAN,"(4818.0, 5368.6)"
RUDI VANDER VENNET,"(4007.8, 998.0)"
RUDIGER KIESEL,"(1145.3, 2608.4)"
RUI ALBUQUERQUE,"(2048.7, 3274.4)"
RUI YAO,"(3981.3, 2838.0)"
RUSS WERMERS,"(2618.5, 2733.5)"
RUSTAM IBRAGIMOV,"(5351.8, 2858.0)"
RUXANDRA PRODAN,"(813.75, 318.0)"
RYAN TALIAFERRO,"(2482.2, 2513.8)"
RYUICHI NAKAGAWA,"(2542.2, 618.0)"
S ABRAHAM RAVID,"(2976.5, 4037.7)"
S ALEXANDER,"(3760.5, 2446.0)"
S BORAGAN ARUOBA,"(5160.7, 78.0)"
S GHON RHEE,"(5061.6, 1378.0)"
SABRI BOUBAKER,"(2587.1, 468.64)"
SAEED AL-MUHARRAMI,"(4586.8, 3338.0)"
SAHN-WOOK HUH,"(2639.1, 2917.6)"
SAIYID S ISLAM,"(877.99, 2398.0)"
SAIYING (ESTHER) DENG,"(4086.6, 1417.3)"
SALVATORE NISTICO,"(4810.0, 558.0)"
SAMANTHA SIN,"(1732.1, 4098.0)"
SAMI TORSTILA,"(4770.9, 3538.0)"
SAMUEL B THOMPSON,"(1809.1, 1693.2)"
SAMUEL G HANSON,"(3268.5, 1662.9)"
SAMUEL H SZEWCZYK,"(559.46, 2320.4)"
SAMULI KNUPFER,"(4703.8, 3566.1)"
SAN-LIN CHUNG,"(4184.0, 3094.0)"
SANDEEP DAHIYA,"(3516.5, 3584.8)"
SANDEEP NABAR,"(4752.3, 4918.0)"
SANDRA PATERLINI,"(2054.9, 1637.1)"
SANDRO BRUSCO,"(5284.5, 2388.6)"
SANDRO C ANDRADE,"(4373.2, 3578.0)"
SANDY KLASA,"(4106.7, 4100.7)"
SANDY LAI,"(1661.7, 1979.3)"
SANGKYUN PARK,"(3305.0, 2756.7)"
SANJAY BANERJI,"(5091.5, 978.0)"
SANJIV R DAS,"(1969.5, 4394.4)"
SANTIAGO CARBO-VALVERDE,"(3333.1, 3603.7)"
SANVI AVOUYI-DOVI,"(5439.4, 4528.6)"
SARA B MOELLER,"(4344.7, 2320.7)"
SARA CARTER,"(959.53, 3067.4)"
SASCHA WILKENS,"(5387.7, 1588.6)"
SASSON BAR-YOSEF,"(1135.5, 1435.4)"
SATOSHI SHIMIZUTANI,"(5188.5, 1888.6)"
SATTAR A MANSI,"(4138.1, 3966.8)"
SCOTT E HARRINGTON,"(1247.9, 3545.8)"
SCOTT E HEIN,"(1516.4, 5398.0)"
SCOTT GIBSON,"(3645.0, 1298.0)"
SCOTT I WHITE,"(3991.5, 5198.0)"
SCOTT J WEISBENNER,"(900.99, 778.0)"
SCOTT M WEINER,"(3122.9, 1697.7)"
SCOTT RICHARDSON,"(2486.8, 2846.5)"
SCOTT SCHAEFER,"(1491.0, 5478.0)"
SEAN CLEARY,"(91.494, 5258.0)"
SEBASTIAN EDWARDS,"(665.29, 3768.6)"
SEBASTIEN POUGET,"(194.89, 1858.0)"
SEEMA PISSARIS,"(2821.2, 5179.9)"
SELALE TUZEL,"(2758.5, 1149.3)"
SELIM TOPALOGLU,"(4297.2, 2198.1)"
SELVA DEMIRALP,"(3827.1, 5348.6)"
SEMIH TARTAROGLU,"(2162.2, 378.0)"
