node,x,y
"ASQUITH, PAUL",-511.22,-864.2
"Acharya, Viral V.",1253.8,-300.84
"Ackert, Lucy F.",-1747.4,1925.7
"Adams, Renée Birgit",920.03,1316.1
"Adams, Robert M.",-1500.1,1430.0
"Agarwal, Vikas",1398.0,-232.1
"Aggarwal, Rajesh K.",-166.6,1792.3
"Aggarwal, Reena",710.57,646.92
"Agrawal, Deepak",562.16,-697.78
"Aguerrevere, Felipe L.",416.0,-2106.0
"Ahn, Dong Hyun",-87.585,100.87
"Ahn, HeeJoon",1745.3,-144.0
"Ahn, Seoungpil",115.1,631.64
"Aivazian, Varouj A.",-1734.7,1583.6
"Akhigbe, Aigbe O.",-873.12,858.46
"Alexander, Carol O.",-2041.0,594.0
"Ali, Ashiq",1541.7,1843.5
"Allayannis, George",780.68,609.34
"Allen, Franklin",1071.2,1044.7
"Allen, Linda",-445.53,90.42
"Almazan, Andres",841.04,-206.84
"Almeida, Heitor V.",890.63,1244.6
"Alti, Aydoǧan",-2152.0,1656.0
"Altinkiliç, Oya",1262.6,1979.7
"Altman, Edward I.",-1271.3,-237.4
"Amato, Jeffery D.",1713.4,1918.3
"Amel, Dean F.",1719.3,-1584.0
"Amihud, Yakov",986.36,188.86
"Ammann, Manuel",1444.7,1717.5
"Anari, Ali",-1050.8,-718.2
"Andersen, Torben M.",1959.4,1000.3
"Anderson, Christopher W.",295.94,331.96
"Anderson, Dwight C.",-1023.3,-140.58
"Anderson, Evan W.",-736.86,-778.04
"Anderson, Ronald C.",399.52,-205.23
"Andersson, Magnus",-174.4,1907.7
"Andricopoulos, Ari D.",1618.3,-846.0
"Andrés, Javier",288.53,1184.5
"Ang, Andrew",-54.323,-94.687
"Ang, James",-1951.4,-1548.3
"Angel, James J.",1819.9,79.96
"Angelini, Paolo",-1803.4,143.68
"Angeloni, Ignazio",-1065.0,-1444.6
"Annaert, Jan",108.33,-1710.4
"Antweiler, Werner",-1254.6,396.39
"Aoki, Kosuke",-1546.1,403.96
"Apel, Mikael",-1566.7,737.55
"Arping, Stefan",-135.0,-2214.0
"Arslanalp, Serkan",-572.26,1512.5
"Aruoba, S. Boraǧan",-1160.6,-1843.7
"Aruǧaslan, Onur",-105.3,-1014.8
"Aste, Tomaso",-33.06,1718.0
"Atanasov, Vladimir",2241.0,1908.0
"Atanasova, Christina V.",-1775.6,-1573.7
"Athanassakos, George",-1818.6,1936.3
"Attari, Mukarram",34.156,1242.1
"Au, Andrea S.",-532.33,-935.98
"Audrino, Francesco",1985.6,1367.7
"Avery, Robert B.",428.16,1332.1
"Avramov, Doron",1817.0,-2196.0
"Ayadi, Mohamed A.",607.4,-1403.6
"Ayers, Benjamin C.",1786.9,-208.04
"Ayuso, Juan",-219.71,-1440.0
"Aït-Sahalia, Yacine",612.3,1315.9
"Bacidore, Jeffrey M.",1375.5,-737.26
"Baek, Jaeseung",1094.3,-1674.4
"Bailey, Warren",65.802,-1235.7
"Baker, Malcolm P.",-950.42,-1062.1
"Bakshi, Gurdip S.",1291.1,468.4
"Balakrishnan, Narayanaswamy",1053.6,-54.32
"Bali, Turan G.",1633.0,463.35
"Baliga, Sandeep",2156.4,1522.3
"Ball, Laurence M.",-373.65,1544.6
"Banasik, John",888.4,-1933.7
"Banerjee, Priyodorshi",-218.0,-2124.0
"Banerji, Sanjay",-654.38,-1296.1
"Bange, Mary M.",1294.4,1846.3
"Bansal, Ravi",10.971,62.427
"Barberis, Nicholas C.",-990.67,-954.61
"Barclay, Michael J.",-390.62,660.54
"Barnes, Colleen",1756.0,-1534.6
"Barone-Adesi, Giovanni",1914.4,1378.3
"Barrios, Víctor E.",-1785.4,-1044.3
"Barron, John M.",195.4,2044.3
"Barron, Orie E.",-1677.4,1115.7
"Barry, Christopher B.",-148.98,-1155.1
"Barth, James R.",527.94,384.83
"Bartholdy, Jan",-436.35,1188.4
"Bartolini, Leonardo",-1503.3,-82.513
"Basak, Suleyman",1009.0,-2196.0
"Bass, Richard F.",-1748.4,-1314.3
"Bates, Thomas W.",244.11,-207.54
"Batini, Nicoletta",-1806.4,1043.7
"Battalio, Robert H.",1308.2,-794.63
"Bauer, Paul W.",-1572.3,1429.5
"Bauer, Rob M.M.J.",-519.06,1790.0
"Bauer, Wolfgang",2142.4,406.32
"Bayless, Mark E.",378.4,-2023.7
"Beatty, Anne L.",-1585.1,133.96
"Bebchuk, Lucian A.",1810.4,2008.3
"Beccalli, Elena",-2132.0,-1980.0
"Becchetti, Leonardo",2108.6,1997.7
"Becher, David A.",260.33,269.55
"Beck, Thorsten",661.52,418.53
"Beetsma, Roel M.W.J.",806.6,-1728.3
"Beine, Michel",2294.0,1980.0
"Bekaert, Geert",-2.9358,-77.525
"Belaire-Franch, Jorge",-1514.6,-1573.7
"Beltratti, Andrea E.",-693.0,2196.0
"Benati, Luca",-34.0,540.0
"Benhabib, Jess",1835.9,1772.0
"Bennett, James A.",235.29,-525.42
"Benninga, Simon Z.",-1640.4,-666.32
"Benston, George J.",-784.65,-1476.0
"Benveniste, Lawrence M.",-942.49,522.42
"Berger, Allen N.",596.25,542.36
"Berk, Jonathan B.",1528.2,-1061.9
"Berkman, Henk",-1207.9,166.21
"Berkovitch, Elazar",-1833.4,413.68
"Bernanke, Ben S.",1441.4,1918.3
"Bernardo, Antonio E.",-255.27,43.487
"Bernhardt, Dan",1184.8,-954.95
"Bertola, Giuseppe",-1466.7,-144.45
"Bessembinder, Hendrik",1639.6,-1674.3
"Bettis, J. Carr",267.75,-233.08
"Bhabra, Harjeet Singh",-208.75,1470.2
"Bhagat, Sanjai",-705.11,1132.8
"Bhanot, Karan",-2170.0,1854.0
"Bharadwaj, Anu",874.28,102.43
"Bhattacharya, Utpal",1827.0,2178.0
"Bianco, Magda",-1140.7,255.77
"Billett, Matthew T.",1018.9,382.73
