node,x,y
"A. Sullivan, Michael A.",166.0,432.0
ABBOTT KELLER,158.55,-76.75
ADAM APTER,-178.74,22.111
ADAM DUNSBY,-112.43,-92.781
AJ SENCHACK,208.98,-187.03
ALAN FRAGEN,204.02,-139.01
ALAN KIMCHE,745.53,-365.53
ALBERT HERMALIN,126.78,-340.18
ALEJANDRO BERUETE,74.05,-240.73
ALEX HUMER,-47.661,-366.7
ALEXANDRE AGANINE,52.781,-258.57
ALFONSO GUERRA,-31.236,-442.85
ALFRED BUHLER,-225.01,120.51
ALI MUTLU,-220.5,238.64
ALLAN EVERHART,119.96,-290.18
ALLEN HUFFMAN,180.06,23.898
AMY CHAN,-115.88,52.82
ANAND GUPTA,162.94,-84.148
ANASTASIOS ANASTASOPOULOS,114.49,210.38
ANDRAS LOEFFLER,-110.07,136.37
ANNE FROBERG,-112.7,-347.54
ARNOLD JUSTER,-170.35,-75.426
ART SNOW,189.0,147.85
ARTHUR MEZHLUMIAN,-8.5452,115.6
"Aadland, David M.",59.258,-255.21
"Aarstol, Michael P.",-399.93,-80.223
"Abarbanell, Jeffery S.",-79.691,10.221
"Abel, Andrew B.",5.4445,99.017
"Abhyankar, Abhay H.",-756.4,960.68
"Aboody, David",-45.36,-48.159
"Abrevaya, Jason",-83.799,-162.43
"Abu-Mostafa, Yaser S.",-55.129,137.72
"Acharya, Viral V.",-51.608,-57.473
"Ackermann, Carl",93.938,-113.79
"Ackert, Lucy F.",286.91,36.458
"Adam, Tim R.",149.2,-187.64
"Adams, Mike B.",679.72,178.53
"Adams, Robert M.",-247.13,-303.68
"Adler, Barry E.",-216.61,-120.01
"Admati, Anat R.",-31.539,-76.147
"Advani, Asheesh",-87.622,-1.5212
"Affleck-Graves, John F.",133.11,-30.792
"Aggarwal, Rajesh K.",22.82,-210.54
"Aggarwal, Reena",59.211,-86.029
"Aghion, Philippe",-134.54,-94.185
"Agrawal, Anup",-22.05,-185.36
"Agrawal, Deepak",161.68,137.26
"Agénor, Pierre Richard",77.186,-366.18
"Ahmed, Anwer S.",-21.797,-289.63
"Ahmed, Parvez",-242.28,165.21
"Ahn, Dong Hyun",-13.703,-83.939
"Ahn, HeeJoon",56.085,18.315
"Ailawadi, Kusum L.",153.66,-158.04
"Aitken, Michael J.",347.72,66.924
"Akerlof, George A.",-169.72,-414.82
"Akhavein, Jalal D.",-150.55,-242.79
"Akhigbe, Aigbe O.",-368.88,677.25
"Al-Jazzaf, Mahdy I.",156.9,-116.53
"Al-Suhaibani, Mohammad I.",151.44,194.29
"Alam, Ila M Semenick",-152.44,-249.09
"Albuquerque, Rui",80.061,74.316
"Alexander, Gordon J.",-45.849,13.896
"Allayannis, George",99.978,-137.04
"Allen, Franklin",-14.681,-71.632
"Allen, Jeffrey W.",158.34,-178.14
"Allen, Linda",276.92,-194.35
"Allen, William A.",14.895,-298.04
"Almazan, Andres",-178.11,-99.526
"Almeida, Alvaro Santos",221.6,144.96
"Altig, David E.",-276.25,-83.159
"Altinkiliç, Oya",56.122,-168.45
"Altman, Edward I.",8.7151,-134.5
"Altonji, Joseph G.",-173.32,117.74
"Altunbaş, Yener",-146.46,184.4
"Alvarez, Fernando E.",-3.4667,-169.84
"Amato, Amedeo",-826.6,465.32
"Amel, Dean F.",-45.372,-393.34
"Amemiya, Takeshi",169.55,42.495
"Amihud, Yakov",37.937,-52.534
"Amin, Kaushik I.",15.315,82.329
"Amin, Magdi",-141.08,12.276
"Ammer, John",-211.03,34.777
"Amoako-Adu, Ben",250.1,135.28
"Anand, Bharat N.",-174.21,-133.3
"Anandarajan, Asokan A.",-112.02,-373.87
"Andersen, Leif B.G.",-0.93328,124.67
"Andersen, Torben G.",36.567,35.471
"Anderson, Christopher W.",12.344,-143.21
"Anderson, Richard G.",51.76,-332.51
"Anderson, Robert M.",592.78,-467.81
"Anderson, Ronald C.",267.21,-144.1
"Anderson, Ronald W.",15.121,-164.54
"Andrade, Gregor",-190.58,23.992
"Andreasen, Jesper",-38.724,118.94
"Ang, James",103.12,-210.03
"Angel, James J.",-1.1804,-11.974
"Angelini, Paolo",82.177,-399.73
"Angeloni, Ignazio",-371.02,200.64
"Annaert, Jan",-81.123,196.58
"Anshuman, V. Ravi",-26.863,8.9515
"Antle, Rick",197.64,111.32
"Anton, James J.",7.9074,-263.26
"Antunovich, Peter",-171.74,-144.57
"Ané, Thierry",-149.71,178.16
"Aoki, Masahiko",313.19,-137.33
"Appleyard, Melissa M.",341.27,-125.57
"Appleyard, Tony R.",-654.42,870.56
"Aranson, Peter H.",-132.49,-371.69
"Arestis, Philip",687.33,868.55
"Armstrong, Jeff S.",-284.52,-254.58
"Arnold, Tom",-18.351,-67.778
"Arshadi, Nasser",-239.09,-143.0
"Arya, Anil",104.55,157.65
"Arzac, Enrique R.",223.55,-151.67
"Asquith, Daniel",127.72,-183.5
"Atanasova, Christina V.",101.98,-227.94
"Athanasoulis, Stefano G.",-94.353,68.946
"Attanasio, Orazio P.",205.26,-248.14
"Ausubel, Lawrence M.",-168.42,-62.36
"Avard, Stephen L.",281.58,-287.48
"Avellaneda, Marco M.",-97.403,102.08
"Avery, Robert B.",-93.562,-223.18
"Avkiran, Necmi Kemal",416.14,792.01
"Avouyi-Dovi, Sanvi",252.49,71.49
"Avramov, Doron",94.679,99.551
"Axelson, Ulf",-161.52,-7.8584
"Ayres, Frances L.",438.27,7.4929
"Azariadis, Costas",-207.79,-240.16
"Aziz, Andrew R.",655.71,-335.67
"Aït-Sahalia, Yacine",-15.564,15.535
"BAIMAN, STANLEY",220.11,-219.96
BEN WAISBREN,186.48,-181.97
BENJAMIN SAHEL,-0.97711,205.23
BERNARD BECK,-124.3,-408.74
BERNARD COMPAIJEN,115.73,336.11
BERNARDO PAASCHE,-334.89,-202.15
BHARATHRAM THOTHADRI,241.67,-139.1
"BHATTACHARYA, SUDIPTO",-57.714,-135.8
BILL ATKINSON,216.0,-54.557
BILL RUDNICK,23.767,140.8
BILL WITTE,176.84,-494.95
BLAIR CORKRAN,-154.97,108.81
BO HILER,81.295,115.56
BOB VIRGIL,124.06,154.53
BRETT DREY,84.104,-400.47
BRIAN MCTIGUE,-179.11,65.419
BRIAN STUART,120.85,-456.64
"BROOKS, LEROY D.",-165.4,-476.4
BRUCE FOERSTER,13.213,-206.17
BYRON CHAPMAN,-315.02,-186.3
"Bacidore, Jeffrey M.",-30.344,-65.968
"Back, Kerry",-53.852,-24.937
"Backus, David K.",-34.902,-17.384
"Bacmann, Jean François",88.543,57.353
"Badrinath, Swaminathan G.",68.437,222.41
"Baer, Herbert L.",20.954,-239.31
"Bagella, Michele",-200.6,-168.55
"Bagliano, Fabio Cesare",-84.874,-377.76
"Bagnoli, Mark",-152.03,-89.127
"Bai, Jushan",-352.53,-235.52
"Bailey, Martin J.",-27.838,-407.27
"Bailey, Warren",68.726,-34.989
"Baillie, Richard T.",-2.2242,-372.92
