node,x,y
"(James) Huang Z., Zhijian",413.24,170.47
A BASAK,-53.604,-60.128
A GAYTAN,218.82,215.79
"A. Sullivan, Michael A.",318.99,13.942
ABRAHAM THOMAS,-11.07,-190.89
ADAM GILESKI,281.0,-227.08
AHMED NAGI,436.26,-6.2492
AKIKO MITSUI,248.07,-110.91
ALAIN BUTERY,641.95,48.473
ALAN PETERSEN,263.09,252.22
ALAN RICHERT,-98.9,-39.52
ALFRED PLOTKIN,-102.09,-134.41
ALFREDO LARREA-FALCONY,189.97,58.918
AM TARANTOLA,-219.91,164.76
AMIT ARORA,-107.47,-106.77
ANDRE WENT,391.73,-14.596
ANDREA PEDERZOLLI,308.84,-63.537
ANDREAS SCHOENENBERGER,-82.846,186.3
ANDREI EVTIMOV,304.72,-177.01
ANDREI SARYCHEV,-225.55,13.67
ANDREI ZAVIDONOV,386.07,-101.4
ANDREW CLASTER,-65.508,28.764
ANDREW DEXTER,-109.07,-165.86
ANDREW GRACIE,198.79,78.183
ANDREW MARQUEZ,-21.706,-188.95
ANDREW WASIBURD,235.7,-286.91
ANDY MESSIER,-156.52,2.252
ANDY STURM,9.2169,182.53
ANNA CALAMIA,261.56,-184.86
ANNA LUSARDI,108.46,138.0
ANNA MEYENDORFF,-94.759,47.66
ANNA TRAVIS,375.64,-151.76
ANNETTE VIS,216.51,100.83
ANTHONY MARCIANO,-84.636,-105.98
ANTHONY NEOH,167.48,127.25
ANTONIS PAPANTOLEON,349.68,-89.146
ANTONY THOMPSON,286.08,240.66
AR RADHAKRISHNAN,-10.761,-239.27
ASHLEY HUBKA,208.48,130.34
"ASQUITH, PAUL",164.22,-103.14
ATINDRA BARUA,266.28,119.16
AVI WHOL,305.84,-74.839
"Aadland, David M.",38.593,283.45
"Abaffy, József",-812.08,416.88
"Abarbanell, Jeffery S.",64.526,-306.72
"Abate, James A.",-418.12,-585.73
"Abbott, Ashok",408.89,117.03
"Abel, Andrew B.",-1.096,34.641
"Abhyankar, Abhay H.",-0.25396,-183.78
"Abramitzky, Ran",361.21,91.005
"Abreu, Dilip",236.88,33.166
"Acemoglu, Daron",-91.775,129.12
"Acerbi, Carlo",442.45,-116.02
"Acharya, Viral V.",95.493,-6.0519
"Ackert, Lucy F.",42.622,-307.86
"Adam, Klaus",1.0538,181.94
"Adam, Tim R.",61.527,-70.856
"Adam-Müller, Axel F.A.",20.69,-118.51
"Adams, Mike B.",-111.3,-221.95
"Adams, Renée Birgit",137.91,17.961
"Adams, Robert M.",-141.43,126.0
"Adler, Michael",-83.953,-33.849
"Admati, Anat R.",75.094,-145.87
"Adolfson, Malin",18.352,251.85
"Aerts, Marc Goov",46.45,283.25
"Affleck-Graves, John F.",256.93,-130.59
"Agarwal, Sumit",-41.812,-17.664
"Agarwal, Vikas",213.59,-66.032
