node,positions
H DOUGLAS WITTE,"(1199.0, 1094.3)"
H HENRY CAO,"(1043.4, 1122.2)"
H MIYAGISHI,"(820.78, 812.52)"
H NEJAT SEYHUN,"(870.21, 1031.3)"
H RAYMOND,"(1158.6, 1319.9)"
HAIM LEVY,"(866.82, 1145.3)"
HAIM MENDELSON,"(1083.0, 1180.2)"
HAITAO LI,"(1036.8, 1027.3)"
HAIZHOU HUANG,"(899.5, 865.19)"
HAIZHOU ZHOU,"(810.73, 963.66)"
HAL BIERMAN,"(1113.2, 1171.8)"
HAL BOSHER,"(1094.0, 1248.3)"
HALIL KIYMAZ,"(97.393, 260.0)"
HALUK UNAL,"(1033.9, 948.46)"
HAMID MEHRAN,"(993.23, 987.06)"
HANNAH SABINE HEMPELL,"(1005.5, 862.76)"
HANNO N LUSTIG,"(1104.3, 1036.4)"
HANS DEGRYSE,"(990.39, 933.25)"
HANS DEWACHTER,"(761.12, 1023.4)"
HANS FOLLMER,"(600.07, 1255.8)"
HANS GEIGER,"(1240.9, 888.41)"
HANS GERSBACH,"(1051.1, 859.91)"
HANS HEIDLE,"(846.89, 1405.2)"
HANS K HVIDE,"(1148.5, 969.15)"
HANS R STOLL,"(1065.1, 1157.3)"
HANS SCHUMACHER,"(1307.6, 1165.4)"
HANS WIJKANDER,"(601.55, 1056.9)"
HANS-JOACHIM KLOCKERS,"(1166.0, 781.98)"
HANY A SHAWKY,"(820.82, 1205.7)"
HAO ZHOU,"(1234.7, 1030.1)"
HARALD HAU,"(998.07, 1255.2)"
HARALD UHLIG,"(1163.9, 1030.2)"
HARESH SAPRA,"(858.86, 932.22)"
HARJEET S BHABRA,"(791.06, 867.12)"
HARJOAT S BHAMRA,"(1025.1, 1197.3)"
HARLEY E RYAN,"(962.66, 1131.6)"
HAROLD A BLACK,"(1028.0, 846.41)"
HAROLD DEMSETZ,"(757.42, 1075.6)"
HAROLD H ZHANG,"(1050.4, 1114.8)"
HAROLD MILLER,"(981.19, 1282.2)"
HAROLD WEINBERG,"(863.85, 1210.7)"
HARRIS DELLAS,"(1153.3, 772.24)"
HARRISON HONG,"(1011.9, 1063.1)"
HARRY DEANGELO,"(993.74, 1040.8)"
HARRY GARRETSEN,"(1290.6, 799.21)"
HARRY J TURTLE,"(899.0, 1151.2)"
HARRY KAT,"(1059.3, 1408.5)"
HARVEY S ROSEN,"(935.0, 1247.5)"
HASSAN ESPAHBODI,"(774.61, 985.39)"
HASSAN TEHRANIAN,"(949.27, 995.19)"
HAYNE E LELAND,"(857.79, 1059.8)"
HAZEM DAOUK,"(766.45, 1620.0)"
HC HO,"(878.89, 1288.5)"
HEATHER ANDERSON,"(878.11, 1457.9)"
HEATHER HULBURT,"(744.81, 1152.4)"
HEBER K FARNSWORTH,"(1052.7, 1100.1)"
HECTOR CHADE,"(890.32, 1251.6)"
HEE-JOON AHN,"(735.2, 1215.1)"
HEIDRUN HOPPE,"(857.37, 803.36)"
HEIKKI KOSKENKYLA,"(1841.3, 1792.3)"
HEIKO SCHMIEDEL,"(879.09, 917.03)"
HEINZ HERRMANN,"(962.44, 788.38)"
HEINZ SCHATTLER,"(967.2, 1393.6)"
HEINZ ZIMMERMANN,"(1610.3, 1490.1)"
HEITOR W ALMEIDA,"(966.08, 1028.8)"
HELEEN MJ HOFMANS,"(1814.6, 396.56)"
HELEN BOWERS,"(817.35, 945.39)"
HELMUT ELSINGER,"(1140.5, 856.59)"
HELYETTE GEMAN,"(1171.6, 1210.3)"
HEMANG DESAI,"(897.13, 1035.5)"
HENDRIK BESSEMBINDER,"(981.07, 1118.3)"
HENDRIK HAKENES,"(843.76, 851.01)"
HENG-FU ZOU,"(1041.0, 1282.2)"
HENK BERKMAN,"(1135.3, 1087.9)"
HENK VAN DE VELDEN,"(1030.9, 696.17)"
HENK VON EIJE,"(830.27, 941.69)"
HENOCK LOUIS,"(864.24, 978.02)"
HENRI PAGES,"(796.84, 877.92)"
HENRI SERVAES,"(970.36, 1003.2)"
HENRIK AMILON,"(604.54, 1081.2)"
HENRIK CRONQVIST,"(957.42, 985.29)"
HENRIK JENSEN,"(773.18, 816.36)"
HENRY R OPPENHEIMER,"(818.24, 1035.2)"
HENRY W CHAPPELL,"(1202.2, 802.86)"
HERB BAER,"(814.74, 946.33)"
HERBERT A RIJKEN,"(1081.0, 1071.0)"
HERBERT BLOCH,"(801.16, 784.97)"
HERBERT SCHIMPE,"(905.71, 590.75)"
HERGEN FRERICHS,"(1192.2, 871.1)"
HERMAN MULDER,"(1018.4, 852.88)"
HERSH SHEFRIN,"(956.31, 1137.3)"
HESNA GENAY,"(884.0, 854.69)"
HIDEAKI KIYOSHI KATO,"(972.22, 1101.5)"
HIDESHI ITOH,"(683.73, 1300.8)"
HILARY SHANE,"(853.06, 1113.7)"
HIROFUMI UCHIDA,"(775.36, 1268.6)"
HITOSHI TAKEHARA,"(990.81, 1223.5)"
HOLGER M MULLER,"(989.24, 1000.8)"
HONG LIU,"(1062.7, 1163.0)"
HONG YAN,"(1064.5, 1249.8)"
HONGBIN CAI,"(1081.8, 1219.2)"
HONGHUI CHEN,"(1087.0, 1204.1)"
HONGJUN YAN,"(1010.4, 1191.4)"
HONGMIN ZI,"(1275.1, 909.15)"
HORST RAFF,"(1004.3, 740.26)"
HOSSEIN B KAZEMI,"(1136.4, 1174.8)"
HOWARD BODENHORN,"(914.13, 878.82)"
HOWARD FISHER,"(830.2, 840.57)"
HOWARD JONES,"(890.62, 1038.4)"
HOWARD NEMIROFF,"(1159.6, 1287.9)"
HSIANG-LIN CHIH,"(129.14, 94.639)"
HSUAN-CHI CHEN,"(857.75, 1175.9)"
HUA HE,"(1107.2, 1172.2)"
HUA ZHANG,"(750.01, 1294.4)"
HUGH PATRICK,"(814.94, 1102.4)"
HUGH ROCKOFF,"(800.29, 895.55)"
HUGH THOMAS,"(856.45, 1291.2)"
HUGO A HOPENHAYN,"(1034.1, 1222.8)"
HUGO RODRIGUEZ MENDIZABAL,"(1317.1, 878.82)"
HUGUES PIROTTE,"(841.22, 692.5)"
HUI HAO,"(1255.9, 1187.8)"
HUI OU-YANG,"(1009.7, 1106.1)"
HUI ZHENG,"(1330.0, 1126.0)"
HUMBERTO MOREIRA,"(1248.0, 501.7)"
HUNG-HSI HUANG,"(87.092, 2020.0)"
HUNTER MONROE,"(784.93, 938.64)"
HUNTLEY SCHALLER,"(1095.1, 929.46)"
HUSAYN SHAHRUR,"(1058.0, 963.75)"
HUSEYIN GULEN,"(1013.8, 1091.8)"
HUW LLOYD-ELLIS,"(1678.5, 1866.0)"
HYUK CHOE,"(934.68, 1072.3)"
HYUK-JAE RHEE,"(882.4, 1484.0)"
HYUN SONG SHIN,"(868.19, 947.94)"
HYUNG-SOK AHN,"(1322.4, 1207.9)"
I SERDAR DINC,"(943.92, 945.18)"
IAN A COOPER,"(1080.6, 1010.5)"
IAN DOMOWITZ,"(1005.5, 971.97)"
IAN PRESTON,"(1109.0, 863.77)"
IAN W MARSH,"(835.86, 872.02)"
IEUAN G MORGAN,"(1653.0, 524.0)"
IFFATH SHARIF,"(1078.6, 883.7)"
IFTEKHAR HASAN,"(958.03, 909.44)"
IGNACIO MAULEON,"(869.43, 636.1)"
IGNAZIO ANGELONI,"(1008.0, 840.07)"
IGOR MAKAROV,"(1010.1, 1168.1)"
IHSAN ISIK,"(872.54, 824.45)"
IIKKA KORHONEN,"(917.6, 796.4)"
ILAN KREMER,"(911.4, 1044.2)"
ILAN NOY,"(644.5, 1194.2)"
ILIAS D VISVIKIS,"(2040.7, 1602.0)"
ILIAS LEKKOS,"(1818.0, 40.0)"
ILYA A STREBULAEV,"(963.51, 1064.5)"
IMANTS PAEGLIS,"(909.67, 1001.0)"
IN CHOI,"(841.29, 875.43)"
INANC KIRGIZ,"(1129.0, 1182.2)"
INES MACHO-STADLER,"(702.59, 1103.3)"
INESSA LOVE,"(933.47, 968.06)"
INGO WALTER,"(1206.2, 1001.2)"
INGOLF TERVEER,"(1299.3, 690.29)"
INGRID M WERNER,"(931.33, 1083.5)"
INGYU CHIOU,"(1128.2, 843.34)"
INMOO LEE,"(902.18, 1202.5)"
IOANNIS KARATZAS,"(1206.0, 1168.8)"
IOULIA D IOFFE,"(1099.4, 1185.1)"
IRA WEISS,"(956.43, 1205.9)"
IRAJ J FOOLADI,"(943.96, 1213.6)"
ISAAC EHRLICH,"(1266.5, 1043.4)"
ISAAC OTCHERE,"(968.23, 895.27)"
ISABEL GODDE,"(903.59, 920.56)"
ISABEL TKATCH,"(1141.4, 999.63)"
ISH ROSENBLIT,"(1009.8, 741.64)"
ISTVAN ABEL,"(1010.4, 793.77)"
ITAY GOLDSTEIN,"(846.48, 998.64)"
ITZHAK VENEZIA,"(912.25, 1296.2)"
IVAN E BRICK,"(802.93, 1235.6)"
IVANNA VLADKOVA-HOLLAR,"(895.72, 835.2)"
IVO WELCH,"(989.55, 1113.2)"
J CARR BETTIS,"(1014.4, 1210.9)"
J CHRIS LEACH,"(876.98, 1122.8)"
J CUNADO,"(168.3, 1509.9)"
J DARRELL DUFFIE,"(1075.5, 1046.6)"
J DAVID CUMMINS,"(1136.6, 917.69)"
J DAVID DILTZ,"(1300.7, 1063.1)"
J DAVID LOPEZ-SALIDO,"(1151.7, 841.31)"
J DOUGLAS HANNA,"(1212.2, 1248.9)"
J FRED WESTON,"(994.0, 1190.9)"
J HAROLD MULHERIN,"(1088.1, 1031.6)"
J HUSTON MCCULLOCH,"(1163.5, 932.7)"
J MARK RAMSEYER,"(891.61, 933.62)"
J PARTLAN,"(782.7, 771.33)"
J SELODY,"(748.97, 805.34)"
J SPENCER MARTIN,"(974.21, 1090.5)"
J TALBOT,"(1204.8, 854.36)"
JAAKO WIANDER,"(715.55, 733.01)"
JAAP SPRONK,"(1324.0, 1091.8)"
JAAP WP BOS,"(746.17, 959.93)"
JACK COFFEE,"(751.41, 1007.7)"
JACK D COONEY,"(978.77, 1157.7)"
JACK G WOLF,"(825.33, 933.45)"
JACK GLEN,"(893.26, 954.35)"
JACK HIRSHLEIFER,"(1000.9, 1388.9)"
JACK HUGHES,"(1008.8, 1219.8)"
JACK JACOBS,"(984.7, 1253.0)"
JACK KAREKEN,"(1052.8, 1241.3)"
JACK MEYER,"(985.22, 1496.3)"
JACK MINTZ,"(1143.0, 1027.8)"
JACK PORTER,"(894.11, 1134.8)"
JACK TREYNOR,"(909.3, 1250.0)"
JACK TRIPLETT,"(994.67, 849.28)"
JACOB BOUDOUKH,"(1108.9, 1098.5)"
JACOB GLAZER,"(1031.9, 1268.1)"
JACOB GOLDFIELD,"(1036.2, 1271.7)"
JACOB LESTER,"(1147.0, 1228.0)"
JACOB ODED,"(1013.5, 1169.2)"
JACOB PAROUSH,"(1021.3, 743.38)"
JACOB S SAGI,"(1058.0, 1168.3)"
JACOB THOMAS,"(938.97, 1194.1)"
JACQUES MELITZ,"(1019.3, 1365.7)"
JACQUES OLIVIER,"(1166.8, 1212.8)"
JACQUES PEZIER,"(1265.4, 1287.3)"
JAE YOUNG KIM,"(1018.2, 642.85)"
JAE-SEUNG BAEK,"(1026.4, 949.8)"
JAEYOUNG SUNG,"(1193.2, 1211.8)"
JAFFER QAMAR,"(1203.6, 886.36)"
JAI WOONG LEE,"(1271.1, 1250.5)"
JAIME CASASSUS,"(1034.9, 1237.0)"
JAIME F ZENDER,"(915.81, 1072.5)"
JAIME ORTEGA,"(738.7, 1057.7)"
JAIME SIERRA,"(1027.1, 867.98)"
JAKKI MOHR,"(1010.4, 1293.7)"
JAKSA CVITANIC,"(1010.0, 936.5)"
JAMES A BENNETT,"(850.49, 1184.8)"
JAMES A BRICKLEY,"(1013.1, 985.7)"
JAMES A CLOUSE,"(801.22, 999.65)"
JAMES A VERBRUGGE,"(822.51, 937.13)"
JAMES A WILCOX,"(769.37, 982.8)"
JAMES ABATE,"(1742.8, 836.28)"
JAMES B BULLARD,"(1293.3, 858.36)"
JAMES B HEATON,"(952.79, 1200.6)"
JAMES B THOMSON,"(1062.6, 910.03)"
JAMES BANG,"(1135.6, 774.24)"
JAMES BICKSLER,"(1073.3, 898.1)"
JAMES BRANDON,"(1233.4, 1148.6)"
JAMES C BRAU,"(885.03, 986.87)"
JAMES C MORLEY,"(1167.1, 997.66)"
JAMES D HAMILTON,"(904.93, 920.84)"
JAMES D ROSENFELD,"(928.26, 909.98)"
JAMES E HODDER,"(1092.5, 956.73)"
JAMES E MCNULTY,"(1002.1, 899.75)"
JAMES GALLAGHER,"(945.98, 1221.5)"
JAMES GENTLE,"(756.49, 1221.4)"
JAMES H STOCK,"(1238.8, 771.46)"
JAMES HANSON,"(942.34, 802.45)"
JAMES J ANGEL,"(848.03, 1120.9)"
JAMES J MCANDREWS,"(928.75, 881.76)"
JAMES K SEWARD,"(778.26, 1056.2)"
JAMES L GRANT,"(1839.3, 803.21)"
JAMES M MAHONEY,"(880.99, 1138.0)"
JAMES M NELSON,"(1063.1, 765.76)"
JAMES M O'BRIEN,"(1260.5, 963.66)"
JAMES M POTERBA,"(1008.1, 1122.2)"
JAMES M STEELEY,"(1162.0, 1373.5)"
JAMES MARCHAND,"(1008.0, 856.35)"
JAMES MCKEOWN,"(714.67, 992.65)"
JAMES MIKESELL,"(973.95, 722.33)"
JAMES MONKE,"(870.14, 744.35)"
JAMES MORSINK,"(1043.6, 727.72)"
JAMES P DOW,"(1079.0, 997.11)"
JAMES P WESTON,"(982.8, 1003.0)"
JAMES PEERY COVER,"(1313.5, 900.84)"
JAMES PROUDMAN,"(1025.1, 832.92)"
JAMES R BARTH,"(952.55, 935.98)"
JAMES R BOOTH,"(878.33, 1045.7)"
JAMES R HINES,"(891.19, 1023.2)"
JAMES REBITZER,"(1104.4, 1282.4)"
JAMES S ANG,"(1042.3, 1000.2)"
JAMES S LINCK,"(1041.3, 936.69)"
JAMES S SCHALLHEIM,"(977.88, 1102.1)"
JAMES SHAPIRO,"(882.24, 1042.0)"
JAMES T MOSER,"(942.8, 892.42)"
JAMES TRAVIS,"(828.89, 1195.0)"
JAMES V JORDAN,"(1052.1, 1324.5)"
JAMES W KOLARI,"(885.4, 966.44)"
JAMES WAHLEN,"(1150.5, 1123.1)"
JAMES YETMAN,"(950.4, 150.0)"
JAN ANNAERT,"(1131.2, 238.0)"
JAN BARTHOLDY,"(954.16, 884.29)"
JAN BOUCKAERT,"(1002.3, 847.24)"
JAN ERICSSON,"(860.66, 1103.1)"
JAN JINDRA,"(957.99, 954.64)"
JAN JJ GROEN,"(1138.9, 811.59)"
JAN LEMMEN,"(769.96, 873.98)"
JAN MAHRT-SMITH,"(986.89, 1102.6)"
JAN MARTH-SMITH,"(693.59, 1008.8)"
JAN PIETER KRAHNEN,"(1022.9, 910.64)"
JAN POTTERS,"(1818.0, 1316.0)"
JAN RIVKIN,"(1075.7, 850.81)"
JAN SVEJNAR,"(863.52, 917.32)"
JAN TUINSTRA,"(1129.7, 747.33)"
JAN VAN DER MEULEN,"(1327.6, 1059.5)"
JAN WILLING,"(1459.6, 1954.0)"
JAN ZABOJNIK,"(1167.0, 981.37)"
JAN-EGBERT STURM,"(1046.0, 889.68)"
JANA HRANAIOVA,"(253.64, 1866.0)"
JANE HALTMAIER,"(1084.0, 781.0)"
JANE HSU,"(1204.8, 994.49)"
JANE IHRIG,"(1091.5, 785.01)"
JANET KIHOLM SMITH,"(1076.5, 1270.2)"
JANET MITCHELL,"(848.84, 853.02)"
JANET YELLEN,"(1044.4, 748.18)"
JANG-OK CHO,"(820.74, 1274.7)"
JANICE BOUCHER BREUER,"(776.8, 1185.7)"
JANICE C EBERLY,"(840.53, 1161.8)"
JANICE WILLETT,"(1055.5, 1172.5)"
JANUS CHAN,"(893.77, 783.06)"
JAOUAD SAHBANI,"(1160.5, 1301.4)"
JAPP ABBRING,"(907.92, 1299.6)"
JARL G KALLBERG,"(958.15, 863.93)"
JARRAD HARFORD,"(931.76, 1046.6)"
JARROD JOHNSTON,"(1114.1, 686.93)"
JASON HSU,"(1104.4, 1198.7)"
JASON KARCESKI,"(1019.3, 972.13)"
JASON WEI,"(952.87, 1173.0)"
JASON ZWEIG,"(908.07, 1194.9)"
JAUME VENTURA,"(1259.7, 999.74)"
JAVIER ANDRES,"(1079.7, 749.33)"
JAVIER GOMEZ BISCARRI,"(1819.7, 1183.9)"
JAVIER SUAREZ,"(932.81, 1003.1)"
JAVIER VALLES,"(1229.2, 901.13)"
JAY C HARTZELL,"(943.04, 1090.3)"
JAY DAHYA,"(824.82, 917.08)"
JAY F COUGHENOUR,"(932.95, 983.11)"
JAY HYMAN,"(1264.8, 1170.6)"
JAY LORSCH,"(766.74, 1100.4)"
JAY PIL CHOI,"(943.98, 1494.4)"
JAY R RITTER,"(996.72, 1037.5)"
JAY SHANKEN,"(1037.2, 1114.9)"
JAY WELLMAN,"(1132.0, 935.72)"
JAY YUAN,"(1240.1, 1043.3)"
JAYANT R KALE,"(1059.2, 1001.5)"
JAYANTHI SUNDER,"(1114.0, 1121.7)"
JE IK SOHN,"(799.86, 1103.9)"
JEAN BOIVIN,"(1244.3, 908.99)"
JEAN CROPPER,"(688.58, 1105.2)"
JEAN DERMINE,"(1164.0, 1007.2)"
JEAN FARES,"(594.49, 853.98)"
JEAN HELWEGE,"(991.89, 1035.7)"
JEAN JACOD,"(1219.1, 1207.2)"
JEAN PISANI-FERRY,"(910.28, 801.05)"
JEAN TIROLE,"(876.35, 1015.0)"
JEAN-CHARLES ROCHET,"(918.73, 932.85)"
JEAN-CLAUDE COSSET,"(1004.6, 886.62)"
JEAN-DAVID FERMANIAN,"(1414.3, 1216.3)"
JEAN-FRANCOIS LAMARCHE,"(557.28, 1017.5)"
JEAN-PASCAL BENASSY,"(926.61, 795.59)"
JEAN-PAUL DECAMPS,"(901.49, 918.35)"
JEAN-PAUL LAURENT,"(739.64, 1126.3)"
JEAN-PAUL POLLIN,"(859.23, 827.29)"
JEAN-PIERRE ZIGRAND,"(915.71, 879.46)"
JEFF ABARBANELL,"(959.7, 1212.3)"
JEFF BEVELANDER,"(1155.7, 1039.5)"
JEFF FLEMING,"(1060.0, 1122.3)"
JEFF MADURA,"(1139.7, 699.04)"
JEFF REUER,"(810.92, 1090.1)"
JEFF STOKES,"(1094.9, 714.99)"
JEFFERSON DUARTE,"(1088.7, 1062.8)"
JEFFERY D AMATO,"(1224.3, 880.38)"
JEFFERY W GUNTHER,"(1112.6, 835.02)"
JEFFREY A BUSSE,"(1007.4, 1129.1)"
JEFFREY A FRANKEL,"(1197.3, 992.8)"
JEFFREY BROOKMAN,"(671.49, 635.46)"
JEFFREY C FUHRER,"(1007.2, 714.03)"
JEFFREY D KUBIK,"(998.77, 1066.4)"
JEFFREY G MACINTOSH,"(770.76, 1043.5)"
JEFFREY H HARRIS,"(945.56, 1070.8)"
JEFFREY H NILSEN,"(1219.8, 789.18)"
JEFFREY L COLES,"(975.93, 1145.0)"
JEFFREY M BACIDORE,"(885.43, 1061.8)"
JEFFREY M LACKER,"(911.3, 893.08)"
JEFFREY M WOOLDRIDGE,"(929.85, 1236.0)"
JEFFREY MERCER,"(918.52, 1286.7)"
JEFFREY PITTMAN,"(940.15, 1205.9)"
JEFFREY PONTIFF,"(955.61, 1086.9)"
JEFFREY R BOHN,"(1260.0, 1179.9)"
JEFFREY R CAMPBELL,"(1104.4, 713.55)"
JEFFREY R RUSSELL,"(956.75, 1255.1)"
JEFFREY W ALLEN,"(818.59, 1045.2)"
JEFFREY W SMITH,"(885.05, 1170.4)"
JEFFREY WILLIAMSON,"(901.85, 732.74)"
JEFFREY WURGLER,"(988.44, 1057.7)"
JEFFREY ZWIEBEL,"(992.83, 1116.3)"
JEFFRY FRIEDEN,"(861.18, 698.43)"
JEFFRY M NETTER,"(917.79, 991.91)"
JENNIFER ARLEN,"(1195.4, 1051.5)"
JENNIFER E BETHEL,"(904.96, 1250.6)"
JENNIFER E ROUSH,"(989.47, 778.98)"
JENNIFER FRANCIS,"(979.5, 1184.2)"
JENNIFER L JUERGENS,"(1097.3, 1125.3)"
JENNIFER L KOSKI,"(934.88, 1144.4)"
JENNIFER MARIETTA-WESTBERG,"(887.05, 1186.9)"
JENNIFER N CARPENTER,"(1077.1, 1140.0)"
JENNIFER S CONRAD,"(999.2, 1051.5)"
JENS C JACKWERTH,"(1263.7, 1104.4)"
JENS GRUNERT,"(1069.8, 873.69)"
JENS HE CHRISTENSEN,"(1226.5, 1021.7)"
JEREMY BERKOWITZ,"(1164.4, 1053.8)"
JEREMY BULOW,"(1104.7, 1214.2)"
JEREMY C STEIN,"(994.89, 1009.7)"
JEREMY EDWARDS,"(812.13, 905.48)"
JEREMY GOLD,"(1148.0, 1210.4)"
JEREMY M PIGER,"(1183.3, 892.28)"
JEREMY RUDD,"(1086.6, 774.68)"
JERI SEIDMAN,"(1126.1, 1036.3)"
JEROEN DERWALL,"(1301.5, 1014.3)"
JEROEN KERKHOF,"(1248.5, 1082.1)"
JEROEN M SWINKELS,"(736.08, 1245.8)"
JEROLD B WARNER,"(1001.6, 1146.7)"
JEROLD L ZIMMERMAN,"(1027.3, 1088.5)"
JEROME B DETEMPLE,"(1062.0, 1142.0)"
JEROME DE BOYER,"(443.64, 443.8)"
JEROME L STEIN,"(1344.4, 1168.7)"
JEROME STAM,"(881.13, 739.75)"
JERRY COAKLEY,"(1057.4, 1339.4)"
JERRY DE CAPRIO,"(952.23, 916.59)"
JERRY FONS,"(1267.8, 1163.9)"
JERRY HAN,"(797.28, 1224.6)"
JERRY HASS,"(946.79, 1188.7)"
JERRY HAUSMAN,"(1153.2, 909.02)"
JERRY KEATING,"(764.6, 1552.1)"
JESPER ANDREASEN,"(1026.2, 1287.0)"
JESPER LINDE,"(1107.2, 899.59)"
JESPER LUND,"(1122.9, 1167.1)"
JESPER RANGVID,"(760.22, 1048.3)"
JESS BELTZ,"(845.99, 1033.4)"
JESS BENHABIB,"(1164.0, 806.05)"
JESSICA A WACHTER,"(1036.7, 1093.2)"
JESSICA SERRANO,"(1036.4, 781.32)"
JESUS SANTOS,"(1132.4, 1104.6)"
JESUS SAURINA,"(917.42, 899.59)"
JIAN HU,"(1031.6, 959.23)"
JIAN WU,"(864.99, 1276.8)"
JIAN YANG,"(648.14, 1156.6)"
JIANG LUO,"(1048.8, 1231.6)"
JIANG WANG,"(1063.8, 1148.4)"
JIANJUN MIAO,"(957.31, 1109.1)"
JIANPING MEI,"(990.49, 1008.3)"
JIANPING QI,"(903.46, 977.3)"
JIAPING QIU,"(691.2, 1928.4)"
JIE GAN,"(970.15, 971.98)"
JILL RICHARDSON,"(1017.3, 847.9)"
JIM BERKOVEC,"(1210.7, 800.59)"
JIM GRANATO,"(892.01, 1282.5)"
JIM HILLARD,"(830.44, 926.82)"
JIM MCCARTHY,"(997.72, 1262.8)"
JIM SEIDA,"(803.76, 1149.9)"
JIM SHILLING,"(1169.3, 1203.7)"
JIM VAN HORNE,"(1170.9, 1143.6)"
JIM ZILIAK,"(759.78, 1141.3)"
JIMMY SENTEZA,"(811.89, 1230.8)"
JIN KYOUNG KIM,"(662.02, 896.09)"
JIN-CHUAN DUAN,"(925.0, 1151.7)"
JIN-LUNG (JIM) HSIEH,"(924.61, 1058.7)"
JINGZHI HUANG,"(1081.3, 1115.3)"
JINHO BYUN,"(897.64, 1167.5)"
JINSOO LEE,"(1121.2, 1019.7)"
JIUHUA CHE,"(1179.3, 810.78)"
JIZHONG ZHOU,"(687.22, 957.44)"
JO-ANN SUCHARD,"(807.5, 983.42)"
JOACHIM GRAMMIG,"(789.26, 1101.6)"
JOACHIM SCHWALBACH,"(688.38, 1238.9)"
JOACHIM VON RHEINBABEN,"(752.06, 1027.3)"
JOACHIM WINTER,"(938.18, 1280.0)"
JOAKIM WESTERHOLM,"(854.2, 1225.3)"
JOAO AC SANTOS,"(942.3, 910.16)"
JOAO F COCCO,"(1056.3, 1023.0)"
JOAO F GOMES,"(1014.2, 1028.8)"
JOAO PEDRO NUNES,"(1260.6, 1117.8)"
JOAO RATO,"(960.24, 1295.3)"
JOAQUIN MAUDOS,"(1937.7, 952.64)"
JOB SWANK,"(1243.5, 742.62)"
JOCELYN EVANS,"(827.19, 965.96)"
JOE BISIGNANO,"(925.63, 804.64)"
JOE GYOURKO,"(1031.9, 1185.6)"
JOE LANGE,"(798.72, 855.94)"
JOE MATTEY,"(1227.8, 821.84)"
JOE PEARLMAN,"(845.21, 645.21)"
JOE WILLIAMS,"(830.52, 1054.3)"
JOEL DICKSON,"(788.5, 1074.7)"
JOEL F HOUSTON,"(840.75, 1107.7)"
JOEL HASBROUCK,"(965.7, 1068.4)"
JOEL M VANDEN,"(1004.2, 1170.5)"
JOEL PERESS,"(1063.1, 1114.1)"
JOEL PETEY,"(969.26, 652.7)"
JOEL RENTZLER,"(1823.5, 744.0)"
JOEL T HARPER,"(1089.6, 802.56)"
JOEP SONNEMANS,"(1070.5, 705.14)"
JOERG BREITUNG,"(938.62, 743.07)"
JOHAN WALDEN,"(927.81, 1235.0)"
JOHANNES A SKJELTORP,"(866.07, 1062.2)"
JOHANNES RAABALLE,"(843.29, 1224.6)"
JOHANNUS A JANMAAT,"(1016.3, 1321.4)"
JOHN A CARLSON,"(722.31, 1121.2)"
JOHN A DOUKAS,"(975.46, 1194.0)"
JOHN A GODDARD,"(1013.7, 845.12)"
JOHN A JAMES,"(841.02, 772.08)"
JOHN A LIST,"(217.04, 1927.9)"
JOHN A POLONCHEK,"(770.42, 1009.6)"
JOHN AFFLECK-GRAVES,"(854.97, 1013.4)"
JOHN AMERIKS,"(977.33, 1236.6)"
JOHN B JONES,"(1180.1, 861.05)"
JOHN B LONG,"(998.13, 1166.7)"
JOHN B MCDERMOTT,"(540.74, 182.64)"
JOHN B SHOVEN,"(763.79, 1091.5)"
JOHN B TAYLOR,"(685.85, 1176.3)"
JOHN BANASIK,"(1548.2, 84.0)"
JOHN BINDER,"(813.94, 856.22)"
JOHN BOARD,"(1133.3, 1287.6)"
JOHN BOQUIST,"(1159.9, 935.59)"
JOHN BYRD,"(1138.9, 1230.0)"
JOHN C EASTERWOOD,"(1168.1, 1078.8)"
JOHN C HANDLEY,"(907.85, 815.18)"
JOHN C HEATON,"(1058.9, 1034.3)"
JOHN C PERSONS,"(881.69, 1011.5)"
JOHN C ROBERTSON,"(950.28, 824.12)"
JOHN C WILLIAMS,"(1054.7, 740.15)"
JOHN CABLE,"(1177.2, 1095.0)"
JOHN CHAO,"(1043.4, 1261.5)"
JOHN COATES,"(1190.1, 996.17)"
JOHN COFFEE,"(997.08, 957.97)"
JOHN CONNOLLY,"(829.61, 962.19)"
JOHN COTTER,"(717.34, 1146.8)"
JOHN COX,"(1104.6, 1118.0)"
JOHN D MARTIN,"(795.23, 1128.8)"
JOHN D WOLKEN,"(888.98, 1141.3)"
JOHN DE FIGUEIREDO,"(753.77, 992.23)"
JOHN DRIFFILL,"(1413.0, 1016.6)"
JOHN DRISCOLL,"(1066.1, 753.24)"
JOHN DUFFY,"(1336.1, 945.11)"
JOHN E CORE,"(937.61, 1122.8)"
JOHN EINMAHL,"(737.87, 1263.0)"
JOHN ELDER,"(834.98, 880.91)"
JOHN F BOSCHEN,"(1253.9, 612.72)"
JOHN FELL,"(599.95, 1016.0)"
JOHN FERNALD,"(979.63, 742.71)"
JOHN FINNERTY,"(1085.1, 1176.5)"
JOHN FOSTER,"(1097.6, 776.52)"
JOHN FRIEDMAN,"(1052.1, 925.93)"
JOHN G MATSUSAKA,"(1036.1, 929.63)"
JOHN G POWELL,"(1089.8, 803.74)"
JOHN GEWEKE,"(1248.3, 1177.7)"
JOHN GOURVILLE,"(1131.1, 1074.7)"
JOHN GRUENSTEIN,"(1200.9, 789.99)"
JOHN GUO,"(1107.8, 1197.6)"
