node,positions
BOYAN JOVANOVIC,"(1034.9, 1110.0)"
BRAD BAXTER,"(791.98, 909.38)"
BRAD CASE,"(1025.3, 847.65)"
BRAD M BARBER,"(948.96, 1223.7)"
BRADFORD CORNELL,"(1125.4, 1136.7)"
BRADFORD D JORDAN,"(947.99, 1102.4)"
BRADLEY T EWING,"(1156.4, 1302.0)"
BRADLEY WIMMER,"(634.76, 671.54)"
BRAHIMA COULIBALY,"(1122.6, 1200.7)"
BRANSON KWOK,"(1155.9, 1155.9)"
BRECK L ROBINSON,"(885.03, 718.68)"
BRENDA GONZALEZ-HERMOSILLO,"(942.58, 629.66)"
BRENT W AMBROSE,"(853.11, 1203.3)"
BRETT KATZMAN,"(1147.3, 962.21)"
BRETT TRUEMAN,"(870.15, 1184.2)"
BRIAN BOSCALJON,"(811.92, 1275.4)"
BRIAN C HATCH,"(846.06, 1016.9)"
BRIAN D KLUGER,"(1160.1, 968.01)"
BRIAN F SMITH,"(1318.5, 1091.0)"
BRIAN HALL,"(1095.1, 1082.4)"
BRIAN KRAUTH,"(1292.2, 836.48)"
BRIAN REID,"(902.61, 1166.2)"
BRIAN ROBERTS,"(659.75, 1098.5)"
BRIAN SACK,"(940.21, 928.44)"
BRIAN SCHOLL,"(1292.8, 976.86)"
BRIAN SLINGERLAND,"(1053.8, 1229.6)"
BRITT TUNICK,"(932.64, 1217.1)"
BROOKE W STANLEY,"(1081.8, 1282.0)"
BROOKS BRADY,"(1021.8, 734.89)"
BRUCE C PETERSEN,"(1287.2, 1366.0)"
BRUCE COSTA,"(1089.0, 1276.8)"
BRUCE D GRUNDY,"(1054.0, 1042.7)"
BRUCE D SMITH,"(915.32, 915.56)"
BRUCE FOERSTER,"(863.16, 1088.4)"
BRUCE HANSEN,"(964.36, 1312.0)"
BRUCE HASLEM,"(783.83, 1045.3)"
BRUCE KIRCHHOFF,"(823.26, 717.65)"
BRUCE LEHMANN,"(912.48, 1156.6)"
BRUCE RESNICK,"(1252.9, 993.55)"
BRUCE TUCKMAN,"(1134.6, 1155.3)"
BRUNO BIAIS,"(949.53, 1137.6)"
BRUNO CASSIMAN,"(693.97, 1055.1)"
BRUNO GERARD,"(1214.5, 978.8)"
BRUNO HUSSON,"(1079.5, 1236.8)"
BRUNO M PARIGI,"(776.21, 861.64)"
BRUNO SOLNIK,"(1203.2, 1160.3)"
BRYAN CHURCH,"(1321.7, 1068.4)"
BRYAN R ROUTLEDGE,"(1010.2, 1144.0)"
BRYAN STANHOUSE,"(1302.0, 945.81)"
BUD GIBSON,"(999.58, 1208.6)"
BURT PORTER,"(1125.6, 1031.3)"
BURTON ABRAMS,"(815.27, 716.43)"
BURTON G MALKIEL,"(961.67, 1079.9)"
BURTON HOLLIFIELD,"(985.09, 1090.4)"
C EDWARD FEE,"(903.38, 1085.4)"
C ELLIS,"(1201.0, 849.48)"
C FRITZ FOLEY,"(892.29, 1017.1)"
C TAVERA,"(1135.0, 1333.1)"
CAMPBELL R HARVEY,"(987.67, 1049.5)"
CANICE PRENDERGAST,"(828.62, 1155.7)"
CARA LOWN,"(1049.0, 872.86)"
CARL ACKERMANN,"(656.32, 1191.4)"
CARL BONHAM,"(952.31, 699.72)"
CARL D HUDSON,"(829.12, 348.0)"
CARL E WALSH,"(892.87, 799.47)"
CARL LANTZ,"(1289.9, 964.89)"
CARL R GWIN,"(824.98, 873.46)"
CARLO A FAVERO,"(1117.7, 858.62)"
CARLO ACERBI,"(1261.4, 765.7)"
CARLO COTTARELLI,"(1095.5, 841.39)"
CARLOS A MOLINA,"(908.68, 1128.7)"
CARLOS TRUCHARTE,"(854.59, 912.74)"
CARLOS VEGH,"(1239.8, 884.03)"
CARLOS VIANA DE CARVALHO,"(332.35, 810.0)"
CARMELO SALLEO,"(866.3, 937.83)"
CARMEN MATUTES,"(693.36, 1045.5)"
CAROL ALEXANDER,"(1230.1, 1181.5)"
CAROL BERTAUT,"(1136.3, 1027.6)"
CAROL L OSLER,"(857.02, 1017.0)"
CAROL MARIE BOYER,"(864.19, 1177.5)"
CAROL WELSH,"(1033.1, 682.42)"
CAROLA SCHENONE,"(919.52, 994.47)"
CAROLE GRESSE,"(1142.2, 1278.9)"
CAROLIN D SCHELLHORN,"(846.66, 1079.4)"
CAROLINE HOXBY,"(1215.2, 961.09)"
CARS HOMMES,"(1050.0, 699.88)"
CARSTEN DETKEN,"(888.02, 806.89)"
CARSTEN ERNER,"(1343.3, 737.23)"
CARSTEN FOLKERTSMA,"(1009.3, 618.57)"
CARSTEN SORENSEN,"(824.2, 1040.1)"
CARTER RAKOVSKI,"(770.38, 882.47)"
CASPER G DE VRIES,"(1168.7, 814.82)"
CASPER M OOSTERHOF,"(1198.3, 1165.1)"
CATHERINE CASAMATTA,"(824.23, 1048.8)"
CATHERINE DEHON,"(904.31, 669.54)"
CATHERINE M SCHRAND,"(777.7, 1059.4)"
CATHERINE PATTILLO,"(562.93, 1044.0)"
CECILIA CAGLIO,"(803.19, 1091.2)"
CEMILE YAVAS,"(805.04, 1389.0)"
CHAD J ZUTTER,"(927.09, 975.77)"
CHAD JONES,"(1178.3, 758.69)"
CHAIRAT CHUWONGANANT,"(905.69, 1143.6)"
CHANDRA DAS,"(816.71, 1203.0)"
CHANDRA SUBRAMANIAN,"(1062.0, 1245.1)"
CHANDRASEKHAR KRISHNAMURTI,"(772.37, 1014.0)"
CHANDRASEKHAR REDDY GOKHUL,"(1164.0, 1136.1)"
CHANG-JIN KIM,"(1171.6, 1019.0)"
CHANGYONG RHEE,"(1063.0, 650.25)"
CHANGYUN WANG,"(744.52, 1098.2)"
CHAPPELL LAWSON,"(750.34, 1057.2)"
CHARLES A TRZCINKA,"(845.72, 983.67)"
CHARLES AE GOODHART,"(951.65, 903.6)"
CHARLES CAO,"(1115.1, 1193.2)"
CHARLES COLLYNS,"(1025.1, 724.06)"
CHARLES D COWAN,"(742.73, 969.68)"
CHARLES ENGEL,"(1120.7, 982.98)"
CHARLES F MANSKI,"(1254.3, 1102.7)"
CHARLES FREEDMAN,"(1000.9, 869.78)"
CHARLES GRANT,"(1081.1, 761.74)"
CHARLES H WHITEMAN,"(948.93, 782.51)"
CHARLES HICKSON,"(601.82, 936.09)"
CHARLES J CORRADO,"(907.99, 1323.9)"
CHARLES J CUNY,"(1034.3, 1203.1)"
CHARLES J HADLOCK,"(920.62, 1073.8)"
CHARLES L EVANS,"(956.93, 807.4)"
CHARLES L WEISE,"(1200.4, 678.63)"
CHARLES LILLIS,"(790.59, 1174.1)"
CHARLES M JONES,"(935.05, 1121.4)"
CHARLES M KAHN,"(922.01, 970.39)"
CHARLES MC LEE,"(1017.1, 1099.5)"
CHARLES NOLAN,"(641.93, 995.52)"
CHARLES NORTH,"(691.29, 863.48)"
CHARLES P HIMMELBERG,"(927.21, 1070.7)"
CHARLES P KINDLEBERGER,"(910.26, 1822.2)"
CHARLES PORTER,"(705.24, 688.86)"
CHARLES R BEAN,"(1078.7, 720.85)"
CHARLES R NELSON,"(1138.5, 1039.3)"
CHARLES SHI,"(1199.7, 1105.1)"
CHARLES SIEGMAN,"(872.45, 815.7)"
CHARLES STEINDEL,"(1202.5, 995.48)"
CHARLES SWANSON,"(953.74, 640.17)"
CHARLES T CARLSTROM,"(1193.7, 697.92)"
CHARLES THOMAS,"(1122.1, 878.01)"
CHARLES W CALOMIRIS,"(944.05, 948.7)"
CHARLIE CHAROENWONG,"(813.3, 1233.4)"
CHARLOTTE CHRISTIANSEN,"(2020.7, 1030.0)"
CHARLOTTE HANSEN,"(1226.1, 984.14)"
CHARLOTTE OSTERGAARD,"(1078.7, 834.92)"
CHEE K NG,"(1159.5, 1212.3)"
CHENG-FEW LEE,"(1258.4, 1266.7)"
CHENGHU MA,"(1192.9, 1193.5)"
CHEOL PARK,"(856.7, 1247.9)"
CHEOL S EUN,"(1030.0, 981.84)"
CHESTER S SPATT,"(977.49, 1110.6)"
CHIA-CHENG HO,"(832.95, 1288.9)"
CHIANG KAO,"(2046.3, 1216.6)"
CHIARA PEDERZOLI,"(1173.5, 913.56)"
CHING-FAN CHUNG,"(1025.5, 1310.9)"
CHINMOY GHOSH,"(1010.4, 1234.1)"
CHIP FORTSON,"(904.56, 1000.1)"
CHIP RUSCHER,"(1230.3, 938.94)"
CHIP WIGGINS,"(1235.4, 951.24)"
CHIRAPHOL N CHIYACHANTANA,"(774.64, 1055.4)"
CHITRU S FERNANDO,"(988.48, 1025.7)"
CHOON-GEOL MOON,"(910.26, 856.79)"
CHOR-YIU SIN,"(1239.7, 915.71)"
CHRIS ALLEN,"(949.48, 1154.5)"
CHRIS BROOKS,"(997.34, 1413.7)"
CHRIS CORNWELL,"(1021.9, 849.16)"
CHRIS DARNELL,"(789.78, 1039.3)"
CHRIS DOWNING,"(1131.3, 907.67)"
CHRIS KIRBY,"(1051.6, 1207.9)"
CHRIS MARQUETTE,"(808.99, 1213.2)"
CHRIS MCNEIL,"(902.19, 1174.7)"
CHRIS TABER,"(718.87, 999.13)"
CHRIS VELD,"(859.1, 967.27)"
CHRIS WEBER,"(1422.6, 1003.9)"
CHRIS YUNG,"(814.37, 1163.5)"
CHRISTA HS BOUWMAN,"(866.44, 959.22)"
CHRISTIAN KEUSCHNIGG,"(854.31, 915.39)"
CHRISTIAN LAUX,"(1069.6, 919.9)"
CHRISTIAN LEUZ,"(897.55, 1049.1)"
CHRISTIAN PIERDZIOCH,"(1022.2, 742.41)"
CHRISTIAN S GOURIEROUX,"(1332.3, 1226.3)"
CHRISTIAN SCHLAG,"(1215.3, 901.03)"
CHRISTIAN T LUNDBLAD,"(998.87, 1010.4)"
CHRISTIAN THIMANN,"(929.42, 621.85)"
CHRISTIAN WILDE,"(1561.3, 1413.6)"
CHRISTINA ROMER,"(872.56, 762.75)"
CHRISTINA V ATANASOVA,"(374.1, 322.41)"
CHRISTINE A PARLOUR,"(958.18, 1111.2)"
CHRISTINE BROWN,"(916.47, 767.2)"
CHRISTINE X JIANG,"(775.07, 1043.8)"
CHRISTO PIRINSKY,"(1099.4, 1084.7)"
CHRISTOPH HINKELMANN,"(1177.1, 1101.5)"
CHRISTOPHE BISIERE,"(944.77, 1338.7)"
CHRISTOPHER A HENNESSY,"(962.25, 1052.4)"
CHRISTOPHER A SIMS,"(1060.4, 846.26)"
CHRISTOPHER B BARRY,"(983.34, 1203.3)"
CHRISTOPHER C GECZY,"(1043.0, 1128.3)"
CHRISTOPHER D CARROLL,"(895.53, 935.53)"
CHRISTOPHER ERCEG,"(872.11, 818.4)"
CHRISTOPHER F BAUM,"(681.63, 1168.2)"
CHRISTOPHER G LAMOUREAUX,"(1103.4, 1283.4)"
CHRISTOPHER GADAROWSKI,"(983.02, 1200.0)"
CHRISTOPHER GILBERT,"(1317.6, 966.57)"
CHRISTOPHER I TELMER,"(1009.5, 1311.4)"
CHRISTOPHER J MALLOY,"(995.79, 966.9)"
CHRISTOPHER J MAYER,"(994.21, 1140.8)"
CHRISTOPHER J MUSCARELLA,"(853.37, 1147.4)"
CHRISTOPHER J NEELY,"(783.66, 1014.8)"
CHRISTOPHER J WALLER,"(1389.1, 848.09)"
CHRISTOPHER M JAMES,"(1052.6, 916.35)"
CHRISTOPHER MANN,"(1185.9, 1048.4)"
CHRISTOPHER NOBES,"(1116.8, 870.66)"
CHRISTOPHER OTROK,"(1177.7, 809.83)"
CHRISTOPHER POLK,"(1008.3, 1030.2)"
CHRISTOPHER QUICK,"(953.68, 1223.1)"
CHRISTOPHER R BLAKE,"(1228.0, 1056.3)"
CHRISTOPHER S JONES,"(1072.4, 1083.5)"
CHRISTOPHER SLEET,"(815.47, 897.86)"
CHRISTOPHER T STIVERS,"(1034.6, 1111.3)"
CHRISTOPHER TING,"(1216.8, 1180.4)"
CHRISTOPHER TOWE,"(929.16, 725.48)"
CHRISTOPHER UDRY,"(1006.7, 927.43)"
CHRISTOPHER W ANDERSON,"(1004.0, 981.11)"
CHRISTOPHER WOODRUFF,"(873.96, 909.28)"
CHU ZHANG,"(920.18, 1131.2)"
CHU-SHENG TAI,"(78.643, 1272.0)"
CHUAN-YANG HWANG,"(921.91, 1096.6)"
CHUCK CY KWOK,"(897.37, 1272.8)"
CHUCK MASON,"(1231.4, 826.82)"
CHUCK SCHNITZLEIN,"(1148.6, 1044.6)"
CHUN SHENG ZHOU,"(1023.4, 1069.7)"
CHUN-HAO CHANG,"(355.35, 1246.4)"
CHUN-KEUNG HOI,"(1148.7, 997.73)"
CHUNG-HUA SHEN,"(200.35, 84.0)"
CHUNG-MING KUAN,"(843.05, 1269.3)"
CINDY LEE,"(859.2, 906.39)"
CLARA C RAPOSO,"(886.68, 1048.7)"
CLARA GRAZIANO,"(680.5, 816.39)"
CLAS BERGSTROM,"(809.55, 961.48)"
CLAS G WIHLBORG,"(767.55, 1036.3)"
CLAUDE COURBOIS,"(840.21, 1147.6)"
CLAUDE LOPEZ,"(1308.2, 1216.2)"
CLAUDIA GIRARDONE,"(894.62, 778.59)"
CLAUDIA M BUCH,"(986.25, 867.0)"
CLAUDIO LODERER,"(1074.9, 924.64)"
CLAUDIO MICHELACCI,"(813.86, 1009.0)"
CLAUS MUNK,"(825.24, 1024.0)"
CLAUS PARUM,"(883.29, 940.26)"
CLEMENS JM KOOL,"(1226.0, 944.83)"
CLEMENS SIALM,"(1009.2, 1116.1)"
CLEMENT GRAFE,"(1009.1, 1224.8)"
CLEMENT HAR,"(1265.2, 1092.9)"
CLEMENT K WANG,"(1873.6, 629.93)"
CLIFF ASNESS,"(1089.6, 1065.2)"
CLIFFORD A BALL,"(1026.0, 1268.1)"
CLIFFORD G HOLDERNESS,"(942.98, 984.27)"
CLIFFORD LEE,"(758.65, 1031.8)"
CLIFFORD P STEPHENS,"(1042.3, 1080.4)"
CLIFFORD W SMITH,"(1033.3, 976.44)"
CLIFTON EXELEY,"(1223.9, 816.61)"
CLINT MCCULLY,"(1357.6, 900.33)"
CLIVE BELL,"(1060.2, 864.89)"
CLIVE LENNOX,"(1198.1, 937.55)"
CLIVE WJ GRANGER,"(768.42, 975.75)"
CNV KRISHNAN,"(1084.6, 911.7)"
COLEEN PANTALONE,"(820.42, 824.79)"
COLIN MAYER,"(957.1, 965.42)"
COLLEEN BARNES,"(841.0, 826.03)"
CONGSHENG WU,"(904.44, 1342.2)"
CONNIE HELFAT,"(759.0, 1087.0)"
CONNIE X MAO,"(1026.3, 994.59)"
CONRAD S CICCOTELLO,"(1196.9, 982.51)"
CORDELL WISE,"(972.74, 843.47)"
CORNELIA HOLTHAUSEN,"(825.08, 952.4)"
CORNELIA KULLMANN,"(754.05, 972.32)"
CORRINE SELLARS,"(1208.1, 875.89)"
COSTANZA TORRICELLI,"(1178.3, 921.06)"
COSTAS MEGHIR,"(794.38, 924.76)"
COSTAS MILAS,"(1746.7, 50.639)"
COSTIS MAGLARAS,"(1094.6, 1173.9)"
COSTIS SKIADAS,"(1197.1, 1131.2)"
CRAIG DOIDGE,"(953.16, 1017.1)"
CRAIG E LEFANOWICZ,"(816.67, 1180.0)"
CRAIG G DUNBAR,"(945.14, 1109.3)"
CRAIG H FURFINE,"(1079.8, 839.29)"
CRAIG M LEWIS,"(892.04, 1079.1)"
CRAIG PIRRONG,"(1145.6, 1091.7)"
CRAIG W HOLDEN,"(887.84, 1114.0)"
CRAIG WISEN,"(570.52, 1786.6)"
CRAIG WRIGHT,"(1015.6, 872.59)"
CRISTI A GLEASON,"(1143.4, 1199.7)"
CRISTIAN DE RIIS,"(832.9, 788.18)"
CURZIO GIANNINI,"(879.08, 742.87)"
CYNTHIA MCDONALD,"(844.27, 1214.5)"
CYNTHIA WERNER,"(1325.3, 680.27)"
D BOS,"(712.93, 896.64)"
D BRUCE JOHNSEN,"(1181.8, 1184.8)"
D HOWARD,"(767.43, 785.31)"
D NATHAN SHEETS,"(912.95, 801.14)"
D OSBOM,"(1195.6, 842.83)"
D SCOTT LEE,"(1046.0, 981.52)"
D TIMOTHY MCCORMICK,"(923.66, 1123.7)"
DAG MICHALSEN,"(1005.2, 937.75)"
DAG TJOSTHEIM,"(736.26, 878.64)"
DAGFINN RIME,"(919.39, 962.45)"
DALE HENDERSON,"(1049.0, 879.19)"
DALIA MARCIUKAITYTE,"(734.47, 1106.9)"
DAMIANO BRIGO,"(1306.7, 1235.3)"
DAMIEN CANNAVAN,"(877.66, 1124.4)"
DAN BERNHARDT,"(947.47, 1078.8)"
DAN GRAY,"(928.29, 1264.8)"
DAN KOVENOCK,"(781.33, 1051.3)"
DAN OCONE,"(1134.2, 1246.3)"
DAN PELED,"(742.25, 869.24)"
DAN SICHEL,"(1060.9, 875.11)"
DANI RODRIK,"(814.91, 933.08)"
DANI TSIDDON,"(705.11, 1024.2)"
DANIEL A ROGERS,"(995.35, 1208.7)"
DANIEL ASQUITH,"(916.32, 1206.5)"
DANIEL BENS,"(1138.8, 1076.0)"
DANIEL BERGSTRESSER,"(819.22, 980.22)"
DANIEL BERKOWITZ,"(836.33, 893.27)"
DANIEL C HARDY,"(981.75, 853.49)"
DANIEL FERREIRA,"(920.87, 1003.6)"
DANIEL G WEAVER,"(876.47, 1093.2)"
DANIEL J BRADLEY,"(920.54, 1109.3)"
DANIEL J MCCARTHY,"(1118.9, 872.44)"
DANIEL J VINE,"(1306.2, 967.14)"
DANIEL KAHNEMAN,"(882.55, 980.78)"
DANIEL L NOLLE,"(983.06, 841.87)"
DANIEL L THORNTON,"(1042.5, 955.31)"
DANIEL LEVY,"(989.78, 868.29)"
DANIEL M COVITZ,"(1075.2, 883.4)"
DANIEL M GROPPER,"(860.17, 387.97)"
DANIEL MCFADDEN,"(1136.7, 1033.3)"
DANIEL MILKOVE,"(928.1, 727.02)"
DANIEL N DELI,"(870.55, 1153.4)"
DANIEL PEREZ,"(831.92, 858.32)"
DANIEL R SMITH,"(841.57, 1261.9)"
DANIEL RODRIGUEZ,"(1142.7, 1124.6)"
DANIEL SIEGEL,"(749.67, 1032.9)"
DANIEL WOLFENZON,"(987.35, 1015.1)"
DANIELA B WEINTRAUB,"(1029.6, 717.54)"
DANIELA FABBRI,"(907.19, 908.4)"
DANIELA KLINGEBIEL,"(892.9, 890.52)"
DANIELE PASERMAN,"(1212.5, 1039.4)"
DANIELE TERLIZZESE,"(1001.2, 839.15)"
DANNY LEIPZIGER,"(904.57, 796.07)"
DARIO FOCARELLI,"(881.21, 775.5)"
DARIUS P MILLER,"(919.39, 1019.0)"
DARIUS PALIA,"(1004.0, 989.55)"
DARON ACEMOGLU,"(1012.6, 901.33)"
DARRYL MCLEOD,"(1123.8, 655.77)"
DAVE SKIDMORE,"(942.7, 858.18)"
DAVID A BECHER,"(872.22, 1012.0)"
DAVID A CARTER,"(1032.2, 904.73)"
DAVID A CHAPMAN,"(1003.7, 1091.0)"
DAVID A DUBOFSKY,"(1168.2, 914.42)"
DAVID A GUENTHER,"(982.03, 1202.6)"
DAVID A HILLIER,"(1011.6, 1195.3)"
DAVID A HIRSHLEIFER,"(968.81, 1081.0)"
DAVID A HSIEH,"(1013.8, 1122.6)"
DAVID A LESMOND,"(958.82, 1093.1)"
DAVID A MARSHALL,"(1144.6, 899.79)"
DAVID A PEEL,"(857.19, 1209.1)"
DAVID A RAKOWSKI,"(861.43, 1204.4)"
DAVID A WHIDBEE,"(841.89, 1170.2)"
DAVID AADLAND,"(789.68, 758.8)"
DAVID ABOODY,"(1133.2, 1145.3)"
DAVID ALTIG,"(1037.9, 788.57)"
DAVID B HUMPHREY,"(929.38, 859.18)"
DAVID BARKER,"(1139.5, 1074.6)"
DAVID BARR,"(1610.1, 1669.7)"
DAVID BLAKE,"(1740.3, 1585.8)"
DAVID BODMER,"(1504.3, 1378.2)"
DAVID BOURGHELLE,"(937.34, 1217.3)"
DAVID BURGSTAHLER,"(779.43, 1077.7)"
DAVID C MAUER,"(968.24, 1022.1)"
DAVID C PARSLEY,"(1142.4, 981.12)"
DAVID C PORTER,"(760.3, 1184.5)"
DAVID C SMITH,"(993.49, 946.62)"
DAVID C WEBB,"(836.91, 883.17)"
DAVID C WHEELOCK,"(915.31, 675.29)"
DAVID COLWELL,"(678.69, 1031.4)"
DAVID COOK,"(1038.0, 645.43)"
DAVID D VANHOOSE,"(955.45, 722.05)"
DAVID DOLLAR,"(962.56, 783.76)"
DAVID DRANOVE,"(1258.2, 980.58)"
DAVID E RAPACH,"(1329.1, 956.47)"
DAVID E WEINSTEIN,"(839.52, 758.12)"
DAVID EASLEY,"(917.98, 1069.2)"
DAVID F HENDRY,"(1155.2, 1042.8)"
DAVID F LARCKER,"(764.93, 1080.7)"
DAVID FELDMAN,"(1119.9, 1220.1)"
DAVID FORD,"(1097.8, 788.44)"
DAVID FOWLER,"(1238.4, 1319.8)"
DAVID FRANKEL,"(1184.5, 1189.0)"
DAVID FREEDMAN,"(933.13, 1187.2)"
DAVID G MAYES,"(1024.4, 977.33)"
DAVID GELTNER,"(1100.6, 1249.7)"
DAVID GOLDREICH,"(915.3, 1064.9)"
DAVID GOLDSBROUGH,"(1034.5, 725.78)"
DAVID H HSU,"(864.2, 1109.5)"
DAVID H PAPELL,"(1231.1, 1150.0)"
DAVID HAMILTON,"(790.72, 967.73)"
DAVID HANSEN,"(935.09, 791.49)"
DAVID HEIKE,"(868.87, 1174.3)"
DAVID HENDRY,"(743.93, 870.76)"
DAVID I LAIBSON,"(1048.4, 999.27)"
DAVID J BROPHY,"(895.89, 1164.1)"
DAVID J DENIS,"(976.16, 1106.9)"
DAVID JOHNSON,"(1303.9, 946.13)"
DAVID JOHNSTONE,"(1339.9, 1067.7)"
DAVID K BACKUS,"(917.0, 1168.4)"
DAVID K DING,"(839.44, 1183.0)"
DAVID K LEVINE,"(730.35, 1139.9)"
DAVID K MUSTO,"(1001.3, 1065.2)"
DAVID K WHITCOMB,"(860.95, 1132.3)"
DAVID L IKENBERRY,"(932.47, 1165.5)"
DAVID L YERMACK,"(1006.8, 1077.9)"
DAVID LABAND,"(813.06, 750.56)"
DAVID LALONDE,"(1136.6, 921.16)"
DAVID LANDO,"(1113.9, 1006.0)"
DAVID LEBOW,"(1143.9, 730.03)"
DAVID LINDSEY,"(1151.9, 788.81)"
DAVID M JONES,"(1139.8, 825.76)"
DAVID M KEMME,"(1150.2, 712.82)"
DAVID M REEB,"(934.25, 1158.1)"
DAVID MARTIMORT,"(725.21, 1020.3)"
DAVID MAYER-FOULKES,"(1275.1, 931.56)"
DAVID MENAGARISHVILI,"(1177.8, 1203.2)"
DAVID MODEST,"(1099.1, 1137.2)"
DAVID MOSS,"(833.63, 977.6)"
DAVID N WEIL,"(1212.2, 1033.6)"
DAVID NACHMAN,"(1102.2, 1189.1)"
DAVID NICKERSON,"(1022.5, 874.35)"
DAVID P NEWTON,"(1178.3, 1191.3)"
DAVID P SIMON,"(2013.3, 710.64)"
DAVID PEARL,"(1195.9, 784.95)"
DAVID PRENTICE,"(1201.0, 1385.9)"
DAVID R GALLAGHER,"(1079.3, 934.17)"
DAVID R KUIPERS,"(979.11, 1352.6)"
DAVID RAVENSCRAFT,"(1226.9, 1107.6)"
DAVID REIFSCHNEIDER,"(919.8, 798.0)"
DAVID ROMER,"(934.12, 797.03)"
DAVID ROTHMAN,"(790.97, 1072.6)"
DAVID RULE,"(726.61, 820.3)"
DAVID S BATES,"(1127.4, 1086.0)"
DAVID S SCHARFSTEIN,"(980.33, 991.06)"
DAVID SCOTT,"(951.47, 802.0)"
DAVID SHIELDS,"(960.58, 1224.4)"
DAVID SHRIDER,"(885.43, 1182.2)"
DAVID SOSKICE,"(778.92, 956.22)"
DAVID STASAVAGE,"(850.79, 703.16)"
DAVID STOLIN,"(1218.3, 1032.4)"
DAVID STOUT,"(1189.9, 960.34)"
DAVID T BROWN,"(937.6, 986.03)"
DAVID T ROBINSON,"(968.99, 1042.6)"
DAVID TOPPER,"(815.47, 1177.7)"
DAVID ULPH,"(940.97, 823.7)"
DAVID VESTIN,"(819.17, 824.49)"
DAVID W WILCOX,"(1026.2, 850.64)"
DAVID WEINBAUM,"(1194.1, 1074.5)"
DAVID WOO,"(982.53, 834.91)"
DEAN CROUSHORE,"(1030.2, 810.57)"
DEAN F AMEL,"(858.67, 830.44)"
DEAN FURBUSH,"(765.83, 1192.4)"
DEAN WICHERN,"(747.19, 955.22)"
DEB LINDNER,"(1052.6, 695.38)"
DEBARSHI K NANDY,"(849.11, 1188.2)"
DEBORA SPAR,"(827.03, 997.66)"
DEBORAH J LUCAS,"(1040.7, 1037.9)"
DEEN KEMSLEY,"(973.23, 1172.8)"
DEEPAK AGRAWAL,"(1242.2, 1028.7)"
DELROY M HUNTER,"(2084.6, 700.0)"
DEMISSEW DIRO EJARA,"(973.49, 1358.2)"
DENIS GROMB,"(957.94, 1011.7)"
DENIS SUVOROV,"(797.05, 1103.3)"
DENNIS ADLER,"(1132.5, 1189.6)"
DENNIS C MUELLER,"(1242.1, 981.49)"
DENNIS E LOGUE,"(853.92, 1042.2)"
DENNIS EPPLE,"(1218.7, 992.96)"
DENNIS FARLEY,"(1088.6, 719.46)"
DENNIS FIXLER,"(990.88, 848.76)"
DENNIS GLENNON,"(995.67, 768.43)"
DENNIS HOFFMAN,"(705.37, 754.76)"
DENNIS JANSEN,"(1335.8, 691.71)"
DENNIS OLSON,"(954.74, 62.0)"
DENNIS P SHEEHAN,"(766.4, 1164.3)"
DENNIS R CAPOZZA,"(1267.3, 931.0)"
DENNIS Y CHUNG,"(922.11, 1368.2)"
DEON STRICKLAND,"(1039.7, 1079.1)"
DEREK OLER,"(914.69, 1195.1)"
DERICK CULLEN,"(696.84, 990.62)"
DESIRE VENCATACHELLUM,"(1113.9, 804.77)"
DEZSO SZALAY,"(991.34, 771.21)"
DHANANJAY NANDA,"(897.07, 1043.0)"
DIANA HANCOCK,"(955.39, 857.04)"
DIANA KIRK,"(1188.1, 1026.2)"
DIANE BURTON,"(1170.1, 1250.5)"
DIANE DELGUERCIO,"(889.34, 1100.9)"
DIANE GARNICK,"(1181.7, 1017.5)"
DIANE K DENIS,"(1022.2, 1168.7)"
DIANNE M RODEN,"(925.43, 1910.0)"
DICK DAVIES,"(958.21, 1328.1)"
DICK KAZARIAN,"(936.12, 1211.5)"
DICK STARTZ,"(1269.6, 1077.1)"
DICK THALER,"(996.65, 1156.4)"
DIDIER SORNETTE,"(1084.2, 1167.0)"
DIEGO GARCIA,"(959.7, 1138.8)"
DIEGO PRIOR,"(1803.9, 1998.0)"
DIETMAR HARHOFF,"(879.62, 1461.9)"
DIETMAR LEISON,"(1055.4, 1324.8)"
DILIP ABREU,"(1157.0, 1081.4)"
DILIP B MADAN,"(1050.3, 1064.8)"
DILIP K PATRO,"(946.65, 1149.0)"
DILIP K SHOME,"(1074.3, 1242.1)"
DIMA LESHCHINSKII,"(1215.7, 1131.3)"
DIMITRI VAYANOS,"(1076.8, 1049.0)"
DIMITRIOS GKAMAS,"(1091.3, 1401.4)"
DIMITRIS PSYCHOYIOS,"(1212.8, 1350.0)"
DIMITRY LIVDAN,"(1021.4, 1027.5)"
DINO GERARDI,"(768.29, 987.7)"
DIRK HACKBARTH,"(847.85, 1063.4)"
DIRK JENTER,"(1009.6, 1040.3)"
DIRK KRUEGER,"(792.21, 979.42)"
DIRK NIEPELT,"(1133.8, 649.75)"
DIRK TASCHE,"(1161.9, 830.01)"
DOGAN TIRTIROGLU,"(868.46, 853.65)"
DOMENICO CUOCO,"(1045.4, 1189.5)"
DOMENICO DELLI GATTI,"(822.28, 669.33)"
DOMINIC LAVALLE,"(848.16, 1229.6)"
DOMINIK EGLI,"(745.71, 888.16)"
DOMINIK HOTZ,"(1174.1, 1074.7)"
DON CYR,"(837.55, 1299.4)"
DON HAUSCH,"(1182.5, 1132.8)"
