node,x,y
ABBOTT KELLER,-112.18,-89.357
ADAM APTER,224.01,38.477
ADAM DUNSBY,-92.7,-27.582
AJ SENCHACK,123.75,144.6
ALAN FRAGEN,95.189,161.92
ALAN KIMCHE,632.24,576.78
ALBERT HERMALIN,145.0,239.11
ALEJANDRO BERUETE,54.06,157.38
ALEX HUMER,190.34,225.0
ALEXANDRE AGANINE,-189.56,-44.986
ALFONSO GUERRA,-168.11,-291.75
ALFRED BUHLER,287.08,-121.98
ALI MUTLU,380.55,-120.84
ALLAN EVERHART,137.32,201.89
ALLEN HUFFMAN,-0.79078,-194.09
AMY CHAN,70.235,-169.04
ANAND GUPTA,-144.21,-35.333
ANASTASIOS ANASTASOPOULOS,259.44,-178.05
ANDRAS LOEFFLER,118.08,-219.73
ANNE FROBERG,-197.29,218.55
ARNOLD JUSTER,130.66,130.66
ART SNOW,-253.7,-141.92
ARTHUR MEZHLUMIAN,204.18,-55.302
"Aadland, David M.",-194.54,22.524
"Aarstol, Michael P.",-368.43,212.55
"Abarbanell, Jeffery S.",-92.821,-149.39
"Abel, Andrew B.",23.811,-181.37
"Aboody, David",81.136,2.9769
"Abrevaya, Jason",14.107,128.66
"Abu-Mostafa, Yaser S.",104.49,-205.42
"Acharya, Viral V.",114.51,-32.788
"Ackermann, Carl",-71.542,-28.962
"Ackert, Lucy F.",124.78,-261.51
"Adam, Tim R.",-148.85,3.218
"Adams, Mike B.",719.63,217.67
"Adams, Robert M.",13.452,347.4
"Adler, Barry E.",161.33,197.42
"Admati, Anat R.",-48.894,-13.236
"Advani, Asheesh",-29.066,137.81
"Affleck-Graves, John F.",70.057,-88.595
"Aggarwal, Rajesh K.",-79.461,102.66
"Aggarwal, Reena",-70.416,-2.8777
"Aghion, Philippe",74.196,96.787
"Agrawal, Anup",-76.102,97.636
"Agénor, Pierre Richard",-197.61,-148.18
"Ahmed, Anwer S.",-134.7,166.03
"Ahmed, Parvez",308.66,170.52
"Ahn, Dong Hyun",58.781,28.194
"Ahn, HeeJoon",119.13,-52.17
"Ailawadi, Kusum L.",-140.12,67.551
"Aitken, Michael J.",333.07,-261.96
"Akerlof, George A.",21.401,370.04
"Akhavein, Jalal D.",11.472,236.66
"Akhigbe, Aigbe O.",-392.39,-787.78
"Al-Jazzaf, Mahdy I.",-133.76,-58.723
"Al-Suhaibani, Mohammad I.",327.97,-231.85
"Alam, Ila M Semenick",3.2905,243.8
"Albuquerque, Rui",139.79,-108.21
"Alexander, Gordon J.",-62.829,-86.421
"Allayannis, George",-42.316,-11.161
"Allen, Franklin",12.284,-5.2133
"Allen, Jeffrey W.",30.244,141.48
"Allen, Linda",-254.86,-57.321
"Allen, William A.",-85.302,204.96
"Almazan, Andres",132.26,155.01
"Almeida, Alvaro Santos",-15.947,-314.56
"Altig, David E.",129.21,247.51
"Altinkiliç, Oya",-72.876,75.855
"Altman, Edward I.",24.24,50.324
"Altonji, Joseph G.",234.22,-150.42
"Altunbaş, Yener",305.51,-61.933
"Alvarez, Fernando E.",-17.23,-127.56
"Amel, Dean F.",55.074,316.23
"Amemiya, Takeshi",209.82,14.861
